%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%%                                                               %%
%% The data in this file are from a direct numerical simulation  %%
%% (DNS) of a turbulent pipe flow of radius R and length 25R at  %%
%% a bulk Reynolds number Re_b = 5300; Re_b = U_b*D/nu, D=2R     %%
%%                                                               %%
%% Numerical method: Spectral element code nek5000               %%
%%                   http://nek5000.mcs.anl.gov                  %%
%%                                                               %%
%% Normalisation: nu/u_tau, u_tau                                %%
%%                                                               %%
%% El Khoury, G. K., Schlatter, P., Noorani, A., Fischer, P. F., %%
%% Brethouwer, G. & Johansson, A. V. Direct numerical simulation %%
%% of turbulent pipe flow at moderately high Reynolds numbers.   %%
%% Flow Turbul. Combust. 91, 475-495 (2013)                      %%
%%                                                               %%
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%-----------------------------------------------------------------------------%
% (1-r) ((1-r)^+) (P^+) (p_{rms}^+) (omr_{rms}^+) (omt_{rms}^+) (omz_{rms}^+) %
%-----------------------------------------------------------------------------%
1.0000000000000000E+00 	 1.8105409983122749E+02 	 -8.0827311032345617E-01 	 1.0182858067954528E+00 	 5.4215999409821955E-02 	 5.4666338068692748E-02 	 4.7809002877325299E-02
9.7870978104233242E-01 	 1.7719941840263726E+02 	 -8.0858300408654971E-01 	 1.0198502288500724E+00 	 5.4576964947482140E-02 	 5.4533260780499887E-02 	 4.7981420193251370E-02
9.5787221441496784E-01 	 1.7342669153424654E+02 	 -8.0946559022323195E-01 	 1.0243135998299240E+00 	 5.4734301036592568E-02 	 5.4608817412689623E-02 	 4.8201910716592279E-02
9.3747766276342737E-01 	 1.6973417434351541E+02 	 -8.1084591185310650E-01 	 1.0314105664203532E+00 	 5.5021399813990034E-02 	 5.4778846860848648E-02 	 4.8620325652058385E-02
9.1751669362723176E-01 	 1.6612015904480259E+02 	 -8.1264443166366995E-01 	 1.0408084307374015E+00 	 5.5409067979843601E-02 	 5.5036455351484069E-02 	 4.9189225268422551E-02
8.9798007507739686E-01 	 1.6258297415951617E+02 	 -8.1478320940631777E-01 	 1.0522022405889031E+00 	 5.5899489477371868E-02 	 5.5382597911024553E-02 	 4.9916906027529837E-02
8.7885877144667579E-01 	 1.5912098374305637E+02 	 -8.1718618541266275E-01 	 1.0653310075639006E+00 	 5.6470063172537756E-02 	 5.5733359257584179E-02 	 5.0733128145953370E-02
8.6014393915057086E-01 	 1.5573258662819271E+02 	 -8.1979147473752567E-01 	 1.0799954787755797E+00 	 5.7118692854257497E-02 	 5.6141499842031720E-02 	 5.1630000089321483E-02
8.4182692259718594E-01 	 1.5241621568452592E+02 	 -8.2254310835977085E-01 	 1.0959789612871278E+00 	 5.7835199124076378E-02 	 5.6593837318024767E-02 	 5.2546476573777916E-02
8.2389925018402177E-01 	 1.4917033709369136E+02 	 -8.2540129984871247E-01 	 1.1130812903543972E+00 	 5.8613035559300156E-02 	 5.7146192154719937E-02 	 5.3538344227684935E-02
8.0635263037986837E-01 	 1.4599344963996955E+02 	 -8.2834485305487227E-01 	 1.1311138211003728E+00 	 5.9449091868185922E-02 	 5.7760523127960248E-02 	 5.4591208104353126E-02
7.8917894788998055E-01 	 1.4288408401597562E+02 	 -8.3136594106480455E-01 	 1.1499013252080654E+00 	 6.0333854580511111E-02 	 5.8412132012230084E-02 	 5.5703952556127617E-02
7.7237025990276131E-01 	 1.3984080214310566E+02 	 -8.3446668382670075E-01 	 1.1692822448470710E+00 	 6.1252654871163520E-02 	 5.9111231149256344E-02 	 5.6902221940736436E-02
7.5591879241621918E-01 	 1.3686219650642707E+02 	 -8.3765764158733480E-01 	 1.1890971375188186E+00 	 6.2199673142606410E-02 	 5.9807467417326871E-02 	 5.8121877511838956E-02
7.3981693664250026E-01 	 1.3394688950370414E+02 	 -8.4096105160603019E-01 	 1.2092292836232557E+00 	 6.3176984249434825E-02 	 6.0539754920278972E-02 	 5.9359815975812733E-02
7.2405724548883088E-01 	 1.3109353280825837E+02 	 -8.4439615341880758E-01 	 1.2295601978401440E+00 	 6.4177728837668493E-02 	 6.1312233355833565E-02 	 6.0599578591937805E-02
7.0863243011324362E-01 	 1.2830080674536853E+02 	 -8.4797954026966316E-01 	 1.2500126126101108E+00 	 6.5202785289881646E-02 	 6.2174494912247920E-02 	 6.1877320864842163E-02
6.9353535655349630E-01 	 1.2556741968192267E+02 	 -8.5171717122965063E-01 	 1.2705183354329561E+00 	 6.6256392976710141E-02 	 6.3078093651669206E-02 	 6.3164775961326566E-02
6.7875904242762031E-01 	 1.2289210742903875E+02 	 -8.5560666040723032E-01 	 1.2910235598516684E+00 	 6.7337877190731754E-02 	 6.3996240591243675E-02 	 6.4458486588673564E-02
6.6429665370457580E-01 	 1.2027363265737863E+02 	 -8.5963964471252929E-01 	 1.3114837744636547E+00 	 6.8438607237032198E-02 	 6.4980677878523338E-02 	 6.5802219460864356E-02
6.5014150154351991E-01 	 1.1771078432488459E+02 	 -8.6380148371822674E-01 	 1.3318387050174181E+00 	 6.9550521403576107E-02 	 6.6000877850495368E-02 	 6.7156630414892435E-02
6.3628703920022278E-01 	 1.1520237711667329E+02 	 -8.6807370057882083E-01 	 1.3520497664917750E+00 	 7.0675769978828323E-02 	 6.7085394999480005E-02 	 6.8534366074281844E-02
6.2272685899920566E-01 	 1.1274725089682892E+02 	 -8.7243075400386150E-01 	 1.3720744577020312E+00 	 7.1819797029514951E-02 	 6.8161227874937266E-02 	 6.9891226239415585E-02
6.0945468937019687E-01 	 1.1034427017184137E+02 	 -8.7683479649583707E-01 	 1.3918750760713765E+00 	 7.2971581054927986E-02 	 6.9255451817667193E-02 	 7.1257320064479268E-02
5.9646439194753686E-01 	 1.0799232356544175E+02 	 -8.8124757449389912E-01 	 1.4114320135393723E+00 	 7.4133783252789104E-02 	 7.0404714132459745E-02 	 7.2657955283111281E-02
5.8374995873118973E-01 	 1.0569032330459176E+02 	 -8.8563409887239397E-01 	 1.4307193517514318E+00 	 7.5310567664241851E-02 	 7.1575304260981742E-02 	 7.4061791029947796E-02
5.7130550930804880E-01 	 1.0343720471638974E+02 	 -8.8996556767597601E-01 	 1.4497164128441202E+00 	 7.6503197357802435E-02 	 7.2732954631849242E-02 	 7.5446865325653562E-02
5.5912528813225193E-01 	 1.0123192573566057E+02 	 -8.9421934448634333E-01 	 1.4684196784909100E+00 	 7.7715563345051891E-02 	 7.3903587141483360E-02 	 7.6845957405683341E-02
5.4720366186324632E-01 	 9.9073466423001463E+01 	 -8.9837701171621653E-01 	 1.4868343471330172E+00 	 7.8933522821899207E-02 	 7.5138729020683470E-02 	 7.8285336006961012E-02
5.3553511676037457E-01 	 9.6960828493060930E+01 	 -9.0242386073719616E-01 	 1.5049507082652780E+00 	 8.0149146777962338E-02 	 7.6367470458488129E-02 	 7.9695348783086942E-02
5.2411425613277407E-01 	 9.4893034852832812E+01 	 -9.0635270122143985E-01 	 1.5227881358763740E+00 	 8.1377161345175364E-02 	 7.7623222742880957E-02 	 8.1106622767066358E-02
5.1293579784341437E-01 	 9.2869129149751856E+01 	 -9.1015365159074579E-01 	 1.5403564380383703E+00 	 8.2616051149217440E-02 	 7.8849595888766832E-02 	 8.2487042498278429E-02
5.0199457186611185E-01 	 9.0888175329381312E+01 	 -9.1381470905129303E-01 	 1.5576385405122593E+00 	 8.3859853888384364E-02 	 8.0035634156403135E-02 	 8.3838435349620127E-02
4.9128551789439867E-01 	 8.8949257202488752E+01 	 -9.1732493155576245E-01 	 1.5746443615982058E+00 	 8.5103966297091327E-02 	 8.1277056653994997E-02 	 8.5211615207601940E-02
4.8080368300113629E-01 	 8.7051478021309592E+01 	 -9.2067206943126001E-01 	 1.5913767350844887E+00 	 8.6358272640832068E-02 	 8.2584747703409234E-02 	 8.6613803320232843E-02
4.7054421934779023E-01 	 8.5193960064801828E+01 	 -9.2384240039143506E-01 	 1.6078279975516612E+00 	 8.7628513463150717E-02 	 8.3920672859817178E-02 	 8.8020170453957144E-02
4.6050238194231052E-01 	 8.3375844232701141E+01 	 -9.2682007021578727E-01 	 1.6239879066401199E+00 	 8.8922063540454371E-02 	 8.5260912553247539E-02 	 8.9414078457581758E-02
4.5067352644457703E-01 	 8.1596289648187792E+01 	 -9.2958706863149287E-01 	 1.6398504832665004E+00 	 9.0235527764852830E-02 	 8.6628764329005986E-02 	 9.0804059245501625E-02
