%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%%                                                               %%
%% The data in this file are from a direct numerical simulation  %%
%% (DNS) of a turbulent pipe flow of radius R and length 25R at  %%
%% a bulk Reynolds number Re_b = 11700; Re_b = U_b*D/nu, D=2R    %%
%%                                                               %%
%% Numerical method: Spectral element code nek5000               %%
%%                   http://nek5000.mcs.anl.gov                  %%
%%                                                               %%
%% Normalisation: nu/u_tau, u_tau                                %%
%%                                                               %%
%% El Khoury, G. K., Schlatter, P., Noorani, A., Fischer, P. F., %%
%% Brethouwer, G. & Johansson, A. V. Direct numerical simulation %%
%% of turbulent pipe flow at moderately high Reynolds numbers.   %%
%% Flow Turbul. Combust. 91, 475-495 (2013)                      %%
%%                                                               %%
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%------------------------------------------------------------------------------------------------------------------------------------%
% (1-r) ((1-r)^+) (Production) (Turbulent diffusion) (Pressure diffusion) (Pressure strain) (Viscous diffusion) (Viscous dissipation)%
%                 (    Pij   ) (       TDij        ) (       PDij       ) (      PSij     ) (       VDij      ) (       Dij         )%
%------------------------------------------------------------------------------------------------------------------------------------%
1.0000000000000000E+00 	 3.6121788913802544E+02 	 0.0000000000000000E+00 	 2.0316285351667037E-03 	 -6.6016154758690077E-04 	 1.0143626574804236E-03 	 4.9640022400426971E-05 	 -2.4134838055800299E-03
9.8745251137733137E-01 	 3.5668551178376168E+02 	 0.0000000000000000E+00 	 2.0316285351667037E-03 	 -6.6016154758690077E-04 	 1.0188152058665896E-03 	 4.9640022400426971E-05 	 -2.4177431900464044E-03
9.7506224841930822E-01 	 3.5220992715219950E+02 	 0.0000000000000000E+00 	 2.0443089394218544E-03 	 -6.7966896099846442E-04 	 1.0308006048389969E-03 	 5.1255934156561814E-05 	 -2.4237247200732583E-03
9.6282723830464922E-01 	 3.4779042262499996E+02 	 0.0000000000000000E+00 	 2.0609077470949773E-03 	 -7.0587343897310947E-04 	 1.0503139443150393E-03 	 5.2663772544587655E-05 	 -2.4339553169658631E-03
9.5074553293197817E-01 	 3.4342629451309620E+02 	 0.0000000000000000E+00 	 2.0721249068257875E-03 	 -7.2796797765835005E-04 	 1.0748917813983877E-03 	 5.3569352379250259E-05 	 -2.4481192259139758E-03
9.3881520860963785E-01 	 3.3911684794464838E+02 	 0.0000000000000000E+00 	 2.0735348057988119E-03 	 -7.3872025462485690E-04 	 1.1014913982722951E-03 	 5.4489532869534941E-05 	 -2.4656570841576722E-03
9.2703436574939579E-01 	 3.3486139675440501E+02 	 0.0000000000000000E+00 	 2.0670076852421430E-03 	 -7.4179553845356403E-04 	 1.1322317483265557E-03 	 5.4639228191132470E-05 	 -2.4864696326049231E-03
9.1540112856398370E-01 	 3.3065926337444847E+02 	 0.0000000000000000E+00 	 2.0560170287715722E-03 	 -7.4533663285594135E-04 	 1.1707638549405125E-03 	 5.4984319640771880E-05 	 -2.5102229276555929E-03
9.0391364476842850E-01 	 3.2650977872631074E+02 	 0.0000000000000000E+00 	 2.0410248422651901E-03 	 -7.5071906789305929E-04 	 1.2178353117399821E-03 	 5.6024878250120778E-05 	 -2.5371282205889785E-03
8.9257008528512438E-01 	 3.2241228211443996E+02 	 0.0000000000000000E+00 	 2.0196883810252413E-03 	 -7.5364347111633184E-04 	 1.2706389425282366E-03 	 5.7662120746238919E-05 	 -2.5670135393936126E-03
