%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%%                                                               %%
%% The data in this file are from a direct numerical simulation  %%
%% (DNS) of a turbulent pipe flow of radius R and length 25R at  %%
%% a bulk Reynolds number Re_b = 11700; Re_b = U_b*D/nu, D=2R    %%
%%                                                               %%
%% Numerical method: Spectral element code nek5000               %%
%%                   http://nek5000.mcs.anl.gov                  %%
%%                                                               %%
%% Normalisation: nu/u_tau, u_tau                                %%
%%                                                               %%
%% El Khoury, G. K., Schlatter, P., Noorani, A., Fischer, P. F., %%
%% Brethouwer, G. & Johansson, A. V. Direct numerical simulation %%
%% of turbulent pipe flow at moderately high Reynolds numbers.   %%
%% Flow Turbul. Combust. 91, 475-495 (2013)                      %%
%%                                                               %%
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%------------------------------------------------------------------------------------------------------------------------------------%
% (1-r) ((1-r)^+) (Production) (Turbulent diffusion) (Pressure diffusion) (Pressure strain) (Viscous diffusion) (Viscous dissipation)%
%                 (    Pij   ) (       TDij        ) (       PDij       ) (      PSij     ) (       VDij      ) (       Dij         )%
%------------------------------------------------------------------------------------------------------------------------------------%
1.0000000000000000E+00 	 3.6121788913802544E+02 	 -8.3829779918357223E-21 	 3.7106354002963648E-05 	 -1.5798074556917308E-04 	 -7.3149065816702978E-21 	 -6.0270210527424955E-07 	 -4.4269883803962081E-23
9.8745251137733137E-01 	 3.5668551178376168E+02 	 2.8538954090290183E-04 	 3.7106354002963648E-05 	 -1.5798074556917308E-04 	 -1.4121356056570559E-04 	 -6.0270210527424955E-07 	 -2.4061125295385431E-05
9.7506224841930822E-01 	 3.5220992715219950E+02 	 5.7053727523180651E-04 	 6.6405291138493778E-05 	 -3.0251089965288688E-04 	 -2.8633360420905415E-04 	 -1.1110640210975224E-06 	 -4.8188383485785905E-05
9.6282723830464922E-01 	 3.4779042262499996E+02 	 8.5850758912803043E-04 	 8.4487832476441601E-05 	 -4.3728421805689532E-04 	 -4.3407694267496530E-04 	 -8.9151700333842663E-07 	 -7.3265519826307417E-05
9.5074553293197817E-01 	 3.4342629451309620E+02 	 1.1468444104888096E-03 	 1.0569761019634164E-04 	 -5.7646835145194904E-04 	 -5.8034010258527495E-04 	 3.6921708765604924E-07 	 -9.9097455149962916E-05
9.3881520860963785E-01 	 3.3911684794464838E+02 	 1.4278567556923816E-03 	 1.4613650158823129E-04 	 -7.2526023086486925E-04 	 -7.2918646080702356E-04 	 1.5664862788158888E-06 	 -1.2434360281616874E-04
9.2703436574939579E-01 	 3.3486139675440501E+02 	 1.6956734211147188E-03 	 2.0647109067630122E-04 	 -8.7429572988133265E-04 	 -8.8470393426374821E-04 	 1.8663897279629631E-06 	 -1.4804137221774492E-04
9.1540112856398370E-01 	 3.3065926337444847E+02 	 1.9504339908088363E-03 	 2.7265984520346979E-04 	 -1.0097145737504548E-03 	 -1.0471613005337682E-03 	 1.6101543915252164E-06 	 -1.7044723642110164E-04
9.0391364476842850E-01 	 3.2650977872631074E+02 	 2.1956427437887891E-03 	 3.3116382321569731E-04 	 -1.1203535209840271E-03 	 -1.2177700249518056E-03 	 9.4902991639280352E-07 	 -1.9202123807736068E-04
8.9257008528512438E-01 	 3.2241228211443996E+02 	 2.4367171929926307E-03 	 3.7548425156692277E-04 	 -1.2030922511960889E-03 	 -1.3978009023050237E-03 	 1.7687045330945581E-07 	 -2.1363950240904639E-04
8.8136864395260273E-01 	 3.1836612112100306E+02 	 2.6793642053523021E-03 	 4.0454421442880529E-04 	 -1.2664919765301352E-03 	 -1.5828471365463440E-03 	 -4.6589488417844023E-07 	 -2.3590682938739720E-04
8.7030753723794541E-01 	 3.1437065150200408E+02 	 2.9274471073571576E-03 	 4.2022607791598210E-04 	 -1.3264907008820623E-03 	 -1.7634520990052254E-03 	 -6.3994667380539970E-07 	 -2.5871793161112255E-04
8.5938500395280681E-01 	 3.1042523708470651E+02 	 3.1815274161597507E-03 	 4.2708727273764447E-04 	 -1.3932696679846376E-03 	 -1.9346452189039169E-03 	 -3.7760290565907437E-07 	 -2.8170177865172652E-04
8.4859930497299041E-01 	 3.0652924966633907E+02 	 3.4394147380571128E-03 	 4.3162316786743969E-04 	 -1.4697595409040693E-03 	 -2.0984360979223824E-03 	 -1.0770339045019246E-07 	 -3.0427065749118198E-04
8.3794872296153977E-01 	 3.0268206891407146E+02 	 3.6994064181733320E-03 	 4.3787296589967427E-04 	 -1.5541764731482751E-03 	 -2.2584252686216615E-03 	 5.7407559873387374E-08 	 -3.2633129662071672E-04
8.2743156209529700E-01 	 2.9888308226624224E+02 	 3.9601577762752548E-03 	 4.4674441608853326E-04 	 -1.6442987572314453E-03 	 -2.4168941787708659E-03 	 4.9553501450401438E-07 	 -3.4803652560021285E-04
8.1704614779488971E-01 	 2.9513168483482525E+02 	 4.2193951008171835E-03 	 4.5875366283192683E-04 	 -1.7373400305751257E-03 	 -2.5743879988006407E-03 	 1.0872745353883019E-06 	 -3.6969054650323632E-04
8.0679082645809674E-01 	 2.9142727930911667E+02 	 4.4736783799566252E-03 	 4.7419062667289021E-04 	 -1.8260713052407470E-03 	 -2.7347373100529973E-03 	 1.4736695290140439E-06 	 -3.9121759709212321E-04
7.9666396519655625E-01 	 2.8776927586062942E+02 	 4.7212386489395141E-03 	 4.9149787587406330E-04 	 -1.9026383366158510E-03 	 -2.9022119272940033E-03 	 1.4324591286157536E-06 	 -4.1251341700504777E-04
7.8666395157577229E-01 	 2.8415709204917835E+02 	 4.9628113776655795E-03 	 5.0656515462085296E-04 	 -1.9606213637701386E-03 	 -3.0801159164891042E-03 	 9.6452431362903614E-07 	 -4.3367631622221695E-04
7.7678919335837637E-01 	 2.8059015273014222E+02 	 5.2014825336628556E-03 	 5.1443108789177782E-04 	 -1.9958240547804222E-03 	 -3.2701740515408400E-03 	 3.9689315441422908E-07 	 -4.5491328638609337E-04
7.6703811825060719E-01 	 2.7706788996288748E+02 	 5.4411141411075002E-03 	 5.1283785482864367E-04 	 -2.0155855577754038E-03 	 -3.4674794616282464E-03 	 -1.0115653867422497E-07 	 -4.7636436560067594E-04
7.5740917365196214E-01 	 2.7358974292033793E+02 	 5.6847077604587782E-03 	 5.0388242988855681E-04 	 -2.0326236757885001E-03 	 -3.6643294523111460E-03 	 -3.1698991734717075E-07 	 -4.9785539164762368E-04
7.4790082640798894E-01 	 2.7015515779967859E+02 	 5.9334993439514490E-03 	 4.8975302397214935E-04 	 -2.0497807968062735E-03 	 -3.8616756119606408E-03 	 -3.9659760823026733E-07 	 -5.1939056846206301E-04
7.3851156256617079E-01 	 2.6676358773417701E+02 	 6.1881851077345007E-03 	 4.7124286412664499E-04 	 -2.0659975706423892E-03 	 -4.0616047292453264E-03 	 -3.0416514306836240E-07 	 -5.4089460898894997E-04
7.2923988713486854E-01 	 2.6341449270610912E+02 	 6.4473797266796839E-03 	 4.5010725255646575E-04 	 -2.0839044179800938E-03 	 -4.2625400863513171E-03 	 1.1708608266720765E-07 	 -5.6224187812987589E-04
7.2008432384528431E-01 	 2.6010733946077590E+02 	 6.7087444377764644E-03 	 4.2871321293401775E-04 	 -2.1050478826284873E-03 	 -4.4623869127515554E-03 	 5.5829689995666071E-07 	 -5.8324261067609084E-04
7.1104341491640433E-01 	 2.5684160142159675E+02 	 6.9699801671458429E-03 	 4.0857751474834505E-04 	 -2.1278122649486314E-03 	 -4.6613800028945879E-03 	 5.4884749594998373E-07 	 -6.0386964487026682E-04
7.0211572082288509E-01 	 2.5361675860626571E+02 	 7.2305011590201784E-03 	 3.9025028026144759E-04 	 -2.1524101837241761E-03 	 -4.8599743191975941E-03 	 5.4208040838488589E-07 	 -6.2442764642108462E-04
6.9329982006584834E-01 	 2.5043229754395858E+02 	 7.4902852656443053E-03 	 3.7433806734646927E-04 	 -2.1813882856299843E-03 	 -5.0559037921005965E-03 	 6.6348270569079298E-07 	 -6.4501912673928328E-04
