"radial position, mm"	h75mm	h125mm	h175mm	h225mm	h275mm	h325mm	h375mm	h425mm	h475mm	h525mm	h575mm	h625mm	h675mm	h725mm	h775mm	h825mm
-57.719101	0	0	0	0	0.004873547	0.008245655	0.011508155	0.017704748	0.017693597	0.013494875	0.01269722	0.007207318	0.004528288	0.002203485	0	0
-57.582001	0	0	0	0	0.004873627	0.008362075	0.011624976	0.017822408	0.017927936	0.013728454	0.012814374	0.007207507	0.004644474	0.002203502	0	0
-57.444901	0	0	0	0	0.004873706	0.008362373	0.011741815	0.017823616	0.018162342	0.013845733	0.012931536	0.007323936	0.004644557	0.002203518	0	0
-57.3078	0	0	0	0	0.004873784	0.008362656	0.011858672	0.017941291	0.018396807	0.014079362	0.013048709	0.007440383	0.004644634	0.002203534	0	0
-57.1707	0	0	0	0	0.004989906	0.008479082	0.011975546	0.017942499	0.018747776	0.014313051	0.013165894	0.007556846	0.004760823	0.002319525	0	0
-57.0336	0	0	0	0	0.004989998	0.008479377	0.01220871	0.018060188	0.018982417	0.014546792	0.013283092	0.007557061	0.004760908	0.002319547	0	0
-56.8965	0	0	0	0	0.004990086	0.008479659	0.012325658	0.01817792	0.019217103	0.014664201	0.013516828	0.007789792	0.004760986	0.002319566	0	0
-56.759399	0	0	0	0	0.00499017	0.008479932	0.012442612	0.018412216	0.019451835	0.014897992	0.013634099	0.007790032	0.004993308	0.002319585	0	0
-56.622299	0	0	0	0	0.004990253	0.008596366	0.012559578	0.018530066	0.019803111	0.015015446	0.013751372	0.007906525	0.004993412	0.002435583	0	0
-56.485199	0	0	0	0	0.004990334	0.008596654	0.012676558	0.018647927	0.020038018	0.0152493	0.013868656	0.008023036	0.004993505	0.002435608	0	0
-56.348099	0	0	0	0	0.004990414	0.008596931	0.012909858	0.018765806	0.020272963	0.015483218	0.014102501	0.008139562	0.005109722	0.00243563	0	0
-56.210999	0	0	0	0	0.004990493	0.008597199	0.01302691	0.019000267	0.020624481	0.015600766	0.014103299	0.008372384	0.005109822	0.002435651	0	0
-56.073898	0	0	0	0	0.00499057	0.008597462	0.013143967	0.019234822	0.020743061	0.015834739	0.014337172	0.008372677	0.005226049	0.002551655	0	0
-55.936798	0	0	0	0	0.005106709	0.008597719	0.01337736	0.019352867	0.020978142	0.016068776	0.01445455	0.008489236	0.005342291	0.002667668	0	0
-55.799702	0	0	0	0	0.0051068	0.00871416	0.013494486	0.019587502	0.021329843	0.01618642	0.014688508	0.008722106	0.005342406	0.002667701	0	0
-55.662601	0	0	0	0	0.005106887	0.008714436	0.013727953	0.019822219	0.021681686	0.016420512	0.014805951	0.008838724	0.005458653	0.002667731	0	0
-55.525501	0	0	0	0	0.005106971	0.008714702	0.013728791	0.019940396	0.021917074	0.016654669	0.014923394	0.008839046	0.00545877	0.002783748	0	0
-55.388401	0	0	0	0	0.005107053	0.00859876	0.013962282	0.020175188	0.022152494	0.016888883	0.015157441	0.009071959	0.005575026	0.002783783	0	0
-55.251301	0	0	0	0	0.005107133	0.008598986	0.014079488	0.020410055	0.022504565	0.017239635	0.015274954	0.009188613	0.005691296	0.002783815	0	0
-55.114201	0	0	0	0	0.005107212	0.008599214	0.014313064	0.020528357	0.022856771	0.017474015	0.015509076	0.009421591	0.005807579	0.002899838	0	0
-54.9771	0	0	0	0	0.005223365	0.008599441	0.01443033	0.020763295	0.023092473	0.017708434	0.015626646	0.009421974	0.005807719	0.002899876	0	0
-54.84	0	0	0	0	0.005223458	0.008599666	0.01466398	0.020881653	0.023444846	0.017942901	0.01586084	0.009654976	0.005924004	0.00289991	0	0
-54.7029	0	0	0	0	0.005223545	0.008716104	0.014664917	0.021233339	0.023680697	0.018410461	0.015978469	0.009771702	0.005924145	0.002899942	0	0
