7.50E-03	0.1164	0.5513	0.1712	0.01078	    0.02676	0.02593	0.0007786	0.09676
1.00E-02	0.1181	0.5515	0.1706	0.008365	0.02773	0.0257	0.0004412	0.09758
1.25E-02	0.1199	0.5514	0.1705	0.00745	    0.02878	0.02478	0.0003923	0.09676
1.50E-02	0.122	0.5544	0.1704	0.007195	0.02954	0.02262	0.0004307	0.09339
1.75E-02	0.1167	0.5548	0.1668	0.006968	0.02956	0.026	0.0004121	0.09875
2.00E-02	0.1151	0.5561	0.1661	0.00696	    0.02958	0.02605	0.0004985	0.09971
2.25E-02	0.1157	0.5557	0.1668	0.007115	0.02987	0.02524	0.0004841	0.0991
2.50E-02	0.1136	0.5573	0.166	0.007159	0.02976	0.02526	0.0005567	0.1003
2.75E-02	0.1107	0.5588	0.1649	0.007235	0.02963	0.02582	0.0005692	0.1024
