# Hussein 1994 stationary wire data
# Fit: U0/Ucl = 1/B*(x/D - x0/D);    B = 5.8, x0/D = 4
# x/D, U0/Ucl
15.383973621877299 2.0189402320781475
20.232585977372562 2.75746962997356
25.248999756967248 3.430661303018322
30.09674154735693 4.299231363558871
35.27725684935234 5.459758127994835
40.29367062894701 6.132949801039604
45.14163006061308 6.969009695918864
60.01784658466427 9.834166415774641
70.05023886130084 11.24557009318674
99.80680709365467 16.358190385333884
