0.00E+00, 298.00
7.48E-06, 304.26
1.50E-05, 310.60
2.26E-05, 317.11
3.07E-05, 324.07
3.97E-05, 331.92
5.00E-05, 341.07
6.19E-05, 351.69
7.50E-05, 363.63
8.91E-05, 376.62
1.04E-04, 390.42
1.19E-04, 404.84
1.34E-04, 419.75
1.50E-04, 435.15
1.66E-04, 451.10
1.82E-04, 467.66
1.99E-04, 484.73
2.16E-04, 502.10
2.32E-04, 519.61
2.48E-04, 537.22
2.65E-04, 554.95
2.81E-04, 572.87
2.97E-04, 590.99
3.14E-04, 609.32
3.30E-04, 627.88
3.46E-04, 646.72
3.63E-04, 665.93
3.79E-04, 685.68
3.97E-04, 706.18
4.14E-04, 727.74
4.33E-04, 750.72
4.54E-04, 775.56
4.75E-04, 802.72
4.99E-04, 832.56
5.25E-04, 864.88
5.51E-04, 898.71
5.77E-04, 932.94
6.03E-04, 966.87
6.29E-04, 1000.24
6.53E-04, 1032.97
6.78E-04, 1065.03
7.02E-04, 1096.48
7.25E-04, 1127.38
7.48E-04, 1157.77
7.72E-04, 1187.65
7.95E-04, 1217.00
8.18E-04, 1245.73
8.41E-04, 1273.73
8.64E-04, 1300.87
8.87E-04, 1326.94
9.10E-04, 1351.65
9.32E-04, 1374.72
9.54E-04, 1396.03
9.75E-04, 1415.66
9.95E-04, 1433.82
1.02E-03, 1450.71
1.04E-03, 1466.51
1.05E-03, 1481.34
1.07E-03, 1495.29
1.09E-03, 1508.45
1.11E-03, 1520.85
1.13E-03, 1532.58
1.15E-03, 1543.72
1.17E-03, 1554.36
1.20E-03, 1564.60
1.22E-03, 1574.52
1.24E-03, 1584.18
1.26E-03, 1593.61
1.29E-03, 1602.83
1.31E-03, 1611.87
1.34E-03, 1620.73
1.37E-03, 1629.42
1.40E-03, 1637.90
1.43E-03, 1646.17
1.46E-03, 1654.19
1.50E-03, 1661.95
1.54E-03, 1669.45
1.58E-03, 1676.68
1.62E-03, 1683.67
1.66E-03, 1690.41
1.71E-03, 1696.93
1.76E-03, 1703.21
1.82E-03, 1709.24
1.88E-03, 1714.99
1.95E-03, 1720.43
2.02E-03, 1725.55
2.10E-03, 1730.32
2.19E-03, 1734.71
2.28E-03, 1738.73
2.38E-03, 1742.35
2.49E-03, 1745.58
2.61E-03, 1748.39
2.74E-03, 1750.77
2.88E-03, 1752.71
3.03E-03, 1754.24
3.18E-03, 1755.39
3.34E-03, 1756.20
3.50E-03, 1756.72
3.67E-03, 1756.97
3.85E-03, 1757.00
4.02E-03, 1756.82
4.21E-03, 1756.47
4.39E-03, 1755.96
4.58E-03, 1755.31
4.78E-03, 1754.52
4.98E-03, 1753.62
5.18E-03, 1752.62
5.39E-03, 1751.52
5.61E-03, 1750.33
5.82E-03, 1749.05
6.04E-03, 1747.70
6.27E-03, 1746.27
6.50E-03, 1744.76
6.73E-03, 1743.19
6.97E-03, 1741.55
7.21E-03, 1739.84
7.46E-03, 1738.07
7.70E-03, 1736.23
7.96E-03, 1734.34
8.21E-03, 1732.39
8.47E-03, 1730.38
8.74E-03, 1728.30
9.00E-03, 1726.17
9.27E-03, 1723.97
9.55E-03, 1721.70
9.83E-03, 1719.36
1.01E-02, 1716.96
1.04E-02, 1714.48
1.07E-02, 1711.94
1.10E-02, 1709.33
1.13E-02, 1706.65
1.16E-02, 1703.90
1.19E-02, 1701.08
1.22E-02, 1698.18
1.25E-02, 1695.20
1.29E-02, 1692.15
1.32E-02, 1689.03
1.35E-02, 1685.84
1.38E-02, 1682.58
1.42E-02, 1679.26
1.45E-02, 1675.86
1.49E-02, 1672.41
1.52E-02, 1668.89
1.56E-02, 1665.31
1.59E-02, 1661.67
1.63E-02, 1657.95
1.66E-02, 1654.18
1.70E-02, 1650.35
1.74E-02, 1646.47
1.77E-02, 1642.56
1.81E-02, 1638.58
1.85E-02, 1634.54
1.89E-02, 1630.44
1.92E-02, 1626.30
1.96E-02, 1622.12
2.00E-02, 1617.91
2.04E-02, 1613.68
2.08E-02, 1609.43
2.12E-02, 1605.15
2.16E-02, 1600.81
2.20E-02, 1596.42
2.24E-02, 1591.99
2.28E-02, 1587.55
2.32E-02, 1583.09
2.36E-02, 1578.63
2.40E-02, 1574.17
2.44E-02, 1569.69
2.49E-02, 1565.19
2.53E-02, 1560.66
2.57E-02, 1556.12
2.61E-02, 1551.56
2.65E-02, 1547.00
2.70E-02, 1542.44
2.74E-02, 1537.88
2.78E-02, 1533.33
2.82E-02, 1528.81
2.87E-02, 1524.33
2.91E-02, 1519.88
2.95E-02, 1515.46
2.99E-02, 1511.06
3.04E-02, 1506.67
3.08E-02, 1502.28
3.12E-02, 1497.88
3.17E-02, 1493.46
3.21E-02, 1489.03
3.25E-02, 1484.62
3.30E-02, 1480.21
3.34E-02, 1475.81
3.39E-02, 1471.43
3.43E-02, 1467.05
3.48E-02, 1462.68
3.52E-02, 1458.34
3.56E-02, 1454.06
3.61E-02, 1449.85
3.65E-02, 1445.72
3.70E-02, 1441.65
3.74E-02, 1437.67
3.78E-02, 1433.83
3.83E-02, 1430.19
3.87E-02, 1426.89
3.91E-02, 1424.16
3.96E-02, 1422.42
4.00E-02, 1422.42
