# x/d=       80 
# 1_r/d 2_Z 3_Zrms       
#
   -17.25 0.0052  0.0030
   -15.00 0.0066  0.0046
   -12.50 0.0121  0.0097
   -10.00 0.0206  0.0148
    -7.50 0.0384  0.0243
    -5.00 0.0629  0.0320
    -2.50 0.0954  0.0369
     0.00 0.1076  0.0337
     2.50 0.0954  0.0369
     5.00 0.0629  0.0320
     7.50 0.0384  0.0243
    10.00 0.0206  0.0148
    12.50 0.0121  0.0097
    15.00 0.0066  0.0046
    17.25 0.0052  0.0030
