# r/D, U(m/s), u"(m/s), V(m/s), <u"v">(m2/s2)
0.125   51.3500        2.4271        0.3063       -0.9264 
5       50.3241        2.6760        0.2714       -0.2576
10      46.4372        3.8404        0.2433        0.8171
20      33.9115        4.9112        0.0079        0.7608
40      18.2627        3.9192       -0.0834        0.9205
60      11.4388        2.9660       -0.0177       -0.6009
80      8.3104         2.1663        0.1241       -0.6820
