# x, um, vm, wm, urms, vrms, urms
3.081543851929045630e+01 1.336040947795464007e+01 -3.288388699175662407e-03 -3.288388699175662407e-03 2.206240142578837826e+00 8.677253678268013193e-01 8.677253678268013193e-01
3.136571420713488934e+01 1.342573017534700774e+01 -3.069765491621214999e-03 -3.069765491621214999e-03 2.176363690887454183e+00 8.601894271093933897e-01 8.601894271093933897e-01
3.191598989497938632e+01 1.349023020037739329e+01 -1.857576746492686781e-03 -1.857576746492686781e-03 2.148251744951349185e+00 8.539861638626354834e-01 8.539861638626354834e-01
3.246626558282387975e+01 1.355142486149197723e+01 -2.083248515142960625e-03 -2.083248515142960625e-03 2.120690692096172558e+00 8.463914906075250544e-01 8.463914906075250544e-01
3.301654127066831279e+01 1.360819244163168307e+01 -2.328681697273456835e-03 -2.328681697273456835e-03 2.095137573395263075e+00 8.396653158459873589e-01 8.396653158459873589e-01
3.356681695851280978e+01 1.365887025380695441e+01 -3.881458903645468306e-03 -3.881458903645468306e-03 2.080667535322322070e+00 8.346438291471957038e-01 8.346438291471957038e-01
3.411709264635729966e+01 1.370999717594172651e+01 -6.219299496093948221e-03 -6.219299496093948221e-03 2.062114075700294702e+00 8.308885744017626696e-01 8.308885744017626696e-01
3.466736833420173269e+01 1.376688892309322654e+01 -6.980474117037963055e-03 -6.980474117037963055e-03 2.029373327094323276e+00 8.233014564305818350e-01 8.233014564305818350e-01
3.521764402204622968e+01 1.382897073947448874e+01 -7.472459821489427570e-03 -7.472459821489427570e-03 1.989631349803673288e+00 8.147554165314401242e-01 8.147554165314401242e-01
3.576791970989071956e+01 1.388818290231269970e+01 -7.477809516133299486e-03 -7.477809516133299486e-03 1.962416290204538782e+00 8.064821641503214789e-01 8.064821641503214789e-01
3.631819539773515970e+01 1.393988365606158908e+01 -7.249051135839892565e-03 -7.249051135839892565e-03 1.953034462923773695e+00 7.980260730564189275e-01 7.980260730564189275e-01
3.686847108557964958e+01 1.398522199599928229e+01 -7.326701189349140234e-03 -7.326701189349140234e-03 1.954308902324944919e+00 7.897713111399583541e-01 7.897713111399583541e-01
3.741874677342408262e+01 1.402419287838836937e+01 -8.492943560562630362e-03 -8.492943560562630362e-03 1.968929634513736815e+00 7.840463924215956837e-01 7.840463924215956837e-01
3.796902246126857960e+01 1.405778981727104693e+01 -9.946144280804187707e-03 -9.946144280804187707e-03 1.984069553655105622e+00 7.838515117763058537e-01 7.838515117763058537e-01
3.851929814911306948e+01 1.409545192232350175e+01 -1.008953970639013195e-02 -1.008953970639013195e-02 1.986437746205728327e+00 7.854270621361655325e-01 7.854270621361655325e-01
3.906957383695750252e+01 1.413597295205436311e+01 -1.040388970795442722e-02 -1.040388970795442722e-02 1.974703633639051548e+00 7.875086601940883835e-01 7.875086601940883835e-01
3.961984952480199951e+01 1.417690997285045995e+01 -1.170698286247311148e-02 -1.170698286247311148e-02 1.963309440163518493e+00 7.900390673140843534e-01 7.900390673140843534e-01
4.017012521264649649e+01 1.421570149505308578e+01 -1.097237945492209737e-02 -1.097237945492209737e-02 1.965235992472390336e+00 7.933979045564947263e-01 7.933979045564947263e-01
4.072040090049092953e+01 1.425449805680675830e+01 -1.005671234797111610e-02 -1.005671234797111610e-02 1.967524524777764627e+00 7.946703497233503777e-01 7.946703497233503777e-01
4.127067658833541941e+01 1.429405279165989029e+01 -9.330987102596829258e-03 -9.330987102596829258e-03 1.968356140603388926e+00 7.927185635781829331e-01 7.927185635781829331e-01
4.182095227617985245e+01 1.433119051043140324e+01 -8.242376454524535240e-03 -8.242376454524535240e-03 1.970988617058882619e+00 7.884253365234610289e-01 7.884253365234610289e-01
4.237122796402434943e+01 1.436675612333368868e+01 -6.700140551184141126e-03 -6.700140551184141126e-03 1.964386126445955005e+00 7.838378780487916808e-01 7.838378780487916808e-01
4.292150365186884642e+01 1.440410324299797296e+01 -7.535529848015967355e-03 -7.535529848015967355e-03 1.951547415548616993e+00 7.744657336864827490e-01 7.744657336864827490e-01
4.347177933971327946e+01 1.444125168146441851e+01 -7.683290431505956572e-03 -7.683290431505956572e-03 1.941750688689895643e+00 7.663839114885900861e-01 7.663839114885900861e-01
4.402205502755776934e+01 1.447736544505248446e+01 -6.066264841362611557e-03 -6.066264841362611557e-03 1.933699614025901958e+00 7.602702808268437806e-01 7.602702808268437806e-01
4.457233071540226632e+01 1.451198422593613202e+01 -4.687536865374807363e-03 -4.687536865374807363e-03 1.918022970091380008e+00 7.565690230266784999e-01 7.565690230266784999e-01
4.512260640324669936e+01 1.454746509806622079e+01 -5.032571624969397854e-03 -5.032571624969397854e-03 1.890109494684361957e+00 7.544464493607977440e-01 7.544464493607977440e-01
4.567288209109118924e+01 1.458394734202155263e+01 -6.752799112406518423e-03 -6.752799112406518423e-03 1.858024081271383299e+00 7.507504460303902061e-01 7.507504460303902061e-01
4.622315777893568622e+01 1.462106162280073285e+01 -7.721179787572097705e-03 -7.721179787572097705e-03 1.834700359995971031e+00 7.465534472583201797e-01 7.465534472583201797e-01
4.677343346678011926e+01 1.465649936203998394e+01 -7.190833778845689105e-03 -7.190833778845689105e-03 1.819597877397076902e+00 7.435884786044920647e-01 7.435884786044920647e-01
4.732370915462461625e+01 1.469266892512093747e+01 -7.146586966314340088e-03 -7.146586966314340088e-03 1.807448416854920969e+00 7.377858338615017608e-01 7.377858338615017608e-01
4.787398484246910613e+01 1.472735001639488317e+01 -6.950350273524794065e-03 -6.950350273524794065e-03 1.807944663244505312e+00 7.326668049539990513e-01 7.326668049539990513e-01
4.842426053031353916e+01 1.476038929887805295e+01 -7.780725648891790615e-03 -7.780725648891790615e-03 1.805592327394067276e+00 7.274986319361314013e-01 7.274986319361314013e-01
4.897453621815803615e+01 1.479435967676927000e+01 -7.885706985221127910e-03 -7.885706985221127910e-03 1.788122614674368061e+00 7.228158133669914109e-01 7.228158133669914109e-01
4.952481190600253314e+01 1.482714709828434962e+01 -8.085777403866203222e-03 -8.085777403866203222e-03 1.767517288242059781e+00 7.171526166158141979e-01 7.171526166158141979e-01
5.007508759384696617e+01 1.485438275263192409e+01 -6.729433501567702244e-03 -6.729433501567702244e-03 1.761853623164247429e+00 7.131286986961540286e-01 7.131286986961540286e-01
5.062536328169145605e+01 1.487793301200669305e+01 -3.935104327512548364e-03 -3.935104327512548364e-03 1.771676169463971107e+00 7.112622666986351261e-01 7.112622666986351261e-01
5.117563896953588909e+01 1.490017473582699914e+01 -1.275598677810455299e-03 -1.275598677810455299e-03 1.786376993704911431e+00 7.109485786916995842e-01 7.109485786916995842e-01
5.172591465738038607e+01 1.492193961627950038e+01 1.061502748888103632e-03 1.061502748888103632e-03 1.797216144206077004e+00 7.122495716465905291e-01 7.122495716465905291e-01
5.227619034522488306e+01 1.494417478658608900e+01 2.596351311922820253e-03 2.596351311922820253e-03 1.804940772682970707e+00 7.142970496830036709e-01 7.142970496830036709e-01
5.282646603306931610e+01 1.496525954517948875e+01 4.993301316535381576e-03 4.993301316535381576e-03 1.817710114883245076e+00 7.183376382079210698e-01 7.183376382079210698e-01
5.337674172091380598e+01 1.498825971127689627e+01 8.216567316538300053e-03 8.216567316538300053e-03 1.834804391178283867e+00 7.208600260500981349e-01 7.208600260500981349e-01
5.392701740875830296e+01 1.501235627327952393e+01 1.162974468469967979e-02 1.162974468469967979e-02 1.848700329768830253e+00 7.212950078407650567e-01 7.212950078407650567e-01
5.447729309660273600e+01 1.503738731632804893e+01 1.448524205899680978e-02 1.448524205899680978e-02 1.854934010204372763e+00 7.215925389306967475e-01 7.215925389306967475e-01
5.502756878444722588e+01 1.506295842553947573e+01 1.665441722207258030e-02 1.665441722207258030e-02 1.851833756605588688e+00 7.225505237182827667e-01 7.225505237182827667e-01
5.557784447229165892e+01 1.508933561828135694e+01 1.711875744613638659e-02 1.711875744613638659e-02 1.842882789930347265e+00 7.231895823934842982e-01 7.231895823934842982e-01
5.612812016013615590e+01 1.511662090859908147e+01 1.671509044999549415e-02 1.671509044999549415e-02 1.834594278206002294e+00 7.226638592844061293e-01 7.226638592844061293e-01
5.667839584798065289e+01 1.514615773738982440e+01 1.685373116625956541e-02 1.685373116625956541e-02 1.820411312490039846e+00 7.195085000436032274e-01 7.195085000436032274e-01
5.722867153582508593e+01 1.517506905643125137e+01 1.822028314288410764e-02 1.822028314288410764e-02 1.813971878762577150e+00 7.160853550586215865e-01 7.160853550586215865e-01
5.777894722366957581e+01 1.520184760153439107e+01 1.867361135744396994e-02 1.867361135744396994e-02 1.811672044567496531e+00 7.111367796738161662e-01 7.111367796738161662e-01
5.832922291151407279e+01 1.522801454309056446e+01 1.847665171787502003e-02 1.847665171787502003e-02 1.808512992799941710e+00 7.066574896953879970e-01 7.066574896953879970e-01
5.887949859935850583e+01 1.525554616117191031e+01 1.983747647649690415e-02 1.983747647649690415e-02 1.796339661820010258e+00 7.013807832056341285e-01 7.013807832056341285e-01
5.942977428720300281e+01 1.528331480748062532e+01 2.180929321999130338e-02 2.180929321999130338e-02 1.781472233419719275e+00 6.968443580842591523e-01 6.968443580842591523e-01
5.998004997504749269e+01 1.531050496707377562e+01 2.354357465857339488e-02 2.354357465857339488e-02 1.770436627757988379e+00 6.949283260283610764e-01 6.949283260283610764e-01
6.053032566289192573e+01 1.533649947430351546e+01 2.569584985656511722e-02 2.569584985656511722e-02 1.759772923493021723e+00 6.934099708903815884e-01 6.934099708903815884e-01
6.108060135073642272e+01 1.536293907780353507e+01 2.844243455907062568e-02 2.844243455907062568e-02 1.749491562786433807e+00 6.910008004251951830e-01 6.910008004251951830e-01
6.163087703858091260e+01 1.538802048847096415e+01 3.024410337238884333e-02 3.024410337238884333e-02 1.746034863601277909e+00 6.893307605435491370e-01 6.893307605435491370e-01
6.218115272642534563e+01 1.541369915323083362e+01 3.109556424501693297e-02 3.109556424501693297e-02 1.742195999917727445e+00 6.868731304313554498e-01 6.868731304313554498e-01
6.273142841426984262e+01 1.543779058043064367e+01 3.170720444369294622e-02 3.170720444369294622e-02 1.738952634845873479e+00 6.824126607091286489e-01 6.824126607091286489e-01
6.328170410211433961e+01 1.546190678288646936e+01 3.203848847680135226e-02 3.203848847680135226e-02 1.732381052749501160e+00 6.784252546165794318e-01 6.784252546165794318e-01
6.383197978995877264e+01 1.548733565549974855e+01 3.266521843507906586e-02 3.266521843507906586e-02 1.722195051225796414e+00 6.737441547086514548e-01 6.737441547086514548e-01
6.438225547780326963e+01 1.551461892340995163e+01 3.351337904070530310e-02 3.351337904070530310e-02 1.704141391182720566e+00 6.701363492930746402e-01 6.701363492930746402e-01
6.493253116564770266e+01 1.554268148843209474e+01 3.376531517206135535e-02 3.376531517206135535e-02 1.679926191578887451e+00 6.667804259865001137e-01 6.667804259865001137e-01
6.548280685349219254e+01 1.557131824832945100e+01 3.309499429245645746e-02 3.309499429245645746e-02 1.656015819298548797e+00 6.628707168807673744e-01 6.628707168807673744e-01
6.603308254133668243e+01 1.559906311110101917e+01 3.150000949028592540e-02 3.150000949028592540e-02 1.637662997168311652e+00 6.575145160929252164e-01 6.575145160929252164e-01
6.658335822918111546e+01 1.562556456490330881e+01 2.945791956322454941e-02 2.945791956322454941e-02 1.622682585907069708e+00 6.537550431131627926e-01 6.537550431131627926e-01
6.713363391702561955e+01 1.565238291074643229e+01 2.699421599574738928e-02 2.699421599574738928e-02 1.610715224624363895e+00 6.511201987313040007e-01 6.511201987313040007e-01
6.768390960487005259e+01 1.568182570246379370e+01 2.391328897106519830e-02 2.391328897106519830e-02 1.594244945294216897e+00 6.482381871477329582e-01 6.482381871477329582e-01
6.823418529271454247e+01 1.571104959954134728e+01 2.068890222935229617e-02 2.068890222935229617e-02 1.580714670175708436e+00 6.453760056910774479e-01 6.453760056910774479e-01
6.878446098055903235e+01 1.573886573188511306e+01 1.849267315189516425e-02 1.849267315189516425e-02 1.573912885965655040e+00 6.406470879279727582e-01 6.406470879279727582e-01
6.933473666840346539e+01 1.576584716617712090e+01 1.674694376162116222e-02 1.674694376162116222e-02 1.567512585428374905e+00 6.350633877421406615e-01 6.350633877421406615e-01
6.988501235624796948e+01 1.579011753741045077e+01 1.507918902265172056e-02 1.507918902265172056e-02 1.562896564342502792e+00 6.314485017554729573e-01 6.314485017554729573e-01
7.043528804409245936e+01 1.581310583627225341e+01 1.499510891110110780e-02 1.499510891110110780e-02 1.561139638589240652e+00 6.272488280660714066e-01 6.272488280660714066e-01
7.098556373193689240e+01 1.583522384698126828e+01 1.590902641280860993e-02 1.590902641280860993e-02 1.558743584072000754e+00 6.243559636046833727e-01 6.243559636046833727e-01
7.153583941978138228e+01 1.585506272511694448e+01 1.648227580914300022e-02 1.648227580914300022e-02 1.561058726754533943e+00 6.227231642968535930e-01 6.227231642968535930e-01
7.208611510762588637e+01 1.587456041884018987e+01 1.676793086982732509e-02 1.676793086982732509e-02 1.568552501252389098e+00 6.200633784722472397e-01 6.200633784722472397e-01
7.263639079547031940e+01 1.589648592903014723e+01 1.552409151840607356e-02 1.552409151840607356e-02 1.570193368432570180e+00 6.140831876829538905e-01 6.140831876829538905e-01
7.318666648331480928e+01 1.592076111453576104e+01 1.323727003547094799e-02 1.323727003547094799e-02 1.563773785199666921e+00 6.063208391945283937e-01 6.063208391945283937e-01
7.373694217115929916e+01 1.594553217697357894e+01 1.060853117855780139e-02 1.060853117855780139e-02 1.557971309884577549e+00 6.002539163328902694e-01 6.002539163328902694e-01
7.428721785900373220e+01 1.597140272596664445e+01 8.137037891961358682e-03 8.137037891961358682e-03 1.545936988567607973e+00 5.967645726385406579e-01 5.967645726385406579e-01
7.483749354684822208e+01 1.599713775525809822e+01 6.342509347173192619e-03 6.342509347173192619e-03 1.525657607496016421e+00 5.946534238764020763e-01 5.946534238764020763e-01
7.538776923469272617e+01 1.602049541618631423e+01 5.025658277585995544e-03 5.025658277585995544e-03 1.510234903551045615e+00 5.923595219804771439e-01 5.923595219804771439e-01
7.593804492253715921e+01 1.604243856171631677e+01 4.028141707648473513e-03 4.028141707648473513e-03 1.502266202145275731e+00 5.900659886376583563e-01 5.900659886376583563e-01
7.648832061038164909e+01 1.606548847974384486e+01 3.494502348731035827e-03 3.494502348731035827e-03 1.486235187327671348e+00 5.884062083713688107e-01 5.884062083713688107e-01
7.703859629822613897e+01 1.608664765020199638e+01 3.260936311444429143e-03 3.260936311444429143e-03 1.476268212150528614e+00 5.870847531267644470e-01 5.870847531267644470e-01
7.758887198607057201e+01 1.610511349273789250e+01 3.625408520479883687e-03 3.625408520479883687e-03 1.475544520434818541e+00 5.867444710954821119e-01 5.867444710954821119e-01
7.813914767391507610e+01 1.612197359868535784e+01 3.784809458963144056e-03 3.784809458963144056e-03 1.474717701086943444e+00 5.877614060980546062e-01 5.877614060980546062e-01
7.868942336175950913e+01 1.613961885576251376e+01 3.542944392389741921e-03 3.542944392389741921e-03 1.469039053186748545e+00 5.878159787400183411e-01 5.878159787400183411e-01
7.923969904960399901e+01 1.615719084218455137e+01 2.397893208673286449e-03 2.397893208673286449e-03 1.466385538602263283e+00 5.873399007215472922e-01 5.873399007215472922e-01
7.978997473744843205e+01 1.617413840907919464e+01 4.177442562430665370e-04 4.177442562430665370e-04 1.470959061425206382e+00 5.872811566126681093e-01 5.872811566126681093e-01
8.034025042529292193e+01 1.619227133947426722e+01 -1.450792184559814707e-03 -1.450792184559814707e-03 1.479691111554152005e+00 5.863975153654772399e-01 5.863975153654772399e-01
8.089052611313742602e+01 1.621162288702699783e+01 -2.611786267556438432e-03 -2.611786267556438432e-03 1.482447511434509702e+00 5.852264054184803665e-01 5.852264054184803665e-01
8.144080180098185906e+01 1.623261151304293648e+01 -3.573618555782671381e-03 -3.573618555782671381e-03 1.475265790864645599e+00 5.826073860257692250e-01 5.826073860257692250e-01
8.199107748882634894e+01 1.625205727329299776e+01 -4.098313365994018208e-03 -4.098313365994018208e-03 1.470952829155380615e+00 5.785264732531038012e-01 5.785264732531038012e-01
8.254135317667083882e+01 1.627039119534089551e+01 -4.742548656996959516e-03 -4.742548656996959516e-03 1.464501631009731630e+00 5.753829307791361591e-01 5.753829307791361591e-01
8.309162886451527186e+01 1.628719525609871255e+01 -5.716471641167595458e-03 -5.716471641167595458e-03 1.455865171995234686e+00 5.736819069975667151e-01 5.736819069975667151e-01
8.364190455235977595e+01 1.630119657289370849e+01 -6.468337210765534584e-03 -6.468337210765534584e-03 1.455527521338738639e+00 5.721630471674719054e-01 5.721630471674719054e-01
8.419218024020426583e+01 1.631318986746964583e+01 -6.786340222597326069e-03 -6.786340222597326069e-03 1.463899326292205982e+00 5.696575025859736963e-01 5.696575025859736963e-01
8.474245592804869887e+01 1.632435580605766745e+01 -6.630082186800239155e-03 -6.630082186800239155e-03 1.472156009899073803e+00 5.671340153755792812e-01 5.671340153755792812e-01
8.529273161589318875e+01 1.633559401536984268e+01 -6.122221043256268098e-03 -6.122221043256268098e-03 1.480762871585998619e+00 5.662801732926783238e-01 5.662801732926783238e-01
8.584300730373769284e+01 1.634674436814553289e+01 -5.879149288022913859e-03 -5.879149288022913859e-03 1.492058298708009767e+00 5.664706306993986251e-01 5.664706306993986251e-01
8.639328299158212587e+01 1.635803842234007632e+01 -5.583615688706491248e-03 -5.583615688706491248e-03 1.506035347166331251e+00 5.670525041298956070e-01 5.670525041298956070e-01
8.694355867942661575e+01 1.636893906483487982e+01 -4.770064829941431626e-03 -4.770064829941431626e-03 1.521694225992926031e+00 5.679084622717849307e-01 5.679084622717849307e-01
8.749383436727110563e+01 1.638105918044688991e+01 -3.512219451753199537e-03 -3.512219451753199537e-03 1.532662809435278328e+00 5.675032298638982287e-01 5.675032298638982287e-01
8.804411005511553867e+01 1.639474457295342091e+01 -2.437641377434665059e-03 -2.437641377434665059e-03 1.535603521453555054e+00 5.674582551649188789e-01 5.674582551649188789e-01
8.859438574296004276e+01 1.641067400131561271e+01 -1.890315248087492874e-03 -1.890315248087492874e-03 1.534196369678771932e+00 5.674375013957738689e-01 5.674375013957738689e-01
8.914466143080453264e+01 1.642705567441444003e+01 -1.379855245360215362e-03 -1.379855245360215362e-03 1.532030830297587576e+00 5.666494875485956761e-01 5.666494875485956761e-01
