# x, um, vm, wm, urms, vrms, urms
0.000000000000000000e+00 2.984826386897861811e-02 -1.046482523542313886e-04 -1.046482523542313886e-04 9.701257979769106754e-02 6.756912508655581531e-03 6.756912508655581531e-03
3.611809948178762442e-01 3.833903843048326876e-01 7.344091889711023245e-04 7.344091889711023245e-04 1.362548791842129181e-01 3.131926748382776737e-02 3.131926748382776737e-02
7.223619896357124093e-01 7.385617813695134481e-01 1.637485863622585277e-03 1.637485863622585277e-03 2.642897940664972745e-01 6.243815252479243544e-02 6.243815252479243544e-02
1.083542984453588653e+00 1.106014903721498133e+00 2.588861934348350886e-03 2.588861934348350886e-03 4.203084803196573405e-01 9.572229564168659166e-02 9.572229564168659166e-02
1.444723979271465009e+00 1.486745989788839317e+00 2.966269331303627438e-03 2.966269331303627438e-03 5.881385323098559104e-01 1.293669272163088801e-01 1.293669272163088801e-01
1.805904974089301174e+00 1.880245476186707787e+00 3.628972587109351427e-03 3.628972587109351427e-03 7.628388091608324650e-01 1.656173803123383581e-01 1.656173803123383581e-01
2.167085968907177307e+00 2.280862552236083474e+00 4.633242571370775435e-03 4.633242571370775435e-03 9.408391206286907948e-01 2.034455813956992376e-01 2.034455813956992376e-01
2.528266963725013472e+00 2.688151744870800552e+00 5.845583106874373616e-03 5.845583106874373616e-03 1.115672150971424026e+00 2.426252774476526652e-01 2.426252774476526652e-01
2.889447958542889605e+00 3.098847281469893744e+00 7.153258452599129194e-03 7.153258452599129194e-03 1.283169429172632547e+00 2.828817652002386662e-01 2.828817652002386662e-01
3.250628953360766182e+00 3.511328633001146393e+00 8.408250013866774841e-03 8.408250013866774841e-03 1.443315322712343862e+00 3.245979148295761729e-01 3.245979148295761729e-01
3.611809948178602347e+00 3.921148795972623891e+00 9.555342749710701161e-03 9.555342749710701161e-03 1.592221472417123751e+00 3.677322281277164429e-01 3.677322281277164429e-01
3.972990942996478481e+00 4.324290297741208988e+00 1.068542184531396516e-02 1.068542184531396516e-02 1.730348943294175879e+00 4.125687364821323810e-01 4.125687364821323810e-01
4.334171937814354614e+00 4.717463219512346484e+00 1.180598063459068793e-02 1.180598063459068793e-02 1.851139477134354783e+00 4.586353908269333868e-01 4.586353908269333868e-01
4.695352932632190779e+00 5.100425332936664446e+00 1.285228330154290083e-02 1.285228330154290083e-02 1.954006099677201735e+00 5.057328526350043374e-01 5.057328526350043374e-01
5.056533927450066912e+00 5.471325845055988069e+00 1.443141018572706782e-02 1.443141018572706782e-02 2.038791223019187360e+00 5.519086355604860827e-01 5.519086355604860827e-01
5.417714922267943045e+00 5.831592848337210810e+00 1.413470398766748272e-02 1.413470398766748272e-02 2.108663006441267029e+00 5.925816794954931188e-01 5.925816794954931188e-01
5.778895917085779210e+00 6.180552855825048653e+00 1.399273039548308735e-02 1.399273039548308735e-02 2.165611355748484179e+00 6.338382678885001731e-01 6.338382678885001731e-01
6.140076911903655343e+00 6.516249976728888171e+00 1.454557195192769138e-02 1.454557195192769138e-02 2.209076316960689290e+00 6.753753905444194183e-01 6.753753905444194183e-01
6.501257906721532365e+00 6.837005877731002990e+00 1.413441015665417577e-02 1.413441015665417577e-02 2.238911496331925211e+00 7.165512567620041517e-01 7.165512567620041517e-01
6.862438901539368530e+00 7.143296936285336685e+00 1.361121544195219302e-02 1.361121544195219302e-02 2.257656420136411324e+00 7.583532344187019492e-01 7.583532344187019492e-01
7.223619896357244663e+00 7.436289291541876345e+00 1.459038957565019987e-02 1.459038957565019987e-02 2.268960662142164519e+00 8.007585913484622786e-01 8.007585913484622786e-01
7.584800891175080828e+00 7.720091707550120752e+00 1.212295834865361778e-02 1.212295834865361778e-02 2.274931634516270229e+00 8.364924925223680141e-01 8.364924925223680141e-01
7.945981885992956961e+00 7.993646008661757563e+00 1.057730178771207688e-02 1.057730178771207688e-02 2.275804999272105889e+00 8.688523533992019710e-01 8.688523533992019710e-01
8.307162880810832206e+00 8.256183735355932640e+00 1.024584140679426006e-02 1.024584140679426006e-02 2.273142785457686443e+00 8.936441365988919694e-01 8.936441365988919694e-01
8.668343875628668371e+00 8.502599472907956368e+00 8.002482596680654536e-03 8.002482596680654536e-03 2.260473155035360726e+00 9.167973305450045629e-01 9.167973305450045629e-01
9.029524870446545393e+00 8.734044560793492451e+00 5.074769335453650776e-03 5.074769335453650776e-03 2.242955514369457948e+00 9.364755675014657665e-01 9.364755675014657665e-01
9.390705865264422414e+00 8.954324551323809445e+00 2.952247546899770120e-03 2.952247546899770120e-03 2.221420552742486176e+00 9.525375220234159057e-01 9.525375220234159057e-01
9.751886860082258579e+00 9.163642839822639274e+00 7.672229913180022079e-04 7.672229913180022079e-04 2.195694359058889766e+00 9.648822181817384713e-01 9.648822181817384713e-01
1.011306785490013382e+01 9.359948191572811993e+00 -1.651475031599024951e-03 -1.651475031599024951e-03 2.167832948541458915e+00 9.753785273519296473e-01 9.753785273519296473e-01
1.047424884971801085e+01 9.548398995063088535e+00 -2.974451763365836172e-03 -2.974451763365836172e-03 2.137955804080246214e+00 9.829097581354091506e-01 9.829097581354091506e-01
1.083542984453584701e+01 9.730657638965187317e+00 -3.763022542760845364e-03 -3.763022542760845364e-03 2.105421812074049548e+00 9.861703711648701631e-01 9.861703711648701631e-01
