# x, um, vm, wm, urms, vrms, urms
0.000000000000000000e+00 8.473115346464067318e-03 1.096408629517929372e-04 1.096408629517929372e-04 7.927487447107700591e-02 1.072036853422242246e-02 1.072036853422242246e-02
1.000500250125102575e+00 1.035046446591069591e+00 -2.512398388085915939e-04 -2.512398388085915939e-04 3.950110838332846486e-01 1.065696718267225701e-01 1.065696718267225701e-01
2.001000500250094127e+00 2.091724386474663078e+00 -1.067643109875164587e-03 -1.067643109875164587e-03 8.242453831167716460e-01 2.185267811738466903e-01 2.185267811738466903e-01
3.001500750375196702e+00 3.164984031795676778e+00 -2.322489824904491566e-03 -2.322489824904491566e-03 1.249003805754353325e+00 3.335222025660322109e-01 3.335222025660322109e-01
4.002001000500299277e+00 4.224386908314578193e+00 -3.505204575952751249e-03 -3.505204575952751249e-03 1.611650448837302241e+00 4.487901689559973817e-01 4.487901689559973817e-01
5.002501250625290830e+00 5.240987966522732577e+00 -3.618700433031603932e-03 -3.618700433031603932e-03 1.893734212662167238e+00 5.624092017969334334e-01 5.624092017969334334e-01
6.003001500750393404e+00 6.189111202845356985e+00 -3.271070642411537648e-03 -3.271070642411537648e-03 2.085613054263591337e+00 6.700332297355476863e-01 6.700332297355476863e-01
7.003501750875384957e+00 7.055853817898785074e+00 -3.639672828613507282e-03 -3.639672828613507282e-03 2.198301472083111108e+00 7.676534077235741549e-01 7.676534077235741549e-01
8.004002001000486644e+00 7.837722792252149517e+00 -5.142963224681675570e-03 -5.142963224681675570e-03 2.250570255539119824e+00 8.517477373597259760e-01 8.517477373597259760e-01
9.004502251125590107e+00 8.536799574545721470e+00 -7.808849268834172457e-03 -7.808849268834172457e-03 2.255206401614958001e+00 9.146467186675080185e-01 9.146467186675080185e-01
1.000500250125058166e+01 9.153400834112920492e+00 -1.113658629231228242e-02 -1.113658629231228242e-02 2.220102884220949147e+00 9.566887908176163746e-01 9.566887908176163746e-01
1.100550275137568335e+01 9.684723321266112350e+00 -1.272468087177604582e-02 -1.272468087177604582e-02 2.161471719552364057e+00 9.790950828558899754e-01 9.790950828558899754e-01
1.200600300150078681e+01 1.013750977435804046e+01 -1.309351815701787804e-02 -1.309351815701787804e-02 2.106286151847600152e+00 9.879057268048719864e-01 9.879057268048719864e-01
1.300650325162577836e+01 1.052560434854279237e+01 -1.483661401462930268e-02 -1.483661401462930268e-02 2.062492126743877385e+00 9.875984117005797147e-01 9.875984117005797147e-01
1.400700350175088005e+01 1.085616033635786337e+01 -1.559217917895170183e-02 -1.559217917895170183e-02 2.039842316427734836e+00 9.815789654138133979e-01 9.815789654138133979e-01
1.500750375187598351e+01 1.113550968393357721e+01 -1.372511208619063040e-02 -1.372511208619063040e-02 2.041653316423712727e+00 9.720276520661340625e-01 9.720276520661340625e-01
1.600800400200097329e+01 1.137466230129029476e+01 -1.142944091319311739e-02 -1.142944091319311739e-02 2.057064023672467989e+00 9.644806786724887671e-01 9.644806786724887671e-01
1.700850425212607675e+01 1.158647603871789045e+01 -9.252937172413971262e-03 -9.252937172413971262e-03 2.088912237277630535e+00 9.579081629428098932e-01 9.579081629428098932e-01
1.800900450225118021e+01 1.177810767466015918e+01 -9.454156738191134973e-03 -9.454156738191134973e-03 2.126341341634201410e+00 9.513183315290917319e-01 9.513183315290917319e-01
1.900950475237616999e+01 1.195250956841431744e+01 -9.763661875121896691e-03 -9.763661875121896691e-03 2.158459252318358779e+00 9.448424665091383901e-01 9.448424665091383901e-01
2.001000500250127345e+01 1.211722012894992417e+01 -9.140894415174136492e-03 -9.140894415174136492e-03 2.178082300018996165e+00 9.376835641180623071e-01 9.376835641180623071e-01
2.101050525262626678e+01 1.227268136991364500e+01 -9.102840509111071940e-03 -9.102840509111071940e-03 2.190003821646408166e+00 9.311770701078593282e-01 9.311770701078593282e-01
2.201100550275136669e+01 1.242129671502154231e+01 -6.876085841490854958e-03 -6.876085841490854958e-03 2.198187187333224824e+00 9.239081673431057684e-01 9.239081673431057684e-01
2.301150575287647015e+01 1.256574268986872056e+01 -4.826328490872252089e-03 -4.826328490872252089e-03 2.184545788602093364e+00 9.162147288152419078e-01 9.162147288152419078e-01
2.401200600300146348e+01 1.270421548947882329e+01 -3.775344225946565199e-03 -3.775344225946565199e-03 2.165077750729599071e+00 9.073943907568619016e-01 9.073943907568619016e-01
2.501250625312656339e+01 1.284216224726712596e+01 -2.773177073202440571e-03 -2.773177073202440571e-03 2.148044732548740399e+00 8.980172073667459509e-01 8.980172073667459509e-01
2.601300650325166686e+01 1.297648915126327296e+01 -2.059123373801261155e-03 -2.059123373801261155e-03 2.134066780262844798e+00 8.892214514508715029e-01 8.892214514508715029e-01
2.701350675337666019e+01 1.310474115452709043e+01 -1.462096597932065374e-03 -1.462096597932065374e-03 2.116674776924438284e+00 8.820784754588879562e-01 8.820784754588879562e-01
2.801400700350176010e+01 1.322197415740921400e+01 -9.628491157375107176e-04 -9.628491157375107176e-04 2.097422487922133705e+00 8.768590603667791861e-01 8.768590603667791861e-01
2.901450725362686356e+01 1.332857738723156693e+01 -1.182371866161035893e-03 -1.182371866161035893e-03 2.083801980834869116e+00 8.720278273783019785e-01 8.720278273783019785e-01
3.001500750375185689e+01 1.342999434659841995e+01 -2.336846346618812707e-03 -2.336846346618812707e-03 2.083946998080678625e+00 8.650049506427687218e-01 8.650049506427687218e-01
3.101550775387695680e+01 1.352781408850280265e+01 -4.054357446489066825e-03 -4.054357446489066825e-03 2.090530195219135745e+00 8.589877800347278658e-01 8.589877800347278658e-01
3.201600800400194657e+01 1.362577574842853778e+01 -4.743604880889592396e-03 -4.743604880889592396e-03 2.084838749721253937e+00 8.536912484337152440e-01 8.536912484337152440e-01
3.301650825412705359e+01 1.372317245664309837e+01 -6.030541827126981863e-03 -6.030541827126981863e-03 2.076244314985755679e+00 8.489491631632724022e-01 8.489491631632724022e-01
3.401700850425215350e+01 1.381907248467517491e+01 -7.223704785542454931e-03 -7.223704785542454931e-03 2.059180769773340636e+00 8.433200812635315291e-01 8.433200812635315291e-01
3.501750875437714683e+01 1.390980205600618902e+01 -7.791346370761644685e-03 -7.791346370761644685e-03 2.047464140859574400e+00 8.376337557246200660e-01 8.376337557246200660e-01
3.601800900450224674e+01 1.399535264474822505e+01 -7.711518650036932807e-03 -7.711518650036932807e-03 2.037278623720752080e+00 8.314257389726437131e-01 8.314257389726437131e-01
3.701850925462735376e+01 1.407460561293965284e+01 -5.992619745392047809e-03 -5.992619745392047809e-03 2.026943902775991013e+00 8.262413403905094489e-01 8.262413403905094489e-01
3.801900950475233998e+01 1.415447958289897912e+01 -2.169835549740869746e-03 -2.169835549740869746e-03 2.015154683084831699e+00 8.209095832264990955e-01 8.209095832264990955e-01
3.901950975487744699e+01 1.423305124649992948e+01 1.615565907721700986e-04 1.615565907721700986e-04 2.001467967654335656e+00 8.190481496553209118e-01 8.190481496553209118e-01
4.002001000500254690e+01 1.430659091579393305e+01 2.310546104063967206e-04 2.310546104063967206e-04 1.982923601659512869e+00 8.159741677985699049e-01 8.159741677985699049e-01
4.102051025512754023e+01 1.437584956677141967e+01 -2.908191284503529967e-04 -2.908191284503529967e-04 1.970622611611963393e+00 8.140326102343913295e-01 8.140326102343913295e-01
4.202101050525264014e+01 1.444358417585745613e+01 -2.114973583632663925e-03 -2.114973583632663925e-03 1.967157461740280056e+00 8.120386285259352244e-01 8.120386285259352244e-01
4.302151075537763347e+01 1.451376999809430757e+01 -4.235387903263392213e-03 -4.235387903263392213e-03 1.968513651528977615e+00 8.051952006654899963e-01 8.051952006654899963e-01
4.402201100550273338e+01 1.458573738092975347e+01 -5.275477224034133897e-03 -5.275477224034133897e-03 1.957197442852513181e+00 7.966254824694908310e-01 7.966254824694908310e-01
4.502251125562784040e+01 1.465638508596254930e+01 -5.933721781466656450e-03 -5.933721781466656450e-03 1.945085285811856579e+00 7.908720779287132796e-01 7.908720779287132796e-01
4.602301150575282662e+01 1.472553855340502693e+01 -4.389519890813054978e-03 -4.389519890813054978e-03 1.925504206283554565e+00 7.875684970059024792e-01 7.875684970059024792e-01
4.702351175587793364e+01 1.479066495994100450e+01 -2.746009682892528760e-04 -2.746009682892528760e-04 1.902629415018309178e+00 7.816600613313918755e-01 7.816600613313918755e-01
4.802401200600303355e+01 1.485130808396129254e+01 2.474380088804413458e-03 2.474380088804413458e-03 1.888922415754508588e+00 7.773532645892712312e-01 7.773532645892712312e-01
4.902451225612802688e+01 1.491084441783338477e+01 2.493299890116330939e-03 2.493299890116330939e-03 1.872416264107985118e+00 7.750253528958036542e-01 7.750253528958036542e-01
5.002501250625312679e+01 1.496994251488669647e+01 2.604134779813013778e-04 2.604134779813013778e-04 1.859957398449929133e+00 7.726474306880934950e-01 7.726474306880934950e-01
5.102551275637823380e+01 1.502389861343165833e+01 -2.005520804285765811e-03 -2.005520804285765811e-03 1.857112079072280819e+00 7.690556121991585226e-01 7.690556121991585226e-01
5.202601300650322003e+01 1.507369193658180784e+01 -4.058669711728517260e-03 -4.058669711728517260e-03 1.856261456818128597e+00 7.649887530856247508e-01 7.649887530856247508e-01
5.302651325662832704e+01 1.512496372601125039e+01 -3.667293025320592266e-03 -3.667293025320592266e-03 1.846440283673136395e+00 7.618556142133116049e-01 7.618556142133116049e-01
5.402701350675332037e+01 1.517648053597621960e+01 -3.409688180831921614e-03 -3.409688180831921614e-03 1.839088915951693437e+00 7.612906311616850497e-01 7.612906311616850497e-01
5.502751375687842028e+01 1.522412423044266561e+01 -4.147459496595488730e-03 -4.147459496595488730e-03 1.837079497301187248e+00 7.624156227588618773e-01 7.624156227588618773e-01
5.602801400700352019e+01 1.527115936089278136e+01 -4.875240250816838955e-03 -4.875240250816838955e-03 1.830913939446227046e+00 7.622519876579153530e-01 7.622519876579153530e-01
5.702851425712851352e+01 1.532165250392178990e+01 -4.466790222339880878e-03 -4.466790222339880878e-03 1.805041893064526226e+00 7.547796288978259049e-01 7.547796288978259049e-01
5.802901450725361343e+01 1.537335614690794117e+01 -4.847336520176712300e-03 -4.847336520176712300e-03 1.776418552610146140e+00 7.454942053221544906e-01 7.454942053221544906e-01
5.902951475737872045e+01 1.542131994184787125e+01 -7.474966011326611946e-03 -7.474966011326611946e-03 1.755517551148949584e+00 7.377536596524448820e-01 7.377536596524448820e-01
