# x, um, vm, wm, urms, vrms, urms
1.213307065851065936e+01 1.005912123975311623e+01 -1.750633135369497606e-02 -1.750633135369497606e-02 2.080417619763248016e+00 9.587687265578029860e-01 9.587687265578029860e-01
1.231416126535408928e+01 1.012713478917802945e+01 -1.578555194488092533e-02 -1.578555194488092533e-02 2.077514841221657527e+00 9.587954430098258873e-01 9.587954430098258873e-01
1.249525187219753875e+01 1.019250907345724322e+01 -1.424274000276930588e-02 -1.424274000276930588e-02 2.076272864735058121e+00 9.586579788712574768e-01 9.586579788712574768e-01
1.267634247904098999e+01 1.025494178822243541e+01 -1.313316223995679780e-02 -1.313316223995679780e-02 2.075763601671912095e+00 9.589729507808242293e-01 9.589729507808242293e-01
1.285743308588441991e+01 1.031449706020024948e+01 -1.213559597794367298e-02 -1.213559597794367298e-02 2.075013375314172848e+00 9.585743038488897527e-01 9.585743038488897527e-01
1.303852369272786937e+01 1.037095213671936378e+01 -1.092163731455786206e-02 -1.092163731455786206e-02 2.073186542387883247e+00 9.576827485813156349e-01 9.576827485813156349e-01
1.321961429957131884e+01 1.042550820026971437e+01 -9.554107792742128069e-03 -9.554107792742128069e-03 2.071643141616835493e+00 9.563734915377996026e-01 9.563734915377996026e-01
1.340070490641474876e+01 1.047805299656564415e+01 -7.859517496574593837e-03 -7.859517496574593837e-03 2.069721263297513492e+00 9.550969909843715078e-01 9.550969909843715078e-01
1.358179551325819823e+01 1.052919951357690564e+01 -5.718337329079716154e-03 -5.718337329079716154e-03 2.069138990319197458e+00 9.542558473123161633e-01 9.542558473123161633e-01
1.376288612010162815e+01 1.057870904094483677e+01 -3.541407069368179492e-03 -3.541407069368179492e-03 2.068544391693589279e+00 9.534242726576076521e-01 9.534242726576076521e-01
1.394397672694507762e+01 1.062559964550277058e+01 -1.607523789591010221e-03 -1.607523789591010221e-03 2.069500951445311543e+00 9.530121755245530846e-01 9.530121755245530846e-01
1.412506733378852886e+01 1.067020643979472005e+01 4.334863600602249789e-04 4.334863600602249789e-04 2.071252226335396518e+00 9.526104924037598343e-01 9.526104924037598343e-01
1.430615794063195700e+01 1.071355160931662986e+01 2.673933936547920678e-03 2.673933936547920678e-03 2.074704424978317530e+00 9.524675626771024195e-01 9.524675626771024195e-01
1.448724854747540824e+01 1.075539793965658042e+01 4.867194265204113912e-03 4.867194265204113912e-03 2.080473696682543228e+00 9.531001861489244442e-01 9.531001861489244442e-01
1.466833915431885771e+01 1.079503495963056992e+01 6.989718458691717221e-03 6.989718458691717221e-03 2.086768750126276828e+00 9.540487249606437459e-01 9.540487249606437459e-01
1.484942976116228763e+01 1.083313000527680359e+01 9.327217032524931159e-03 9.327217032524931159e-03 2.093232327187629416e+00 9.545961823081426934e-01 9.545961823081426934e-01
1.503052036800573710e+01 1.086948514140047273e+01 1.165472623843761060e-02 1.165472623843761060e-02 2.102032494154245867e+00 9.554759130467942452e-01 9.554759130467942452e-01
1.521161097484918656e+01 1.090447267171423285e+01 1.349116582977333452e-02 1.349116582977333452e-02 2.112142366564935703e+00 9.566303671394196240e-01 9.566303671394196240e-01
1.539270158169261649e+01 1.093835049742873977e+01 1.520649730527159037e-02 1.520649730527159037e-02 2.123551222415474449e+00 9.578280731179071861e-01 9.578280731179071861e-01
1.557379218853606595e+01 1.097111187750204486e+01 1.707860230346678124e-02 1.707860230346678124e-02 2.137692953349271452e+00 9.593979563013443901e-01 9.593979563013443901e-01
1.575488279537951719e+01 1.100416023614363326e+01 1.877637180599308481e-02 1.877637180599308481e-02 2.150183777969119525e+00 9.604462998091103376e-01 9.604462998091103376e-01
1.593597340222294712e+01 1.103657815432683620e+01 2.013394958804214790e-02 2.013394958804214790e-02 2.160385029868611362e+00 9.611090071858306993e-01 9.611090071858306993e-01
1.611706400906639658e+01 1.106752880982123699e+01 2.158991109153434937e-02 2.158991109153434937e-02 2.170038845123795745e+00 9.614992123674932500e-01 9.614992123674932500e-01
1.629815461590984782e+01 1.109829804968761557e+01 2.316140745419708463e-02 2.316140745419708463e-02 2.178007710429972654e+00 9.617639913109660155e-01 9.617639913109660155e-01
1.647924522275327774e+01 1.112814390171391921e+01 2.460678966435397158e-02 2.460678966435397158e-02 2.184242429391614948e+00 9.619411861433999622e-01 9.619411861433999622e-01
1.666033582959672543e+01 1.115835750732692766e+01 2.527735217195182377e-02 2.527735217195182377e-02 2.190524542754805459e+00 9.596722006164239982e-01 9.596722006164239982e-01
1.684142643644015536e+01 1.118814529550765613e+01 2.599166694203937367e-02 2.599166694203937367e-02 2.199163274851108962e+00 9.577894806260004446e-01 9.577894806260004446e-01
1.702251704328360660e+01 1.121671785396180354e+01 2.692810509370803518e-02 2.692810509370803518e-02 2.209927146794834485e+00 9.565879389850024950e-01 9.565879389850024950e-01
1.720360765012705428e+01 1.124348532419296376e+01 2.809120809918463912e-02 2.809120809918463912e-02 2.221528551602293788e+00 9.560667936407712952e-01 9.560667936407712952e-01
1.738469825697048421e+01 1.126870472876416152e+01 2.920889094068310210e-02 2.920889094068310210e-02 2.236842716881285220e+00 9.566862444469971249e-01 9.566862444469971249e-01
1.756578886381393545e+01 1.129334612426385931e+01 3.033803142502054795e-02 3.033803142502054795e-02 2.254349465154581456e+00 9.573224650760816523e-01 9.573224650760816523e-01
1.774687947065738669e+01 1.131666177417499242e+01 3.114961081801620457e-02 3.114961081801620457e-02 2.273615663387692276e+00 9.582391419058183812e-01 9.582391419058183812e-01
1.792797007750081306e+01 1.133967104983295648e+01 3.148629158994466215e-02 3.148629158994466215e-02 2.293344216411616898e+00 9.583249138920384436e-01 9.583249138920384436e-01
1.810906068434426430e+01 1.136275921255590404e+01 3.182626969091661984e-02 3.182626969091661984e-02 2.311624553467241494e+00 9.581724262097901512e-01 9.581724262097901512e-01
1.829015129118769423e+01 1.138613189049207719e+01 3.237184094505908549e-02 3.237184094505908549e-02 2.327484286981012396e+00 9.577597009884722956e-01 9.577597009884722956e-01
1.847124189803114547e+01 1.140914834345247719e+01 3.281057218772372164e-02 3.281057218772372164e-02 2.341159203775632136e+00 9.572725183415623507e-01 9.572725183415623507e-01
1.865233250487459316e+01 1.143088486019230565e+01 3.327925038211811820e-02 3.327925038211811820e-02 2.355471599645120762e+00 9.572516595339338741e-01 9.572516595339338741e-01
1.883342311171802308e+01 1.145246961377615236e+01 3.363502076376773120e-02 3.363502076376773120e-02 2.369516214750718941e+00 9.571988793161104736e-01 9.571988793161104736e-01
1.901451371856147432e+01 1.147434466014111720e+01 3.365000360268689816e-02 3.365000360268689816e-02 2.381674634036023530e+00 9.569825595436783905e-01 9.569825595436783905e-01
1.919560432540492201e+01 1.149641322493667417e+01 3.366610173158034180e-02 3.366610173158034180e-02 2.393452406554908762e+00 9.569282832424509389e-01 9.569282832424509389e-01
1.937669493224835193e+01 1.151729089368190273e+01 3.352369002847159496e-02 3.352369002847159496e-02 2.406910441106719922e+00 9.568803079594088157e-01 9.568803079594088157e-01
1.955778553909180317e+01 1.153809771636520765e+01 3.304421390785160229e-02 3.304421390785160229e-02 2.417390590396780059e+00 9.565745705889630024e-01 9.565745705889630024e-01
1.973887614593525441e+01 1.155843368235429480e+01 3.268331287068357294e-02 3.268331287068357294e-02 2.425250208184652312e+00 9.564365317609022643e-01 9.564365317609022643e-01
1.991996675277868434e+01 1.157752080182124210e+01 3.222772834481558990e-02 3.222772834481558990e-02 2.433842625396136494e+00 9.567403204482043400e-01 9.567403204482043400e-01
2.010105735962213203e+01 1.159656195671244383e+01 3.202170264291345769e-02 3.202170264291345769e-02 2.443248061135977700e+00 9.575774087943161872e-01 9.575774087943161872e-01
2.028214796646558327e+01 1.161477368864331083e+01 3.212957130084059809e-02 3.212957130084059809e-02 2.455528451590669015e+00 9.588031497925687541e-01 9.588031497925687541e-01
2.046323857330901319e+01 1.163246050313343716e+01 3.219577432543400952e-02 3.219577432543400952e-02 2.467310705612252963e+00 9.599808500256578059e-01 9.599808500256578059e-01
2.064432918015246088e+01 1.165089783735632167e+01 3.187039390070572908e-02 3.187039390070572908e-02 2.479304575012591716e+00 9.614366211961016262e-01 9.614366211961016262e-01
2.082541978699591212e+01 1.167025262381850048e+01 3.170236805221271492e-02 3.170236805221271492e-02 2.491404998443969010e+00 9.617813994584408777e-01 9.617813994584408777e-01
2.100651039383934204e+01 1.169111270947056624e+01 3.160652859161728473e-02 3.160652859161728473e-02 2.501217280170961121e+00 9.614562291114014947e-01 9.614562291114014947e-01
2.118760100068279328e+01 1.171156214888002367e+01 3.150388732214463167e-02 3.150388732214463167e-02 2.510302165448593747e+00 9.611509362128388689e-01 9.611509362128388689e-01
2.136869160752622321e+01 1.173179473697689801e+01 3.120489830424486716e-02 3.120489830424486716e-02 2.519468245349525404e+00 9.605801502573596551e-01 9.605801502573596551e-01
2.154978221436967090e+01 1.175222813365873620e+01 3.051741676154700461e-02 3.051741676154700461e-02 2.528434065494978622e+00 9.595284674816292325e-01 9.595284674816292325e-01
2.173087282121312214e+01 1.177386398983984783e+01 2.965453708260180204e-02 2.965453708260180204e-02 2.536259718332522173e+00 9.582931820569416947e-01 9.582931820569416947e-01
2.191196342805655206e+01 1.179662001922679337e+01 2.860002851310385757e-02 2.860002851310385757e-02 2.542504231266770720e+00 9.567117357467511685e-01 9.567117357467511685e-01
2.209305403489999975e+01 1.182123604286474716e+01 2.743699120583791007e-02 2.743699120583791007e-02 2.544989719139383322e+00 9.550131043308522916e-01 9.550131043308522916e-01
2.227414464174342967e+01 1.184652130099267353e+01 2.609082207842138706e-02 2.609082207842138706e-02 2.547106386268442435e+00 9.531699871833472226e-01 9.531699871833472226e-01
2.245523524858688091e+01 1.187260362522868995e+01 2.508050858718501031e-02 2.508050858718501031e-02 2.547234099925232531e+00 9.509258774539751657e-01 9.509258774539751657e-01
2.263632585543033215e+01 1.189850964062365968e+01 2.413864212445731433e-02 2.413864212445731433e-02 2.546473144525504217e+00 9.488181902066776807e-01 9.488181902066776807e-01
2.281741646227376208e+01 1.192431411485687676e+01 2.336160382116862777e-02 2.336160382116862777e-02 2.545472856787968308e+00 9.468717751322147658e-01 9.468717751322147658e-01
2.299850706911720977e+01 1.194873171998616002e+01 2.261354694996115661e-02 2.261354694996115661e-02 2.546574496144706767e+00 9.453989278620467118e-01 9.453989278620467118e-01
2.317959767596066101e+01 1.197219604561478334e+01 2.221626329652583165e-02 2.221626329652583165e-02 2.548904379612880078e+00 9.429988943239155930e-01 9.429988943239155930e-01
2.336068828280409093e+01 1.199511820280525320e+01 2.173623393967372835e-02 2.173623393967372835e-02 2.554570011147785369e+00 9.408040038947693695e-01 9.408040038947693695e-01
2.354177888964753862e+01 1.201834359194757340e+01 2.118205463807035921e-02 2.118205463807035921e-02 2.558404973298729512e+00 9.387478683620278375e-01 9.387478683620278375e-01
2.372286949649098986e+01 1.204099494876208531e+01 2.077451790438634288e-02 2.077451790438634288e-02 2.560935517552382024e+00 9.372354593284212276e-01 9.372354593284212276e-01
2.390396010333441978e+01 1.206386375048526460e+01 2.026853295551039880e-02 2.026853295551039880e-02 2.562743471231050840e+00 9.359758720415208844e-01 9.359758720415208844e-01
2.408505071017787103e+01 1.208609717082540058e+01 1.983527810444499218e-02 1.983527810444499218e-02 2.565293084547104474e+00 9.349161777706120890e-01 9.349161777706120890e-01
2.426614131702131871e+01 1.210767873812080353e+01 1.975929461813727417e-02 1.975929461813727417e-02 2.570347641346354184e+00 9.342891573859910537e-01 9.342891573859910537e-01
2.444723192386474864e+01 1.213082348549233203e+01 1.969941041127812320e-02 1.969941041127812320e-02 2.571119601745160743e+00 9.336690271925681683e-01 9.336690271925681683e-01
2.462832253070819988e+01 1.215426057090272849e+01 1.982934831699551675e-02 1.982934831699551675e-02 2.569779952571712656e+00 9.325869487545873637e-01 9.325869487545873637e-01
2.480941313755164757e+01 1.217762937811838242e+01 2.013293113766593395e-02 2.013293113766593395e-02 2.568239738371115077e+00 9.315471541128159672e-01 9.315471541128159672e-01
2.499050374439507749e+01 1.220205110722885600e+01 2.032171774568845846e-02 2.032171774568845846e-02 2.563377211110016152e+00 9.294809729048089109e-01 9.294809729048089109e-01
2.517159435123852873e+01 1.222617522310095595e+01 2.021117438298625224e-02 2.021117438298625224e-02 2.557120968630327784e+00 9.272098085400979350e-01 9.272098085400979350e-01
2.535268495808197997e+01 1.224887248160674780e+01 1.996042052636493036e-02 1.996042052636493036e-02 2.548494182732508939e+00 9.247446344185590306e-01 9.247446344185590306e-01
2.553377556492540990e+01 1.227210582597367505e+01 1.959551986858483821e-02 1.959551986858483821e-02 2.536418027810871223e+00 9.227259147179706078e-01 9.227259147179706078e-01
2.571486617176885758e+01 1.229536525012310477e+01 1.968939812394713759e-02 1.968939812394713759e-02 2.525065868172197359e+00 9.216310337508493156e-01 9.216310337508493156e-01
2.589595677861228751e+01 1.231779551864376288e+01 1.979482708423765946e-02 1.979482708423765946e-02 2.515301861572815767e+00 9.207728514632945727e-01 9.207728514632945727e-01
2.607704738545573875e+01 1.233983466558458808e+01 1.950251652070180558e-02 1.950251652070180558e-02 2.506652373614304707e+00 9.198334500900882116e-01 9.198334500900882116e-01
2.625813799229916867e+01 1.236163986451688324e+01 1.906495267566656049e-02 1.906495267566656049e-02 2.498695468792014651e+00 9.189311507420983016e-01 9.189311507420983016e-01
2.643922859914261636e+01 1.238390491563307805e+01 1.891247115737645923e-02 1.891247115737645923e-02 2.489085266619384118e+00 9.175946761458524392e-01 9.175946761458524392e-01
2.662031920598606760e+01 1.240593663206220398e+01 1.889286311010545880e-02 1.889286311010545880e-02 2.480887971122184066e+00 9.162952101333619037e-01 9.162952101333619037e-01
2.680140981282949753e+01 1.242691497476552698e+01 1.857867805287729060e-02 1.857867805287729060e-02 2.474741442585957074e+00 9.147726868177532555e-01 9.147726868177532555e-01
2.698250041967294877e+01 1.244753116106195812e+01 1.781185681342363145e-02 1.781185681342363145e-02 2.469798994902173916e+00 9.136282544790061966e-01 9.136282544790061966e-01
2.716359102651639645e+01 1.246813544845527844e+01 1.615834013674656219e-02 1.615834013674656219e-02 2.465077364546404137e+00 9.113890652877211229e-01 9.113890652877211229e-01
2.734468163335982638e+01 1.248876454289207061e+01 1.411754045329565235e-02 1.411754045329565235e-02 2.459962925826227664e+00 9.090269151940849612e-01 9.090269151940849612e-01
2.752577224020327762e+01 1.251026059972887339e+01 1.186947785031676472e-02 1.186947785031676472e-02 2.454473248337059488e+00 9.065178895435456186e-01 9.065178895435456186e-01
2.770686284704672531e+01 1.253300474516626650e+01 9.584419908744548633e-03 9.584419908744548633e-03 2.447717768819564821e+00 9.041959805424638619e-01 9.041959805424638619e-01
2.788795345389015523e+01 1.255702926497367855e+01 7.274149700044210687e-03 7.274149700044210687e-03 2.440341458777119055e+00 9.017956863718610272e-01 9.017956863718610272e-01
2.806904406073360647e+01 1.257962151452010957e+01 5.050502126980636192e-03 5.050502126980636192e-03 2.433988817673108596e+00 8.993999278971073208e-01 8.993999278971073208e-01
2.825013466757705771e+01 1.260272853640500301e+01 2.972359131475865723e-03 2.972359131475865723e-03 2.426296158530288238e+00 8.965676933963939721e-01 8.965676933963939721e-01
2.843122527442048764e+01 1.262592086139702729e+01 8.810555132444213011e-04 8.810555132444213011e-04 2.419941919010806686e+00 8.935528219537421935e-01 8.935528219537421935e-01
2.861231588126393532e+01 1.264803000629018825e+01 -1.065937055671446060e-03 -1.065937055671446060e-03 2.416221289825178253e+00 8.907644355228726551e-01 8.907644355228726551e-01
2.879340648810738656e+01 1.266857331770541784e+01 -2.707537713387418027e-03 -2.707537713387418027e-03 2.412918015301495522e+00 8.875754597998869455e-01 8.875754597998869455e-01
2.897449709495081649e+01 1.268841143530204540e+01 -4.200762664239561170e-03 -4.200762664239561170e-03 2.412313538387702572e+00 8.840282732100190888e-01 8.840282732100190888e-01
2.915558770179426418e+01 1.270909004620747851e+01 -5.496197400891128862e-03 -5.496197400891128862e-03 2.411165249627416962e+00 8.804843324513245140e-01 8.804843324513245140e-01
2.933667830863771542e+01 1.272934470675663654e+01 -6.629520254432074225e-03 -6.629520254432074225e-03 2.411564983965010178e+00 8.770298850031362781e-01 8.770298850031362781e-01
2.951776891548114534e+01 1.274927520806489412e+01 -7.361303147412238262e-03 -7.361303147412238262e-03 2.412423015437174634e+00 8.731370758421410638e-01 8.731370758421410638e-01
