# z = 575 mm
# z/D = 179.6875 ~ 180
# r (mm)    r/D         OH (arb units)
-15.9036  -4.969875     435    
-15.7665  -4.92703125   434.5  
-15.6294  -4.8841875    433.5  
-15.4923  -4.84134375   432.5  
-15.3552  -4.7985       431.5  
-15.2181  -4.75565625   431    
-15.081   -4.7128125    430.5  
-14.9439  -4.66996875   430    
-14.8068  -4.627125     430    
-14.6697  -4.58428125   429.5  
-14.5326  -4.5414375    430    
-14.3955  -4.49859375   430.5  
-14.2584  -4.45575      431    
-14.1213  -4.41290625   432    
-13.9842  -4.3700625    432.5  
-13.8471  -4.32721875   433    
-13.71    -4.284375     434.5  
-13.5729  -4.24153125   435.5  
-13.4358  -4.1986875    436.5  
-13.2987  -4.15584375   437    
-13.1616  -4.113        437.5  
-13.0245  -4.07015625   438    
-12.8874  -4.0273125    437    
-12.7503  -3.98446875   436.5  
-12.6132  -3.941625     435.5  
-12.4761  -3.89878125   435    
-12.339   -3.8559375    434.5  
-12.2019  -3.81309375   433.5  
-12.0648  -3.77025      432.5  
-11.9277  -3.72740625   432.5  
-11.7906  -3.6845625    431.5  
-11.6535  -3.64171875   431    
-11.5164  -3.598875     430.5  
-11.3793  -3.55603125   430    
-11.2422  -3.5131875    430    
-11.1051  -3.47034375   430    
-10.968   -3.4275       430    
-10.8309  -3.38465625   430    
-10.6938  -3.3418125    430    
-10.5567  -3.29896875   429.5  
-10.4196  -3.256125     428.5  
-10.2825  -3.21328125   427.5  
-10.1454  -3.1704375    426.5  
-10.0083  -3.12759375   425    
-9.8712   -3.08475      423    
-9.7341   -3.04190625   421.5  
-9.597    -2.9990625    420.5  
-9.4599   -2.95621875   419    
-9.3228   -2.913375     417.5  
-9.1857   -2.87053125   416.5  
-9.0486   -2.8276875    415    
-8.9115   -2.78484375   414.5  
-8.7744   -2.742        413.5  
-8.6373   -2.69915625   412.5  
-8.5002   -2.6563125    411    
-8.3631   -2.61346875   411    
-8.226    -2.570625     410.5  
-8.0889   -2.52778125   410.5  
-7.9518   -2.4849375    411    
-7.8147   -2.44209375   411    
-7.6776   -2.39925      411.5  
-7.5405   -2.35640625   413    
-7.4034   -2.3135625    414    
-7.2663   -2.27071875   414    
-7.1292   -2.227875     415.5  
-6.9921   -2.18503125   416.5  
-6.855    -2.1421875    417    
-6.7179   -2.09934375   417    
-6.5808   -2.0565       416    
-6.4437   -2.01365625   415.5  
-6.3066   -1.9708125    415    
-6.1695   -1.92796875   414    
-6.0324   -1.885125     412.5  
-5.8953   -1.84228125   411    
-5.7582   -1.7994375    409.5  
-5.6211   -1.75659375   408    
-5.484    -1.71375      406.5  
-5.3469   -1.67090625   406    
-5.2098   -1.6280625    404.5  
-5.0727   -1.58521875   403.5  
-4.9356   -1.542375     403.5  
-4.7985   -1.49953125   403.5  
-4.6614   -1.4566875    403    
-4.5243   -1.41384375   402    
-4.3872   -1.371        401    
-4.2501   -1.32815625   402    
-4.113    -1.2853125    403    
-3.9759   -1.24246875   404    
-3.8388   -1.199625     404    
-3.7017   -1.15678125   405    
-3.5646   -1.1139375    406.5  
-3.4275   -1.07109375   407.5  
-3.2904   -1.02825      407.5  
-3.1533   -0.98540625   406.5  
-3.0162   -0.9425625    405    
-2.8791   -0.89971875   404    
-2.742    -0.856875     401.5  
-2.6049   -0.81403125   400.5  
-2.4678   -0.7711875    398.5  
-2.3307   -0.72834375   397.5  
-2.1936   -0.6855       396.5  
-2.0565   -0.64265625   396.5  
-1.9194   -0.5998125    396.5  
-1.7823   -0.55696875   396.5  
-1.6452   -0.514125     397    
-1.5081   -0.47128125   397    
-1.371    -0.4284375    397    
-1.2339   -0.38559375   397.5  
-1.0968   -0.34275      396.5  
-0.9597   -0.29990625   397    
-0.8226   -0.2570625    397    
-0.6855   -0.21421875   397    
-0.5484   -0.171375     398    
-0.4113   -0.12853125   398.5  
-0.2742   -0.0856875    399.5  
-0.1371   -0.04284375   399.5  
0         0             399    
0.1371    0.04284375    399.5  
0.2742    0.0856875     399.5  
0.4113    0.12853125    398.5  
0.5484    0.171375      398    
0.6855    0.21421875    397    
0.8226    0.2570625     397    
0.9597    0.29990625    397    
1.0968    0.34275       396.5  
1.2339    0.38559375    397.5  
1.371     0.4284375     397    
1.5081    0.47128125    397    
1.6452    0.514125      397    
1.7823    0.55696875    396.5  
1.9194    0.5998125     396.5  
2.0565    0.64265625    396.5  
2.1936    0.6855        396.5  
2.3307    0.72834375    397.5  
2.4678    0.7711875     398.5  
2.6049    0.81403125    400.5  
2.742     0.856875      401.5  
2.8791    0.89971875    404    
3.0162    0.9425625     405    
3.1533    0.98540625    406.5  
3.2904    1.02825       407.5  
3.4275    1.07109375    407.5  
3.5646    1.1139375     406.5  
3.7017    1.15678125    405    
3.8388    1.199625      404    
3.9759    1.24246875    404    
4.113     1.2853125     403    
4.2501    1.32815625    402    
4.3872    1.371         401    
4.5243    1.41384375    402    
4.6614    1.4566875     403    
4.7985    1.49953125    403.5  
4.9356    1.542375      403.5  
5.0727    1.58521875    403.5  
5.2098    1.6280625     404.5  
5.3469    1.67090625    406    
5.484     1.71375       406.5  
5.6211    1.75659375    408    
5.7582    1.7994375     409.5  
5.8953    1.84228125    411    
6.0324    1.885125      412.5  
6.1695    1.92796875    414    
6.3066    1.9708125     415    
6.4437    2.01365625    415.5  
6.5808    2.0565        416    
6.7179    2.09934375    417    
6.855     2.1421875     417    
6.9921    2.18503125    416.5  
7.1292    2.227875      415.5  
7.2663    2.27071875    414    
7.4034    2.3135625     414    
7.5405    2.35640625    413    
7.6776    2.39925       411.5  
7.8147    2.44209375    411    
7.9518    2.4849375     411    
8.0889    2.52778125    410.5  
8.226     2.570625      410.5  
8.3631    2.61346875    411    
8.5002    2.6563125     411    
8.6373    2.69915625    412.5  
8.7744    2.742         413.5  
8.9115    2.78484375    414.5  
9.0486    2.8276875     415    
9.1857    2.87053125    416.5  
9.3228    2.913375      417.5  
9.4599    2.95621875    419    
9.597     2.9990625     420.5  
9.7341    3.04190625    421.5  
9.8712    3.08475       423    
10.0083   3.12759375    425    
10.1454   3.1704375     426.5  
10.2825   3.21328125    427.5  
10.4196   3.256125      428.5  
10.5567   3.29896875    429.5  
10.6938   3.3418125     430    
10.8309   3.38465625    430    
10.968    3.4275        430    
11.1051   3.47034375    430    
11.2422   3.5131875     430    
11.3793   3.55603125    430    
11.5164   3.598875      430.5  
11.6535   3.64171875    431    
11.7906   3.6845625     431.5  
11.9277   3.72740625    432.5  
12.0648   3.77025       432.5  
12.2019   3.81309375    433.5  
12.339    3.8559375     434.5  
12.4761   3.89878125    435    
12.6132   3.941625      435.5  
12.7503   3.98446875    436.5  
12.8874   4.0273125     437    
13.0245   4.07015625    438    
13.1616   4.113         437.5  
13.2987   4.15584375    437    
13.4358   4.1986875     436.5  
13.5729   4.24153125    435.5  
13.71     4.284375      434.5  
13.8471   4.32721875    433    
13.9842   4.3700625     432.5  
14.1213   4.41290625    432    
14.2584   4.45575       431    
14.3955   4.49859375    430.5  
14.5326   4.5414375     430    
14.6697   4.58428125    429.5  
14.8068   4.627125      430    
14.9439   4.66996875    430    
15.081    4.7128125     430.5  
15.2181   4.75565625    431    
15.3552   4.7985        431.5  
15.4923   4.84134375    432.5  
15.6294   4.8841875     433.5  
15.7665   4.92703125    434.5  
15.9036   4.969875      435    
16.0407   5.01271875    435.5  
16.1778   5.0555625     436.5  
16.3149   5.09840625    437    
16.452    5.14125       436.5  
16.5891   5.18409375    436    
16.7262   5.2269375     435.5  
16.8633   5.26978125    436    
17.0004   5.312625      435.5  
17.1375   5.35546875    434.5  
17.2746   5.3983125     433    
17.4117   5.44115625    432    
17.5488   5.484         431.5  
17.6859   5.52684375    430    
17.823    5.5696875     430.5  
17.9601   5.61253125    430    
18.0972   5.655375      429    
18.2343   5.69821875    429    
18.3714   5.7410625     428.5  
18.5085   5.78390625    428.5  
18.6456   5.82675       428    
18.7827   5.86959375    426.5  
18.9198   5.9124375     425.5  
19.0569   5.95528125    424    
19.194    5.998125      423.5  
19.3311   6.04096875    422.5  
19.4682   6.0838125     422.5  
19.6053   6.12665625    421    
19.7424   6.1695        421    
19.8795   6.21234375    421.5  
20.0166   6.2551875     422    
20.1537   6.29803125    422    
20.2908   6.340875      423    
20.4279   6.38371875    423.5  
20.565    6.4265625     423.5  
20.7021   6.46940625    423.5  
20.8392   6.51225       423    
20.9763   6.55509375    423    
21.1134   6.5979375     422.5  
21.2505   6.64078125    421    
21.3876   6.683625      419.5  
21.5247   6.72646875    418    
21.6618   6.7693125     415.5  
21.7989   6.81215625    414    
21.936    6.855         411.5  
22.0731   6.89784375    410    
22.2102   6.9406875     409    
22.3473   6.98353125    408.5  
22.4844   7.026375      408    
22.6215   7.06921875    407.5  
22.7586   7.1120625     407.5  
22.8957   7.15490625    407.5  
23.0328   7.19775       407    
23.1699   7.24059375    407    
23.307    7.2834375     406    
23.4441   7.32628125    405.5  
23.5812   7.369125      404.5  
23.7183   7.41196875    403    
23.8554   7.4548125     401.5  
23.9925   7.49765625    400.5  
24.1296   7.5405        399    
24.2667   7.58334375    398.5  
24.4038   7.6261875     398.5  
24.5409   7.66903125    398.5  
24.678    7.711875      399.5  
24.8151   7.75471875    401.5  
24.9522   7.7975625     403    
25.0893   7.84040625    403.5  
25.2264   7.88325       404    
25.3635   7.92609375    404.5  
25.5006   7.9689375     404.5  
25.6377   8.01178125    404    
25.7748   8.054625      402.5  
25.9119   8.09746875    401    
26.049    8.1403125     400    
26.1861   8.18315625    399    
26.3232   8.226         398    
26.4603   8.26884375    396.5  
26.5974   8.3116875     394.5  
26.7345   8.35453125    393    
26.8716   8.397375      391.5  
27.0087   8.44021875    391    
27.1458   8.4830625     389.5  
27.2829   8.52590625    388    
27.42     8.56875       386.5  
27.5571   8.61159375    386    
27.6942   8.6544375     385.5  
27.8313   8.69728125    383    
27.9684   8.740125      381    
28.1055   8.78296875    378    
28.2426   8.8258125     375.5  
28.3797   8.86865625    373.5  
28.5168   8.9115        371    
28.6539   8.95434375    368.5  
28.791    8.9971875     366.5  
28.9281   9.04003125    365    
29.0652   9.082875      363.5  
29.2023   9.12571875    362    
29.3394   9.1685625     360.5  
29.4765   9.21140625    359    
29.6136   9.25425       357.5  
29.7507   9.29709375    356.5  
29.8878   9.3399375     354.5  
30.0249   9.38278125    353    
30.162    9.425625      350.5  
30.2991   9.46846875    348    
30.4362   9.5113125     345    
30.5733   9.55415625    341.5  
30.7104   9.597         339    
30.8475   9.63984375    335.5  
30.9846   9.6826875     332    
31.1217   9.72553125    330    
31.2588   9.768375      327.5  
31.3959   9.81121875    326.5  
31.533    9.8540625     325    
31.6701   9.89690625    324    
31.8072   9.93975       322.5  
31.9443   9.98259375    322.5  
32.0814   10.0254375    322    
32.2185   10.06828125   321    
32.3556   10.111125     320    
32.4927   10.15396875   319.5  
32.6298   10.1968125    319    
32.7669   10.23965625   318    
32.904    10.2825       317    
33.0411   10.32534375   316    
33.1782   10.3681875    315    
33.3153   10.41103125   313.5  
33.4524   10.453875     311.5  
33.5895   10.49671875   309.5  
33.7266   10.5395625    307.5  
33.8637   10.58240625   306    
34.0008   10.62525      305    
34.1379   10.66809375   303    
34.275    10.7109375    302    
34.4121   10.75378125   301.5  
34.5492   10.796625     301.5  
