# z = 725 mm
# z/D = 226.5625 ~ 226
# r (mm)    r/D         OH (arb units)
-17.4117  -5.44115625   219.5  
-17.2746  -5.3983125    220.5  
-17.1375  -5.35546875   222.5  
-17.0004  -5.312625     224    
-16.8633  -5.26978125   225    
-16.7262  -5.2269375    226.5  
-16.5891  -5.18409375   228    
-16.452   -5.14125      229    
-16.3149  -5.09840625   230    
-16.1778  -5.0555625    230.5  
-16.0407  -5.01271875   231    
-15.9036  -4.969875     231    
-15.7665  -4.92703125   231.5  
-15.6294  -4.8841875    231.5  
-15.4923  -4.84134375   231.5  
-15.3552  -4.7985       230.5  
-15.2181  -4.75565625   231    
-15.081   -4.7128125    231    
-14.9439  -4.66996875   231    
-14.8068  -4.627125     231.5  
-14.6697  -4.58428125   232    
-14.5326  -4.5414375    232.5  
-14.3955  -4.49859375   234    
-14.2584  -4.45575      234.5  
-14.1213  -4.41290625   236.5  
-13.9842  -4.3700625    237    
-13.8471  -4.32721875   238.5  
-13.71    -4.284375     240    
-13.5729  -4.24153125   241.5  
-13.4358  -4.1986875    243    
-13.2987  -4.15584375   244    
-13.1616  -4.113        245    
-13.0245  -4.07015625   246    
-12.8874  -4.0273125    246    
-12.7503  -3.98446875   246    
-12.6132  -3.941625     246    
-12.4761  -3.89878125   246.5  
-12.339   -3.8559375    247    
-12.2019  -3.81309375   247    
-12.0648  -3.77025      247    
-11.9277  -3.72740625   247.5  
-11.7906  -3.6845625    247.5  
-11.6535  -3.64171875   247.5  
-11.5164  -3.598875     248    
-11.3793  -3.55603125   248.5  
-11.2422  -3.5131875    248.5  
-11.1051  -3.47034375   249    
-10.968   -3.4275       250    
-10.8309  -3.38465625   250.5  
-10.6938  -3.3418125    251.5  
-10.5567  -3.29896875   252    
-10.4196  -3.256125     252.5  
-10.2825  -3.21328125   252.5  
-10.1454  -3.1704375    253    
-10.0083  -3.12759375   252.5  
-9.8712   -3.08475      252.5  
-9.7341   -3.04190625   252.5  
-9.597    -2.9990625    252.5  
-9.4599   -2.95621875   252.5  
-9.3228   -2.913375     253    
-9.1857   -2.87053125   253    
-9.0486   -2.8276875    254    
-8.9115   -2.78484375   254.5  
-8.7744   -2.742        254.5  
-8.6373   -2.69915625   255    
-8.5002   -2.6563125    255    
-8.3631   -2.61346875   255.5  
-8.226    -2.570625     256    
-8.0889   -2.52778125   256.5  
-7.9518   -2.4849375    257    
-7.8147   -2.44209375   258    
-7.6776   -2.39925      258.5  
-7.5405   -2.35640625   259.5  
-7.4034   -2.3135625    260    
-7.2663   -2.27071875   261    
-7.1292   -2.227875     261.5  
-6.9921   -2.18503125   262.5  
-6.855    -2.1421875    263    
-6.7179   -2.09934375   263.5  
-6.5808   -2.0565       263    
-6.4437   -2.01365625   263    
-6.3066   -1.9708125    263    
-6.1695   -1.92796875   262.5  
-6.0324   -1.885125     262    
-5.8953   -1.84228125   261.5  
-5.7582   -1.7994375    260.5  
-5.6211   -1.75659375   260    
-5.484    -1.71375      260    
-5.3469   -1.67090625   260    
-5.2098   -1.6280625    259    
-5.0727   -1.58521875   259    
-4.9356   -1.542375     259    
-4.7985   -1.49953125   259.5  
-4.6614   -1.4566875    259.5  
-4.5243   -1.41384375   259    
-4.3872   -1.371        259    
-4.2501   -1.32815625   259.5  
-4.113    -1.2853125    260    
-3.9759   -1.24246875   261.5  
-3.8388   -1.199625     262    
-3.7017   -1.15678125   262.5  
-3.5646   -1.1139375    263.5  
-3.4275   -1.07109375   264    
-3.2904   -1.02825      264    
-3.1533   -0.98540625   263    
-3.0162   -0.9425625    261.5  
-2.8791   -0.89971875   260.5  
-2.742    -0.856875     259.5  
-2.6049   -0.81403125   258.5  
-2.4678   -0.7711875    257.5  
-2.3307   -0.72834375   256.5  
-2.1936   -0.6855       255.5  
-2.0565   -0.64265625   254.5  
-1.9194   -0.5998125    254    
-1.7823   -0.55696875   254    
-1.6452   -0.514125     253.5  
-1.5081   -0.47128125   253    
-1.371    -0.4284375    252.5  
-1.2339   -0.38559375   252.5  
-1.0968   -0.34275      251.5  
-0.9597   -0.29990625   252    
-0.8226   -0.2570625    251.5  
-0.6855   -0.21421875   251.5  
-0.5484   -0.171375     251.5  
-0.4113   -0.12853125   251.5  
-0.2742   -0.0856875    252    
-0.1371   -0.04284375   252    
0         0             252    
0.1371    0.04284375    252    
0.2742    0.0856875     252    
0.4113    0.12853125    251.5  
0.5484    0.171375      251.5  
0.6855    0.21421875    251.5  
0.8226    0.2570625     251.5  
0.9597    0.29990625    252    
1.0968    0.34275       251.5  
1.2339    0.38559375    252.5  
1.371     0.4284375     252.5  
1.5081    0.47128125    253    
1.6452    0.514125      253.5  
1.7823    0.55696875    254    
1.9194    0.5998125     254    
2.0565    0.64265625    254.5  
2.1936    0.6855        255.5  
2.3307    0.72834375    256.5  
2.4678    0.7711875     257.5  
2.6049    0.81403125    258.5  
2.742     0.856875      259.5  
2.8791    0.89971875    260.5  
3.0162    0.9425625     261.5  
3.1533    0.98540625    263    
3.2904    1.02825       264    
3.4275    1.07109375    264    
3.5646    1.1139375     263.5  
3.7017    1.15678125    262.5  
3.8388    1.199625      262    
3.9759    1.24246875    261.5  
4.113     1.2853125     260    
4.2501    1.32815625    259.5  
4.3872    1.371         259    
4.5243    1.41384375    259    
4.6614    1.4566875     259.5  
4.7985    1.49953125    259.5  
4.9356    1.542375      259    
5.0727    1.58521875    259    
5.2098    1.6280625     259    
5.3469    1.67090625    260    
5.484     1.71375       260    
5.6211    1.75659375    260    
5.7582    1.7994375     260.5  
5.8953    1.84228125    261.5  
6.0324    1.885125      262    
6.1695    1.92796875    262.5  
6.3066    1.9708125     263    
6.4437    2.01365625    263    
6.5808    2.0565        263    
6.7179    2.09934375    263.5  
6.855     2.1421875     263    
6.9921    2.18503125    262.5  
7.1292    2.227875      261.5  
7.2663    2.27071875    261    
7.4034    2.3135625     260    
7.5405    2.35640625    259.5  
7.6776    2.39925       258.5  
7.8147    2.44209375    258    
7.9518    2.4849375     257    
8.0889    2.52778125    256.5  
8.226     2.570625      256    
8.3631    2.61346875    255.5  
8.5002    2.6563125     255    
8.6373    2.69915625    255    
8.7744    2.742         254.5  
8.9115    2.78484375    254.5  
9.0486    2.8276875     254    
9.1857    2.87053125    253    
9.3228    2.913375      253    
9.4599    2.95621875    252.5  
9.597     2.9990625     252.5  
9.7341    3.04190625    252.5  
9.8712    3.08475       252.5  
10.0083   3.12759375    252.5  
10.1454   3.1704375     253    
10.2825   3.21328125    252.5  
10.4196   3.256125      252.5  
10.5567   3.29896875    252    
10.6938   3.3418125     251.5  
10.8309   3.38465625    250.5  
10.968    3.4275        250    
11.1051   3.47034375    249    
11.2422   3.5131875     248.5  
11.3793   3.55603125    248.5  
11.5164   3.598875      248    
11.6535   3.64171875    247.5  
11.7906   3.6845625     247.5  
11.9277   3.72740625    247.5  
12.0648   3.77025       247    
12.2019   3.81309375    247    
12.339    3.8559375     247    
12.4761   3.89878125    246.5  
12.6132   3.941625      246    
12.7503   3.98446875    246    
12.8874   4.0273125     246    
13.0245   4.07015625    246    
13.1616   4.113         245    
13.2987   4.15584375    244    
13.4358   4.1986875     243    
13.5729   4.24153125    241.5  
13.71     4.284375      240    
13.8471   4.32721875    238.5  
13.9842   4.3700625     237    
14.1213   4.41290625    236.5  
14.2584   4.45575       234.5  
14.3955   4.49859375    234    
14.5326   4.5414375     232.5  
14.6697   4.58428125    232    
14.8068   4.627125      231.5  
14.9439   4.66996875    231    
15.081    4.7128125     231    
15.2181   4.75565625    231    
15.3552   4.7985        230.5  
15.4923   4.84134375    231.5  
15.6294   4.8841875     231.5  
15.7665   4.92703125    231.5  
15.9036   4.969875      231    
16.0407   5.01271875    231    
16.1778   5.0555625     230.5  
16.3149   5.09840625    230    
16.452    5.14125       229    
16.5891   5.18409375    228    
16.7262   5.2269375     226.5  
16.8633   5.26978125    225    
17.0004   5.312625      224    
17.1375   5.35546875    222.5  
17.2746   5.3983125     220.5  
17.4117   5.44115625    219.5  
17.5488   5.484         218.5  
17.6859   5.52684375    216.5  
17.823    5.5696875     215.5  
17.9601   5.61253125    214    
18.0972   5.655375      212.5  
18.2343   5.69821875    211    
18.3714   5.7410625     210.5  
18.5085   5.78390625    209    
18.6456   5.82675       208    
18.7827   5.86959375    206    
18.9198   5.9124375     205    
19.0569   5.95528125    204    
19.194    5.998125      202.5  
19.3311   6.04096875    201    
19.4682   6.0838125     200.5  
19.6053   6.12665625    199.5  
19.7424   6.1695        198.5  
19.8795   6.21234375    198    
20.0166   6.2551875     197.5  
20.1537   6.29803125    197.5  
20.2908   6.340875      197    
20.4279   6.38371875    196    
20.565    6.4265625     195.5  
20.7021   6.46940625    195    
20.8392   6.51225       195    
20.9763   6.55509375    194.5  
21.1134   6.5979375     193    
21.2505   6.64078125    192.5  
21.3876   6.683625      191    
21.5247   6.72646875    189.5  
21.6618   6.7693125     188    
21.7989   6.81215625    186.5  
21.936    6.855         184.5  
22.0731   6.89784375    183.5  
22.2102   6.9406875     182    
22.3473   6.98353125    181    
22.4844   7.026375      180    
22.6215   7.06921875    178.5  
22.7586   7.1120625     178    
22.8957   7.15490625    177    
23.0328   7.19775       176.5  
23.1699   7.24059375    175    
23.307    7.2834375     174    
23.4441   7.32628125    173.5  
23.5812   7.369125      172    
23.7183   7.41196875    170.5  
23.8554   7.4548125     168.5  
23.9925   7.49765625    166.5  
24.1296   7.5405        165.5  
24.2667   7.58334375    164.5  
24.4038   7.6261875     163.5  
24.5409   7.66903125    162.5  
24.678    7.711875      162.5  
24.8151   7.75471875    162.5  
24.9522   7.7975625     162.5  
25.0893   7.84040625    162    
25.2264   7.88325       161.5  
25.3635   7.92609375    161    
25.5006   7.9689375     160.5  
25.6377   8.01178125    160    
25.7748   8.054625      159    
25.9119   8.09746875    159    
26.049    8.1403125     159    
26.1861   8.18315625    159    
26.3232   8.226         159    
26.4603   8.26884375    159    
26.5974   8.3116875     158    
26.7345   8.35453125    158    
26.8716   8.397375      157.5  
27.0087   8.44021875    157.5  
27.1458   8.4830625     157.5  
27.2829   8.52590625    157    
27.42     8.56875       157    
27.5571   8.61159375    157    
27.6942   8.6544375     157    
27.8313   8.69728125    156    
27.9684   8.740125      155.5  
28.1055   8.78296875    153.5  
28.2426   8.8258125     153    
28.3797   8.86865625    152    
28.5168   8.9115        150.5  
28.6539   8.95434375    149    
28.791    8.9971875     148.5  
28.9281   9.04003125    147.5  
29.0652   9.082875      147    
29.2023   9.12571875    146    
29.3394   9.1685625     145    
29.4765   9.21140625    145    
29.6136   9.25425       144.5  
29.7507   9.29709375    144.5  
29.8878   9.3399375     143.5  
30.0249   9.38278125    143    
30.162    9.425625      142.5  
30.2991   9.46846875    141.5  
30.4362   9.5113125     140    
30.5733   9.55415625    138.5  
30.7104   9.597         137    
30.8475   9.63984375    136    
30.9846   9.6826875     134.5  
31.1217   9.72553125    134    
31.2588   9.768375      133    
31.3959   9.81121875    132.5  
31.533    9.8540625     132    
31.6701   9.89690625    131.5  
31.8072   9.93975       131    
31.9443   9.98259375    130.5  
32.0814   10.0254375    130.5  
32.2185   10.06828125   129.5  
32.3556   10.111125     128.5  
32.4927   10.15396875   127.5  
32.6298   10.1968125    127    
32.7669   10.23965625   126    
32.904    10.2825       125    
33.0411   10.32534375   124.5  
33.1782   10.3681875    124    
33.3153   10.41103125   123    
33.4524   10.453875     122    
33.5895   10.49671875   121    
33.7266   10.5395625    120    
33.8637   10.58240625   119    
34.0008   10.62525      119    
34.1379   10.66809375   118    
34.275    10.7109375    117.5  
34.4121   10.75378125   117    
34.5492   10.796625     117    
