# z = 725 mm
# z/D = 226.5625 ~ 226
# r (mm)    r/D         OH (arb units)
-34.5492  -10.796625    117    
-34.4121  -10.75378125  117    
-34.275   -10.7109375   117.5  
-34.1379  -10.66809375  118    
-34.0008  -10.62525     119    
-33.8637  -10.58240625  119    
-33.7266  -10.5395625   120    
-33.5895  -10.49671875  121    
-33.4524  -10.453875    122    
-33.3153  -10.41103125  123    
-33.1782  -10.3681875   124    
-33.0411  -10.32534375  124.5  
-32.904   -10.2825      125    
-32.7669  -10.23965625  126    
-32.6298  -10.1968125   127    
-32.4927  -10.15396875  127.5  
-32.3556  -10.111125    128.5  
-32.2185  -10.06828125  129.5  
-32.0814  -10.0254375   130.5  
-31.9443  -9.98259375   130.5  
-31.8072  -9.93975      131    
-31.6701  -9.89690625   131.5  
-31.533   -9.8540625    132    
-31.3959  -9.81121875   132.5  
-31.2588  -9.768375     133    
-31.1217  -9.72553125   134    
-30.9846  -9.6826875    134.5  
-30.8475  -9.63984375   136    
-30.7104  -9.597        137    
-30.5733  -9.55415625   138.5  
-30.4362  -9.5113125    140    
-30.2991  -9.46846875   141.5  
-30.162   -9.425625     142.5  
-30.0249  -9.38278125   143    
-29.8878  -9.3399375    143.5  
-29.7507  -9.29709375   144.5  
-29.6136  -9.25425      144.5  
-29.4765  -9.21140625   145    
-29.3394  -9.1685625    145    
-29.2023  -9.12571875   146    
-29.0652  -9.082875     147    
-28.9281  -9.04003125   147.5  
-28.791   -8.9971875    148.5  
-28.6539  -8.95434375   149    
-28.5168  -8.9115       150.5  
-28.3797  -8.86865625   152    
-28.2426  -8.8258125    153    
-28.1055  -8.78296875   153.5  
-27.9684  -8.740125     155.5  
-27.8313  -8.69728125   156    
-27.6942  -8.6544375    157    
-27.5571  -8.61159375   157    
-27.42    -8.56875      157    
-27.2829  -8.52590625   157    
-27.1458  -8.4830625    157.5  
-27.0087  -8.44021875   157.5  
-26.8716  -8.397375     157.5  
-26.7345  -8.35453125   158    
-26.5974  -8.3116875    158    
-26.4603  -8.26884375   159    
-26.3232  -8.226        159    
-26.1861  -8.18315625   159    
-26.049   -8.1403125    159    
-25.9119  -8.09746875   159    
-25.7748  -8.054625     159    
-25.6377  -8.01178125   160    
-25.5006  -7.9689375    160.5  
-25.3635  -7.92609375   161    
-25.2264  -7.88325      161.5  
-25.0893  -7.84040625   162    
-24.9522  -7.7975625    162.5  
-24.8151  -7.75471875   162.5  
-24.678   -7.711875     162.5  
-24.5409  -7.66903125   162.5  
-24.4038  -7.6261875    163.5  
-24.2667  -7.58334375   164.5  
-24.1296  -7.5405       165.5  
-23.9925  -7.49765625   166.5  
-23.8554  -7.4548125    168.5  
-23.7183  -7.41196875   170.5  
-23.5812  -7.369125     172    
-23.4441  -7.32628125   173.5  
-23.307   -7.2834375    174    
-23.1699  -7.24059375   175    
-23.0328  -7.19775      176.5  
-22.8957  -7.15490625   177    
-22.7586  -7.1120625    178    
-22.6215  -7.06921875   178.5  
-22.4844  -7.026375     180    
-22.3473  -6.98353125   181    
-22.2102  -6.9406875    182    
-22.0731  -6.89784375   183.5  
-21.936   -6.855        184.5  
-21.7989  -6.81215625   186.5  
-21.6618  -6.7693125    188    
-21.5247  -6.72646875   189.5  
-21.3876  -6.683625     191    
-21.2505  -6.64078125   192.5  
-21.1134  -6.5979375    193    
-20.9763  -6.55509375   194.5  
-20.8392  -6.51225      195    
-20.7021  -6.46940625   195    
-20.565   -6.4265625    195.5  
-20.4279  -6.38371875   196    
-20.2908  -6.340875     197    
-20.1537  -6.29803125   197.5  
-20.0166  -6.2551875    197.5  
-19.8795  -6.21234375   198    
-19.7424  -6.1695       198.5  
-19.6053  -6.12665625   199.5  
-19.4682  -6.0838125    200.5  
-19.3311  -6.04096875   201    
-19.194   -5.998125     202.5  
-19.0569  -5.95528125   204    
-18.9198  -5.9124375    205    
-18.7827  -5.86959375   206    
-18.6456  -5.82675      208    
-18.5085  -5.78390625   209    
-18.3714  -5.7410625    210.5  
-18.2343  -5.69821875   211    
-18.0972  -5.655375     212.5  
-17.9601  -5.61253125   214    
-17.823   -5.5696875    215.5  
-17.6859  -5.52684375   216.5  
-17.5488  -5.484        218.5  
