#            x/D           =            23.4375  ~  23  
#            r(mm)         r/D          fv(ppm)  rms_fv
10.0083      3.12759375    0.000695208  0.00289625
10.1454      3.1704375     0.000579339  0.00266455
10.2825      3.21328125    0.000579339  0.00243285
10.4196      3.256125      0.000463471  0.002317
10.5567      3.29896875    0.00046347   0.00220115
10.6938      3.3418125     0.00046347   0.00196945
10.8309      3.38465625    0.00046347   0.00196945
10.968       3.4275        0.00046347   0.00173775
11.1051      3.47034375    0.00046347   0.0016219
11.2422      3.5131875     0.000463469  0.00150605
11.3793      3.55603125    0.000463469  0.0013902
11.5164      3.598875      0.000463469  0.00127435
11.6535      3.64171875    0.000463469  0.0011585
11.7906      3.6845625     0.000463469  0.00104265
11.9277      3.72740625    0.000463468  0.00104265
12.0648      3.77025       0.000463468  0.0009268
12.2019      3.81309375    0.000463468  0.0009268
12.339       3.8559375     0.000463468  0.00081095
12.4761      3.89878125    0.000463467  0.00081095
12.6132      3.941625      0.000463467  0.00081095
12.7503      3.98446875    0.000463467  0.00081095
12.8874      4.0273125     0.000463467  0.00081095
13.0245      4.07015625    0.000463466  0.00081095
13.1616      4.113         0.000463466  0.0009268
13.2987      4.15584375    0.000463466  0.0009268
13.4358      4.1986875     0.000463465  0.0009268
13.5729      4.24153125    0.000463465  0.00104265
13.71        4.284375      0.000463465  0.00104265
13.8471      4.32721875    0.000463465  0.00104265
13.9842      4.3700625     0.000463464  0.00104265
14.1213      4.41290625    0.000463464  0.00104265
14.2584      4.45575       0.000463463  0.00104265
14.3955      4.49859375    0.000463463  0.00104265
14.5326      4.5414375     0.000463463  0.00104265
14.6697      4.58428125    0.000463462  0.00104265
14.8068      4.627125      0.000463462  0.00104265
14.9439      4.66996875    0.000463461  0.00104265
15.081       4.7128125     0.000463461  0.00104265
15.2181      4.75565625    0.00046346   0.0009268
15.3552      4.7985        0.000347595  0.0009268
15.4923      4.84134375    0.000347595  0.0009268
15.6294      4.8841875     0.000347595  0.0009268
15.7665      4.92703125    0.000347594  0.00081095
15.9036      4.969875      0.000347594  0.00081095
16.040701    5.012719063   0.000347594  0.00081095
16.177799    5.055562188   0.000347594  0.00081095
16.314899    5.098405938   0.000347594  0.00081095
16.452       5.14125       0.000347594  0.0009268
16.5891      5.18409375    0.000347594  0.0009268
16.7262      5.2269375     0.000347594  0.0009268
16.8633      5.26978125    0.000347593  0.0009268
17.000401    5.312625313   0.000347593  0.0009268
17.137501    5.355469063   0.000347593  0.0009268
17.274599    5.398312188   0.000347593  0.0009268
17.411699    5.441155938   0.000347593  0.0009268
17.5488      5.484         0.000347593  0.0009268
17.6859      5.52684375    0.000347593  0.0009268
17.823       5.5696875     0.000347593  0.0009268
17.9601      5.61253125    0.000347592  0.0009268
18.0972      5.655375      0.000347592  0.0009268
18.234301    5.698219063   0.000347592  0.0009268
18.371401    5.741062813   0.000347592  0.0009268
18.508499    5.783905938   0.000347592  0.0009268
18.645599    5.826749688   0.000347592  0.0009268
18.7827      5.86959375    0.000347592  0.0009268
18.9198      5.9124375     0.000347592  0.0009268
19.0569      5.95528125    0.000347591  0.0009268
19.194       5.998125      0.000347591  0.0009268
19.3311      6.04096875    0.000347591  0.0009268
19.468201    6.083812813   0.000347591  0.0009268
19.605301    6.126656563   0.000347591  0.0009268
19.742399    6.169499688   0.000347591  0.0009268
19.879499    6.212343438   0.000347591  0.0009268
20.0166      6.2551875     0.00034759   0.0009268
20.1537      6.29803125    0.00034759   0.0009268
20.2908      6.340875      0.00034759   0.0009268
20.4279      6.38371875    0.00034759   0.0009268
20.565001    6.426562813   0.00034759   0.0009268
20.702101    6.469406563   0.00034759   0.0009268
20.839199    6.512249688   0.000347589  0.0009268
20.976299    6.555093438   0.000347589  0.0009268
21.1134      6.5979375     0.000347589  0.0009268
21.2505      6.64078125    0.000347589  0.0009268
21.3876      6.683625      0.000347589  0.0009268
21.5247      6.72646875    0.000347589  0.0009268
21.6618      6.7693125     0.000347588  0.0009268
21.798901    6.812156563   0.000347588  0.0009268
21.936001    6.855000313   0.000347588  0.0009268
22.073099    6.897843438   0.000347588  0.0009268
22.210199    6.940687188   0.000347588  0.0009268
22.3473      6.98353125    0.000347588  0.0009268
22.4844      7.026375      0.000347587  0.0009268
22.6215      7.06921875    0.000347587  0.0009268
22.7586      7.1120625     0.000347587  0.0009268
22.8957      7.15490625    0.000347587  0.0009268
23.032801    7.197750313   0.000347587  0.0009268
23.169901    7.240594063   0.000347586  0.0009268
23.306999    7.283437188   0.000347586  0.0009268
23.444099    7.326280938   0.000347586  0.0009268
23.5812      7.369125      0.000347586  0.0009268
23.7183      7.41196875    0.000347586  0.0009268
23.8554      7.4548125     0.000347586  0.0009268
23.9925      7.49765625    0.000347585  0.0009268
24.129601    7.540500313   0.000347585  0.0009268
24.266701    7.583344063   0.000347585  0.0009268
24.403799    7.626187188   0.000347585  0.0009268
24.540899    7.669030938   0.000347585  0.0009268
24.677999    7.711874688   0.000347584  0.0009268
24.8151      7.75471875    0.000347584  0.0009268
24.9522      7.7975625     0.000347584  0.0009268
25.0893      7.84040625    0.000347584  0.0009268
25.2264      7.88325       0.000347583  0.0009268
25.363501    7.926094063   0.000347583  0.0009268
25.500601    7.968937813   0.000347583  0.0009268
25.637699    8.011780938   0.000347583  0.0009268
25.774799    8.054624688   0.000347583  0.0009268
25.9119      8.09746875    0.000347582  0.0009268
26.049       8.1403125     0.000347582  0.0009268
26.1861      8.18315625    0.000347582  0.0009268
26.3232      8.226         0.000347582  0.0009268
26.4603      8.26884375    0.000347581  0.0009268
26.597401    8.311687813   0.000347581  0.0009268
26.734501    8.354531563   0.000347581  0.00081095
26.871599    8.397374688   0.000347581  0.00081095
27.008699    8.440218438   0.00034758   0.00081095
27.1458      8.4830625     0.00034758   0.00081095
27.2829      8.52590625    0.00034758   0.00081095
27.42        8.56875       0.00034758   0.00081095
27.5571      8.61159375    0.000347579  0.00081095
27.694201    8.654437813   0.000347579  0.0009268
27.831301    8.697281563   0.000347579  0.0009268
27.968399    8.740124688   0.000347579  0.0009268
28.105499    8.782968438   0.000347578  0.0009268
28.242599    8.825812188   0.000347578  0.0009268
28.3797      8.86865625    0.000347578  0.0009268
28.5168      8.9115        0.000347577  0.0009268
28.6539      8.95434375    0.000347577  0.0009268
28.791       8.9971875     0.000347577  0.0009268
28.928101    9.040031563   0.000347576  0.0009268
29.065201    9.082875313   0.000347576  0.0009268
29.202299    9.125718438   0.000347576  0.0009268
29.339399    9.168562188   0.000347576  0.0009268
29.4765      9.21140625    0.000347575  0.0009268
29.6136      9.25425       0.000347575  0.0009268
29.7507      9.29709375    0.000347575  0.0009268
29.8878      9.3399375     0.000347574  0.0009268
30.0249      9.38278125    0.000347574  0.0009268
30.162001    9.425625313   0.000347574  0.0009268
30.299101    9.468469063   0.000347573  0.0009268
30.436199    9.511312188   0.000347573  0.0009268
30.573299    9.554155938   0.000347572  0.0009268
30.7104      9.597         0.000347572  0.00081095
30.8475      9.63984375    0.000347572  0.0009268
30.9846      9.6826875     0.000347571  0.0009268
31.1217      9.72553125    0.000347571  0.0009268
31.258801    9.768375313   0.00034757   0.0009268
31.395901    9.811219063   0.00034757   0.0009268
31.533001    9.854062813   0.00034757   0.0009268
31.670099    9.896905938   0.000347569  0.0009268
31.807199    9.939749688   0.000347569  0.0009268
31.9443      9.98259375    0.000347568  0.0009268
32.081402    10.02543813   0.000347568  0.00104265
32.218498    10.06828063   0.000347567  0.00104265
32.355598    10.11112438   0.000347567  0.00104265
32.492699    10.15396844   0.000347566  0.00104265
32.629799    10.19681219   0.000347566  0.00104265
32.766899    10.23965594   0.000347565  0.00104265
32.903999    10.28249969   0.000347565  0.00104265
33.0411      10.32534375   0.000347564  0.0009268
33.1782      10.3681875    0.000347564  0.0009268
33.3153      10.41103125   0.000347563  0.0009268
33.4524      10.453875     0.000347562  0.00104265
33.5895      10.49671875   0.000347562  0.00104265
33.726601    10.53956281   0.000347561  0.00104265
33.863701    10.58240656   0.00034756   0.00104265
34.000801    10.62525031   0.000347559  0.00104265
34.137901    10.66809406   0.000347558  0.0009268
34.275002    10.71093813   0.000347557  0.0009268
34.412102    10.75378188   0.000347556  0.00081095
34.549198    10.79662438   0.000347555  0.00081095
34.686298    10.83946813   0.000231703  0.00081095
34.823399    10.88231219   0.000231702  0.00057925
34.960499    10.92515594   0.000231702  0.00057925
35.097599    10.96799969   0.000231701  0.0004634
35.234699    11.01084344   0.00011585   0.00034755
35.371799    11.05368719   0.00011585   0.00034755
35.5089      11.09653125   0            0.0002317
35.646       11.139375     0            0.00011585
35.7831      11.18221875   0            0.00011585
35.9202      11.2250625    0            0
36.057301    11.26790656   0            0
36.194401    11.31075031   0            0
36.331501    11.35359406   0            0
36.468601    11.39643781   0            0
36.605701    11.43928156   0            0
36.742802    11.48212563   0            0
36.879902    11.52496938   0            0
37.016998    11.56781188   0            0
37.154099    11.61065594   0            0
37.291199    11.65349969   0            0
37.428299    11.69634344   0            0
37.565399    11.73918719   0            0
37.702499    11.78203094   0            0
37.8396      11.824875     0            0
37.9767      11.86771875   0            0
38.1138      11.9105625    0            0
38.2509      11.95340625   0            0
38.388       11.99625      0            0
38.525101    12.03909406   0            0
38.662201    12.08193781   0            0
38.799301    12.12478156   0            0
38.936401    12.16762531   0            0
39.073502    12.21046938   0            0
39.210602    12.25331313   0            0
39.347698    12.29615563   0            0
39.484798    12.33899938   0            0
39.621899    12.38184344   0            0
39.758999    12.42468719   0            0
39.896099    12.46753094   0            0
40.033199    12.51037469   0            0
40.1703      12.55321875   0            0
40.3074      12.5960625    0            0
40.4445      12.63890625   0            0
40.5816      12.68175      0            0
40.7187      12.72459375   0            0
40.855801    12.76743781   0            0
40.992901    12.81028156   0            0
41.130001    12.85312531   0            0
41.267101    12.89596906   0            0
41.404202    12.93881313   0            0
41.541302    12.98165688   0            0
41.678398    13.02449938   0            0
41.815498    13.06734313   0            0
41.952599    13.11018719   0            0
42.089699    13.15303094   0            0
42.226799    13.19587469   0            0
42.363899    13.23871844   0            0
42.500999    13.28156219   0            0
42.6381      13.32440625   0            0
42.7752      13.36725      0            0
42.9123      13.41009375   0            0
43.0494      13.4529375    0            0
43.186501    13.49578156   0            0
43.323601    13.53862531   0            0
43.460701    13.58146906   0            0
43.597801    13.62431281   0            0
43.734901    13.66715656   0            0
43.872002    13.71000063   0            0
44.009102    13.75284438   0            0
44.146198    13.79568688   0            0
44.283298    13.83853063   0            0
44.420399    13.88137469   0            0
44.557499    13.92421844   0            0
44.694599    13.96706219   0            0
44.831699    14.00990594   0            0
44.9688      14.05275      0            0
45.1059      14.09559375   0            0
45.243       14.1384375    0            0
45.3801      14.18128125   0            0
45.5172      14.224125     0            0
45.654301    14.26696906   0            0
45.791401    14.30981281   0            0
45.928501    14.35265656   0            0
46.065601    14.39550031   0            0
46.202702    14.43834438   0            0
46.339802    14.48118813   0            0
46.476898    14.52403063   0            0
46.613998    14.56687438   0            0
46.751099    14.60971844   0            0
46.888199    14.65256219   0            0
47.025299    14.69540594   0            0
47.162399    14.73824969   0            0
47.2995      14.78109375   0            0
47.4366      14.8239375    0            0
47.5737      14.86678125   0            0
47.7108      14.909625     0            0
47.8479      14.95246875   0            0
47.985001    14.99531281   0            0
48.122101    15.03815656   0            0
48.259201    15.08100031   0            0
48.396301    15.12384406   0            0
48.533401    15.16668781   0            0
48.670502    15.20953188   0            0
48.807598    15.25237438   0            0
48.944698    15.29521813   0            0
49.081799    15.33806219   0            0
49.218899    15.38090594   0            0
49.355999    15.42374969   0            0
49.493099    15.46659344   0            0
49.630199    15.50943719   0            0
49.7673      15.55228125   0            0
49.9044      15.595125     0            0
50.0415      15.63796875   0            0
50.1786      15.6808125    0            0
50.315701    15.72365656   0            0
50.452801    15.76650031   0            0
50.589901    15.80934406   0            0
50.727001    15.85218781   0            0
50.864101    15.89503156   0            0
51.001202    15.93787563   0            0
51.138302    15.98071938   0            0
51.275398    16.02356188   0            0
51.412498    16.06640563   0            0
51.549599    16.10924969   0            0
51.686699    16.15209344   0            0
51.823799    16.19493719   0            0
51.960899    16.23778094   0            0
52.098       16.280625     0            0
52.2351      16.32346875   0            0
52.3722      16.3663125    0            0
52.5093      16.40915625   0            0
52.6464      16.452        0            0
52.783501    16.49484406   0            0
52.920601    16.53768781   0            0
53.057701    16.58053156   0            0
53.194801    16.62337531   0            0
53.331902    16.66621938   0            0
53.469002    16.70906313   0            0
53.606098    16.75190563   0            0
53.743198    16.79474938   0            0
53.880299    16.83759344   0            0
54.017399    16.88043719   0            0
54.154499    16.92328094   0            0
54.291599    16.96612469   0            0
54.428699    17.00896844   0            0
54.5658      17.0518125    0            0
54.7029      17.09465625   0            0
54.84        17.1375       0            0
54.9771      17.18034375   0            0
55.114201    17.22318781   0            0
55.251301    17.26603156   0            0
55.388401    17.30887531   0            0
55.525501    17.35171906   0            0
55.662601    17.39456281   0            0
55.799702    17.43740688   0            0
55.936798    17.48024938   0            0
56.073898    17.52309313   0            0
56.210999    17.56593719   0            0
56.348099    17.60878094   0            0
56.485199    17.65162469   0            0
56.622299    17.69446844   0            0
56.759399    17.73731219   0            0
56.8965      17.78015625   0            0
57.0336      17.823        0            0
57.1707      17.86584375   0            0
57.3078      17.9086875    0            0
57.444901    17.95153156   0            0
57.582001    17.99437531   0            0
57.719101    18.03721906   0            0
57.856201    18.08006281   0            0
57.993301    18.12290656   0            0
58.130402    18.16575063   0            0
58.267502    18.20859438   0            0
58.404598    18.25143688   0            0
58.541698    18.29428063   0            0
58.678799    18.33712469   0            0
58.815899    18.37996844   0            0
58.952999    18.42281219   0            0
59.090099    18.46565594   0            0
59.2272      18.5085       0            0
59.3643      18.55134375   0            0
59.5014      18.5941875    0            0
59.6385      18.63703125   0            0
59.7756      18.679875     0            0
59.912701    18.72271906   0            0
60.049801    18.76556281   0            0
60.186901    18.80840656   0            0
60.324001    18.85125031   0            0
60.461102    18.89409438   0            0
60.598202    18.93693813   0            0
60.735298    18.97978063   0            0
60.872398    19.02262438   0            0
61.009499    19.06546844   0            0
61.146599    19.10831219   0            0
61.283699    19.15115594   0            0
61.420799    19.19399969   0            0
61.557899    19.23684344   0            0
61.695       19.2796875    0            0
61.8321      19.32253125   0            0
61.9692      19.365375     0            0
62.1063      19.40821875   0            0
62.243401    19.45106281   0            0
62.380501    19.49390656   0            0
62.517601    19.53675031   0            0
62.654701    19.57959406   0            0
62.791801    19.62243781   0            0
62.928902    19.66528188   0            0
63.066002    19.70812563   0            0
63.203098    19.75096813   0            0
63.340199    19.79381219   0            0
63.477299    19.83665594   0            0
63.614399    19.87949969   0            0
63.751499    19.92234344   0            0
63.888599    19.96518719   0            0
64.025703    20.00803219   0            0
64.162804    20.05087625   0            0
64.299896    20.0937175    0            0
64.436996    20.13656125   0            0
64.574097    20.17940531   0            0
64.711197    20.22224906   0            0
64.848297    20.26509281   0            0
64.985397    20.30793656   0            0
65.122498    20.35078063   0            0
65.259598    20.39362438   0            0
65.396698    20.43646813   0            0
65.533798    20.47931188   0            0
65.670898    20.52215563   0            0
65.807999    20.56499969   0            0
65.945099    20.60784344   0            0
66.082199    20.65068719   0            0
66.219299    20.69353094   0            0
66.3564      20.736375     0            0
66.4935      20.77921875   0            0
66.6306      20.8220625    0            0
66.7677      20.86490625   0            0
66.9048      20.90775      0            0
67.041901    20.95059406   0            0
67.179001    20.99343781   0            0
67.316101    21.03628156   0            0
67.453201    21.07912531   0            0
67.590302    21.12196938   0            0
67.727402    21.16481313   0            0
67.864502    21.20765688   0            0
68.001602    21.25050063   0            0
68.138702    21.29334438   0            0
68.275803    21.33618844   0            0
68.412903    21.37903219   0            0
68.550003    21.42187594   0            0
68.687103    21.46471969   0            0
68.824203    21.50756344   0            0
68.961304    21.5504075    0            0
69.098396    21.59324875   0            0
69.235497    21.63609281   0            0
69.372597    21.67893656   0            0
69.509697    21.72178031   0            0
69.646797    21.76462406   0            0
69.783897    21.80746781   0            0
69.920998    21.85031188   0            0
70.058098    21.89315563   0            0
70.195198    21.93599938   0            0
70.332298    21.97884313   0            0
70.469398    22.02168688   0            0
70.606499    22.06453094   0            0
70.743599    22.10737469   0            0
70.880699    22.15021844   0            0
71.017799    22.19306219   0            0
71.1549      22.23590625   0            0
71.292       22.27875      0            0
71.4291      22.32159375   0            0
71.5662      22.3644375    0            0
71.7033      22.40728125   0            0
71.840401    22.45012531   0            0
71.977501    22.49296906   0            0
72.114601    22.53581281   0            0
72.251701    22.57865656   0            0
72.388802    22.62150063   0            0
72.525902    22.66434438   0            0
72.663002    22.70718813   0            0
72.800102    22.75003188   0            0
72.937202    22.79287563   0            0
73.074303    22.83571969   0            0
73.211403    22.87856344   0            0
73.348503    22.92140719   0            0
73.485603    22.96425094   0            0
73.622704    23.007095     0            0
73.759804    23.04993875   0            0
73.896896    23.09278      0            0
74.033997    23.13562406   0            0
74.171097    23.17846781   0            0
74.308197    23.22131156   0            0
74.445297    23.26415531   0            0
74.582397    23.30699906   0            0
74.719498    23.34984313   0            0
74.856598    23.39268688   0            0
74.993698    23.43553063   0            0
75.130798    23.47837438   0            0
75.267899    23.52121844   0            0
75.404999    23.56406219   0            0
75.542099    23.60690594   0            0
75.679199    23.64974969   0            0
75.816299    23.69259344   0            0
75.9534      23.7354375    0            0
76.0905      23.77828125   0            0
76.2276      23.821125     0            0
76.3647      23.86396875   0            0
76.501801    23.90681281   0            0
76.638901    23.94965656   0            0
76.776001    23.99250031   0            0
76.913101    24.03534406   0            0
77.050201    24.07818781   0            0
77.187302    24.12103188   0            0
77.324402    24.16387563   0            0
77.461502    24.20671938   0            0
77.598602    24.24956313   0            0
77.735703    24.29240719   0            0
77.872803    24.33525094   0            0
78.009903    24.37809469   0            0
78.147003    24.42093844   0            0
78.284103    24.46378219   0            0
78.421204    24.50662625   0            0
78.558296    24.5494675    0            0
78.695396    24.59231125   0            0
78.832497    24.63515531   0            0
78.969597    24.67799906   0            0
79.106697    24.72084281   0            0
79.243797    24.76368656   0            0
79.380898    24.80653063   0            0
79.517998    24.84937438   0            0
79.655098    24.89221813   0            0
79.792198    24.93506188   0            0
79.929298    24.97790563   0            0
