# z = 475 mm
# z/D = 148.4375 ~ 148
# r (mm)    r/D         OH (arb units)
-14.1213  -4.41290625   274.5  
-13.9842  -4.3700625    273.5  
-13.8471  -4.32721875   273    
-13.71    -4.284375     272    
-13.5729  -4.24153125   271.5  
-13.4358  -4.1986875    271.5  
-13.2987  -4.15584375   270.5  
-13.1616  -4.113        269.5  
-13.0245  -4.07015625   268.5  
-12.8874  -4.0273125    267    
-12.7503  -3.98446875   265    
-12.6132  -3.941625     263    
-12.4761  -3.89878125   261.5  
-12.339   -3.8559375    259    
-12.2019  -3.81309375   257    
-12.0648  -3.77025      255    
-11.9277  -3.72740625   253    
-11.7906  -3.6845625    251    
-11.6535  -3.64171875   248.5  
-11.5164  -3.598875     247    
-11.3793  -3.55603125   245.5  
-11.2422  -3.5131875    244.5  
-11.1051  -3.47034375   243    
-10.968   -3.4275       242    
-10.8309  -3.38465625   241    
-10.6938  -3.3418125    240    
-10.5567  -3.29896875   238.5  
-10.4196  -3.256125     237    
-10.2825  -3.21328125   236    
-10.1454  -3.1704375    234.5  
-10.0083  -3.12759375   232.5  
-9.8712   -3.08475      230.5  
-9.7341   -3.04190625   228.5  
-9.597    -2.9990625    226.5  
-9.4599   -2.95621875   224.5  
-9.3228   -2.913375     222.5  
-9.1857   -2.87053125   221    
-9.0486   -2.8276875    219    
-8.9115   -2.78484375   218    
-8.7744   -2.742        217    
-8.6373   -2.69915625   215.5  
-8.5002   -2.6563125    214.5  
-8.3631   -2.61346875   213.5  
-8.226    -2.570625     212.5  
-8.0889   -2.52778125   212.5  
-7.9518   -2.4849375    211.5  
-7.8147   -2.44209375   211    
-7.6776   -2.39925      211    
-7.5405   -2.35640625   211    
-7.4034   -2.3135625    211    
-7.2663   -2.27071875   211    
-7.1292   -2.227875     211    
-6.9921   -2.18503125   211    
-6.855    -2.1421875    212    
-6.7179   -2.09934375   211.5  
-6.5808   -2.0565       211    
-6.4437   -2.01365625   211    
-6.3066   -1.9708125    211    
-6.1695   -1.92796875   211    
-6.0324   -1.885125     210    
-5.8953   -1.84228125   209.5  
-5.7582   -1.7994375    209.5  
-5.6211   -1.75659375   209    
-5.484    -1.71375      209    
-5.3469   -1.67090625   208.5  
-5.2098   -1.6280625    209    
-5.0727   -1.58521875   208.5  
-4.9356   -1.542375     208.5  
-4.7985   -1.49953125   209    
-4.6614   -1.4566875    208.5  
-4.5243   -1.41384375   208    
-4.3872   -1.371        207.5  
-4.2501   -1.32815625   208    
-4.113    -1.2853125    208.5  
-3.9759   -1.24246875   209    
-3.8388   -1.199625     209.5  
-3.7017   -1.15678125   210    
-3.5646   -1.1139375    211    
-3.4275   -1.07109375   211    
-3.2904   -1.02825      211.5  
-3.1533   -0.98540625   210.5  
-3.0162   -0.9425625    209    
-2.8791   -0.89971875   208    
-2.742    -0.856875     206.5  
-2.6049   -0.81403125   205    
-2.4678   -0.7711875    203.5  
-2.3307   -0.72834375   202.5  
-2.1936   -0.6855       202    
-2.0565   -0.64265625   201    
-1.9194   -0.5998125    200.5  
-1.7823   -0.55696875   200.5  
-1.6452   -0.514125     200    
-1.5081   -0.47128125   200    
-1.371    -0.4284375    199.5  
-1.2339   -0.38559375   199.5  
-1.0968   -0.34275      199    
-0.9597   -0.29990625   199.5  
-0.8226   -0.2570625    199.5  
-0.6855   -0.21421875   199.5  
-0.5484   -0.171375     200    
-0.4113   -0.12853125   200.5  
-0.2742   -0.0856875    201.5  
-0.1371   -0.04284375   201.5  
0         0             201    
0.1371    0.04284375    201.5  
0.2742    0.0856875     201.5  
0.4113    0.12853125    200.5  
0.5484    0.171375      200    
0.6855    0.21421875    199.5  
0.8226    0.2570625     199.5  
0.9597    0.29990625    199.5  
1.0968    0.34275       199    
1.2339    0.38559375    199.5  
1.371     0.4284375     199.5  
1.5081    0.47128125    200    
1.6452    0.514125      200    
1.7823    0.55696875    200.5  
1.9194    0.5998125     200.5  
2.0565    0.64265625    201    
2.1936    0.6855        202    
2.3307    0.72834375    202.5  
2.4678    0.7711875     203.5  
2.6049    0.81403125    205    
2.742     0.856875      206.5  
2.8791    0.89971875    208    
3.0162    0.9425625     209    
3.1533    0.98540625    210.5  
3.2904    1.02825       211.5  
3.4275    1.07109375    211    
3.5646    1.1139375     211    
3.7017    1.15678125    210    
3.8388    1.199625      209.5  
3.9759    1.24246875    209    
4.113     1.2853125     208.5  
4.2501    1.32815625    208    
4.3872    1.371         207.5  
4.5243    1.41384375    208    
4.6614    1.4566875     208.5  
4.7985    1.49953125    209    
4.9356    1.542375      208.5  
5.0727    1.58521875    208.5  
5.2098    1.6280625     209    
5.3469    1.67090625    208.5  
5.484     1.71375       209    
5.6211    1.75659375    209    
5.7582    1.7994375     209.5  
5.8953    1.84228125    209.5  
6.0324    1.885125      210    
6.1695    1.92796875    211    
6.3066    1.9708125     211    
6.4437    2.01365625    211    
6.5808    2.0565        211    
6.7179    2.09934375    211.5  
6.855     2.1421875     212    
6.9921    2.18503125    211    
7.1292    2.227875      211    
7.2663    2.27071875    211    
7.4034    2.3135625     211    
7.5405    2.35640625    211    
7.6776    2.39925       211    
7.8147    2.44209375    211    
7.9518    2.4849375     211.5  
8.0889    2.52778125    212.5  
8.226     2.570625      212.5  
8.3631    2.61346875    213.5  
8.5002    2.6563125     214.5  
8.6373    2.69915625    215.5  
8.7744    2.742         217    
8.9115    2.78484375    218    
9.0486    2.8276875     219    
9.1857    2.87053125    221    
9.3228    2.913375      222.5  
9.4599    2.95621875    224.5  
9.597     2.9990625     226.5  
9.7341    3.04190625    228.5  
9.8712    3.08475       230.5  
10.0083   3.12759375    232.5  
10.1454   3.1704375     234.5  
10.2825   3.21328125    236    
10.4196   3.256125      237    
10.5567   3.29896875    238.5  
10.6938   3.3418125     240    
10.8309   3.38465625    241    
10.968    3.4275        242    
11.1051   3.47034375    243    
11.2422   3.5131875     244.5  
11.3793   3.55603125    245.5  
11.5164   3.598875      247    
11.6535   3.64171875    248.5  
11.7906   3.6845625     251    
11.9277   3.72740625    253    
12.0648   3.77025       255    
12.2019   3.81309375    257    
12.339    3.8559375     259    
12.4761   3.89878125    261.5  
12.6132   3.941625      263    
12.7503   3.98446875    265    
12.8874   4.0273125     267    
13.0245   4.07015625    268.5  
13.1616   4.113         269.5  
13.2987   4.15584375    270.5  
13.4358   4.1986875     271.5  
13.5729   4.24153125    271.5  
13.71     4.284375      272    
13.8471   4.32721875    273    
13.9842   4.3700625     273.5  
14.1213   4.41290625    274.5  
14.2584   4.45575       275.5  
14.3955   4.49859375    276.5  
14.5326   4.5414375     277.5  
14.6697   4.58428125    280    
14.8068   4.627125      282    
14.9439   4.66996875    284    
15.081    4.7128125     287    
15.2181   4.75565625    289.5  
15.3552   4.7985        293    
15.4923   4.84134375    296.5  
15.6294   4.8841875     299    
15.7665   4.92703125    302    
15.9036   4.969875      304.5  
16.0407   5.01271875    307    
16.1778   5.0555625     309    
16.3149   5.09840625    310.5  
16.452    5.14125       311.5  
16.5891   5.18409375    312.5  
16.7262   5.2269375     313    
16.8633   5.26978125    313.5  
17.0004   5.312625      314    
17.1375   5.35546875    315    
17.2746   5.3983125     315.5  
17.4117   5.44115625    316    
17.5488   5.484         317    
17.6859   5.52684375    317    
17.823    5.5696875     318    
17.9601   5.61253125    318.5  
18.0972   5.655375      318.5  
18.2343   5.69821875    318.5  
18.3714   5.7410625     319    
18.5085   5.78390625    318.5  
18.6456   5.82675       319.5  
18.7827   5.86959375    319    
18.9198   5.9124375     318.5  
19.0569   5.95528125    319    
19.194    5.998125      320    
19.3311   6.04096875    320.5  
19.4682   6.0838125     321    
19.6053   6.12665625    322.5  
19.7424   6.1695        323.5  
19.8795   6.21234375    325.5  
20.0166   6.2551875     327.5  
20.1537   6.29803125    329.5  
20.2908   6.340875      332    
20.4279   6.38371875    334    
20.565    6.4265625     335.5  
20.7021   6.46940625    337    
20.8392   6.51225       338    
20.9763   6.55509375    339.5  
21.1134   6.5979375     341    
21.2505   6.64078125    341    
21.3876   6.683625      342    
21.5247   6.72646875    342.5  
21.6618   6.7693125     342    
21.7989   6.81215625    342    
21.936    6.855         342    
22.0731   6.89784375    341.5  
22.2102   6.9406875     342    
22.3473   6.98353125    343    
22.4844   7.026375      344    
22.6215   7.06921875    345.5  
22.7586   7.1120625     346.5  
22.8957   7.15490625    347.5  
23.0328   7.19775       349    
23.1699   7.24059375    349.5  
23.307    7.2834375     350.5  
23.4441   7.32628125    351    
23.5812   7.369125      352    
23.7183   7.41196875    352    
23.8554   7.4548125     351    
23.9925   7.49765625    351    
24.1296   7.5405        351    
24.2667   7.58334375    351.5  
24.4038   7.6261875     351.5  
24.5409   7.66903125    352    
24.678    7.711875      353.5  
24.8151   7.75471875    355.5  
24.9522   7.7975625     357.5  
25.0893   7.84040625    358.5  
25.2264   7.88325       359    
25.3635   7.92609375    360.5  
25.5006   7.9689375     360.5  
25.6377   8.01178125    359.5  
25.7748   8.054625      358.5  
25.9119   8.09746875    357.5  
26.049    8.1403125     357    
26.1861   8.18315625    356.5  
26.3232   8.226         356    
26.4603   8.26884375    356    
26.5974   8.3116875     355    
26.7345   8.35453125    355    
26.8716   8.397375      355.5  
27.0087   8.44021875    356    
27.1458   8.4830625     356.5  
27.2829   8.52590625    356    
27.42     8.56875       356    
27.5571   8.61159375    356.5  
27.6942   8.6544375     357    
27.8313   8.69728125    356    
27.9684   8.740125      355.5  
28.1055   8.78296875    354    
28.2426   8.8258125     354    
28.3797   8.86865625    354    
28.5168   8.9115        353.5  
28.6539   8.95434375    353    
28.791    8.9971875     353    
28.9281   9.04003125    353.5  
29.0652   9.082875      354.5  
29.2023   9.12571875    355    
29.3394   9.1685625     356    
29.4765   9.21140625    358    
29.6136   9.25425       359.5  
29.7507   9.29709375    361    
29.8878   9.3399375     363    
30.0249   9.38278125    365    
30.162    9.425625      365    
30.2991   9.46846875    365    
30.4362   9.5113125     364.5  
30.5733   9.55415625    363.5  
30.7104   9.597         363    
30.8475   9.63984375    362.5  
30.9846   9.6826875     361    
31.1217   9.72553125    360.5  
31.2588   9.768375      360    
31.3959   9.81121875    359.5  
31.533    9.8540625     359.5  
31.6701   9.89690625    359    
31.8072   9.93975       359    
31.9443   9.98259375    358.5  
32.0814   10.0254375    359.5  
32.2185   10.06828125   359    
32.3556   10.111125     358.5  
32.4927   10.15396875   358    
32.6298   10.1968125    357.5  
32.7669   10.23965625   357    
32.904    10.2825       356    
33.0411   10.32534375   355    
33.1782   10.3681875    353.5  
33.3153   10.41103125   352.5  
33.4524   10.453875     350.5  
33.5895   10.49671875   349.5  
33.7266   10.5395625    348    
33.8637   10.58240625   346    
34.0008   10.62525      344    
34.1379   10.66809375   342.5  
34.275    10.7109375    341    
34.4121   10.75378125   339    
34.5492   10.796625     338.5  
