# z = 375 mm
# z/D = 117.1875 ~ 117
# r (mm)    r/D         OH (arb units)
-23.7183  -7.41196875   373.5  
-23.5812  -7.369125     372    
-23.4441  -7.32628125   371    
-23.307   -7.2834375    369    
-23.1699  -7.24059375   367.5  
-23.0328  -7.19775      365.5  
-22.8957  -7.15490625   364    
-22.7586  -7.1120625    362    
-22.6215  -7.06921875   359    
-22.4844  -7.026375     357    
-22.3473  -6.98353125   355    
-22.2102  -6.9406875    353    
-22.0731  -6.89784375   351.5  
-21.936   -6.855        350    
-21.7989  -6.81215625   349    
-21.6618  -6.7693125    347.5  
-21.5247  -6.72646875   346    
-21.3876  -6.683625     344    
-21.2505  -6.64078125   341.5  
-21.1134  -6.5979375    339    
-20.9763  -6.55509375   336    
-20.8392  -6.51225      332.5  
-20.7021  -6.46940625   329    
-20.565   -6.4265625    325.5  
-20.4279  -6.38371875   322    
-20.2908  -6.340875     318    
-20.1537  -6.29803125   313.5  
-20.0166  -6.2551875    309.5  
-19.8795  -6.21234375   305.5  
-19.7424  -6.1695       301.5  
-19.6053  -6.12665625   298.5  
-19.4682  -6.0838125    295.5  
-19.3311  -6.04096875   292.5  
-19.194   -5.998125     290.5  
-19.0569  -5.95528125   288    
-18.9198  -5.9124375    286    
-18.7827  -5.86959375   284.5  
-18.6456  -5.82675      283.5  
-18.5085  -5.78390625   281.5  
-18.3714  -5.7410625    280.5  
-18.2343  -5.69821875   278.5  
-18.0972  -5.655375     276.5  
-17.9601  -5.61253125   275    
-17.823   -5.5696875    273.5  
-17.6859  -5.52684375   271    
-17.5488  -5.484        270    
-17.4117  -5.44115625   268    
-17.2746  -5.3983125    266    
-17.1375  -5.35546875   264    
-17.0004  -5.312625     262    
-16.8633  -5.26978125   260    
-16.7262  -5.2269375    257.5  
-16.5891  -5.18409375   255    
-16.452   -5.14125      252.5  
-16.3149  -5.09840625   250.5  
-16.1778  -5.0555625    247    
-16.0407  -5.01271875   243.5  
-15.9036  -4.969875     240    
-15.7665  -4.92703125   236    
-15.6294  -4.8841875    232    
-15.4923  -4.84134375   228    
-15.3552  -4.7985       223    
-15.2181  -4.75565625   219.5  
-15.081   -4.7128125    216    
-14.9439  -4.66996875   212.5  
-14.8068  -4.627125     209.5  
-14.6697  -4.58428125   207    
-14.5326  -4.5414375    204    
-14.3955  -4.49859375   203    
-14.2584  -4.45575      201    
-14.1213  -4.41290625   200    
-13.9842  -4.3700625    198    
-13.8471  -4.32721875   197    
-13.71    -4.284375     195    
-13.5729  -4.24153125   193.5  
-13.4358  -4.1986875    192.5  
-13.2987  -4.15584375   191    
-13.1616  -4.113        188.5  
-13.0245  -4.07015625   186.5  
-12.8874  -4.0273125    184    
-12.7503  -3.98446875   181    
-12.6132  -3.941625     178    
-12.4761  -3.89878125   175    
-12.339   -3.8559375    172    
-12.2019  -3.81309375   169    
-12.0648  -3.77025      165.5  
-11.9277  -3.72740625   163.5  
-11.7906  -3.6845625    161    
-11.6535  -3.64171875   158    
-11.5164  -3.598875     155.5  
-11.3793  -3.55603125   153    
-11.2422  -3.5131875    151.5  
-11.1051  -3.47034375   149    
-10.968   -3.4275       147.5  
-10.8309  -3.38465625   145.5  
-10.6938  -3.3418125    144    
-10.5567  -3.29896875   142.5  
-10.4196  -3.256125     141    
-10.2825  -3.21328125   139    
-10.1454  -3.1704375    137.5  
-10.0083  -3.12759375   135.5  
-9.8712   -3.08475      133.5  
-9.7341   -3.04190625   131    
-9.597    -2.9990625    129.5  
-9.4599   -2.95621875   127.5  
-9.3228   -2.913375     125.5  
-9.1857   -2.87053125   124    
-9.0486   -2.8276875    122    
-8.9115   -2.78484375   121    
-8.7744   -2.742        119.5  
-8.6373   -2.69915625   117.5  
-8.5002   -2.6563125    116    
-8.3631   -2.61346875   114.5  
-8.226    -2.570625     112.5  
-8.0889   -2.52778125   111    
-7.9518   -2.4849375    110    
-7.8147   -2.44209375   108.5  
-7.6776   -2.39925      107    
-7.5405   -2.35640625   106    
-7.4034   -2.3135625    104    
-7.2663   -2.27071875   102.5  
-7.1292   -2.227875     101.5  
-6.9921   -2.18503125   99.5   
-6.855    -2.1421875    98.5   
-6.7179   -2.09934375   97     
-6.5808   -2.0565       95.5   
-6.4437   -2.01365625   94.5   
-6.3066   -1.9708125    93     
-6.1695   -1.92796875   91.5   
-6.0324   -1.885125     90.5   
-5.8953   -1.84228125   89     
-5.7582   -1.7994375    88     
-5.6211   -1.75659375   86.5   
-5.484    -1.71375      86     
-5.3469   -1.67090625   85     
-5.2098   -1.6280625    83.5   
-5.0727   -1.58521875   82.5   
-4.9356   -1.542375     82     
-4.7985   -1.49953125   81     
-4.6614   -1.4566875    80     
-4.5243   -1.41384375   79     
-4.3872   -1.371        78     
-4.2501   -1.32815625   77.5   
-4.113    -1.2853125    77.5   
-3.9759   -1.24246875   77.5   
-3.8388   -1.199625     76.5   
-3.7017   -1.15678125   76.5   
-3.5646   -1.1139375    76.5   
-3.4275   -1.07109375   76.5   
-3.2904   -1.02825      75.5   
-3.1533   -0.98540625   75.5   
-3.0162   -0.9425625    74     
-2.8791   -0.89971875   73.5   
-2.742    -0.856875     73     
-2.6049   -0.81403125   72     
-2.4678   -0.7711875    71.5   
-2.3307   -0.72834375   71     
-2.1936   -0.6855       70     
-2.0565   -0.64265625   69.5   
-1.9194   -0.5998125    69     
-1.7823   -0.55696875   68.5   
-1.6452   -0.514125     68     
-1.5081   -0.47128125   67     
-1.371    -0.4284375    67     
-1.2339   -0.38559375   66.5   
-1.0968   -0.34275      66     
-0.9597   -0.29990625   65.5   
-0.8226   -0.2570625    65.5   
-0.6855   -0.21421875   65     
-0.5484   -0.171375     65     
-0.4113   -0.12853125   65     
-0.2742   -0.0856875    65.5   
-0.1371   -0.04284375   65     
0         0             65     
0.1371    0.04284375    65     
0.2742    0.0856875     65.5   
0.4113    0.12853125    65     
0.5484    0.171375      65     
0.6855    0.21421875    65     
0.8226    0.2570625     65.5   
0.9597    0.29990625    65.5   
1.0968    0.34275       66     
1.2339    0.38559375    66.5   
1.371     0.4284375     67     
1.5081    0.47128125    67     
1.6452    0.514125      68     
1.7823    0.55696875    68.5   
1.9194    0.5998125     69     
2.0565    0.64265625    69.5   
2.1936    0.6855        70     
2.3307    0.72834375    71     
2.4678    0.7711875     71.5   
2.6049    0.81403125    72     
2.742     0.856875      73     
2.8791    0.89971875    73.5   
3.0162    0.9425625     74     
3.1533    0.98540625    75.5   
3.2904    1.02825       75.5   
3.4275    1.07109375    76.5   
3.5646    1.1139375     76.5   
3.7017    1.15678125    76.5   
3.8388    1.199625      76.5   
3.9759    1.24246875    77.5   
4.113     1.2853125     77.5   
4.2501    1.32815625    77.5   
4.3872    1.371         78     
4.5243    1.41384375    79     
4.6614    1.4566875     80     
4.7985    1.49953125    81     
4.9356    1.542375      82     
5.0727    1.58521875    82.5   
5.2098    1.6280625     83.5   
5.3469    1.67090625    85     
5.484     1.71375       86     
5.6211    1.75659375    86.5   
5.7582    1.7994375     88     
5.8953    1.84228125    89     
6.0324    1.885125      90.5   
6.1695    1.92796875    91.5   
6.3066    1.9708125     93     
6.4437    2.01365625    94.5   
6.5808    2.0565        95.5   
6.7179    2.09934375    97     
6.855     2.1421875     98.5   
6.9921    2.18503125    99.5   
7.1292    2.227875      101.5  
7.2663    2.27071875    102.5  
7.4034    2.3135625     104    
7.5405    2.35640625    106    
7.6776    2.39925       107    
7.8147    2.44209375    108.5  
7.9518    2.4849375     110    
8.0889    2.52778125    111    
8.226     2.570625      112.5  
8.3631    2.61346875    114.5  
8.5002    2.6563125     116    
8.6373    2.69915625    117.5  
8.7744    2.742         119.5  
8.9115    2.78484375    121    
9.0486    2.8276875     122    
9.1857    2.87053125    124    
9.3228    2.913375      125.5  
9.4599    2.95621875    127.5  
9.597     2.9990625     129.5  
9.7341    3.04190625    131    
9.8712    3.08475       133.5  
10.0083   3.12759375    135.5  
10.1454   3.1704375     137.5  
10.2825   3.21328125    139    
10.4196   3.256125      141    
10.5567   3.29896875    142.5  
10.6938   3.3418125     144    
10.8309   3.38465625    145.5  
10.968    3.4275        147.5  
11.1051   3.47034375    149    
11.2422   3.5131875     151.5  
11.3793   3.55603125    153    
11.5164   3.598875      155.5  
11.6535   3.64171875    158    
11.7906   3.6845625     161    
11.9277   3.72740625    163.5  
12.0648   3.77025       165.5  
12.2019   3.81309375    169    
12.339    3.8559375     172    
12.4761   3.89878125    175    
12.6132   3.941625      178    
12.7503   3.98446875    181    
12.8874   4.0273125     184    
13.0245   4.07015625    186.5  
13.1616   4.113         188.5  
13.2987   4.15584375    191    
13.4358   4.1986875     192.5  
13.5729   4.24153125    193.5  
13.71     4.284375      195    
13.8471   4.32721875    197    
13.9842   4.3700625     198    
14.1213   4.41290625    200    
14.2584   4.45575       201    
14.3955   4.49859375    203    
14.5326   4.5414375     204    
14.6697   4.58428125    207    
14.8068   4.627125      209.5  
14.9439   4.66996875    212.5  
15.081    4.7128125     216    
15.2181   4.75565625    219.5  
15.3552   4.7985        223    
15.4923   4.84134375    228    
15.6294   4.8841875     232    
15.7665   4.92703125    236    
15.9036   4.969875      240    
16.0407   5.01271875    243.5  
16.1778   5.0555625     247    
16.3149   5.09840625    250.5  
16.452    5.14125       252.5  
16.5891   5.18409375    255    
16.7262   5.2269375     257.5  
16.8633   5.26978125    260    
17.0004   5.312625      262    
17.1375   5.35546875    264    
17.2746   5.3983125     266    
17.4117   5.44115625    268    
17.5488   5.484         270    
17.6859   5.52684375    271    
17.823    5.5696875     273.5  
17.9601   5.61253125    275    
18.0972   5.655375      276.5  
18.2343   5.69821875    278.5  
18.3714   5.7410625     280.5  
18.5085   5.78390625    281.5  
18.6456   5.82675       283.5  
18.7827   5.86959375    284.5  
18.9198   5.9124375     286    
19.0569   5.95528125    288    
19.194    5.998125      290.5  
19.3311   6.04096875    292.5  
19.4682   6.0838125     295.5  
19.6053   6.12665625    298.5  
19.7424   6.1695        301.5  
19.8795   6.21234375    305.5  
20.0166   6.2551875     309.5  
20.1537   6.29803125    313.5  
20.2908   6.340875      318    
20.4279   6.38371875    322    
20.565    6.4265625     325.5  
20.7021   6.46940625    329    
20.8392   6.51225       332.5  
20.9763   6.55509375    336    
21.1134   6.5979375     339    
21.2505   6.64078125    341.5  
21.3876   6.683625      344    
21.5247   6.72646875    346    
21.6618   6.7693125     347.5  
21.7989   6.81215625    349    
21.936    6.855         350    
22.0731   6.89784375    351.5  
22.2102   6.9406875     353    
22.3473   6.98353125    355    
22.4844   7.026375      357    
22.6215   7.06921875    359    
22.7586   7.1120625     362    
22.8957   7.15490625    364    
23.0328   7.19775       365.5  
23.1699   7.24059375    367.5  
23.307    7.2834375     369    
23.4441   7.32628125    371    
23.5812   7.369125      372    
23.7183   7.41196875    373.5  
23.8554   7.4548125     374    
23.9925   7.49765625    375    
24.1296   7.5405        376    
24.2667   7.58334375    377    
24.4038   7.6261875     378    
24.5409   7.66903125    379.5  
24.678    7.711875      381.5  
24.8151   7.75471875    384.5  
24.9522   7.7975625     387.5  
25.0893   7.84040625    389.5  
25.2264   7.88325       392    
25.3635   7.92609375    395    
25.5006   7.9689375     397.5  
25.6377   8.01178125    398.5  
25.7748   8.054625      399.5  
25.9119   8.09746875    400.5  
26.049    8.1403125     401.5  
26.1861   8.18315625    402    
26.3232   8.226         403.5  
26.4603   8.26884375    404    
26.5974   8.3116875     404    
26.7345   8.35453125    405.5  
26.8716   8.397375      406    
27.0087   8.44021875    407.5  
27.1458   8.4830625     408.5  
27.2829   8.52590625    409    
27.42     8.56875       409.5  
27.5571   8.61159375    410.5  
27.6942   8.6544375     411    
27.8313   8.69728125    410.5  
27.9684   8.740125      410.5  
28.1055   8.78296875    410    
28.2426   8.8258125     410    
28.3797   8.86865625    410.5  
28.5168   8.9115        410    
28.6539   8.95434375    410    
28.791    8.9971875     410    
28.9281   9.04003125    409.5  
29.0652   9.082875      409.5  
29.2023   9.12571875    410    
29.3394   9.1685625     409.5  
29.4765   9.21140625    410.5  
29.6136   9.25425       411    
29.7507   9.29709375    412    
29.8878   9.3399375     412.5  
30.0249   9.38278125    413.5  
30.162    9.425625      412.5  
30.2991   9.46846875    411.5  
30.4362   9.5113125     410.5  
30.5733   9.55415625    408.5  
30.7104   9.597         407.5  
30.8475   9.63984375    406.5  
30.9846   9.6826875     405    
31.1217   9.72553125    404.5  
31.2588   9.768375      404    
31.3959   9.81121875    405    
31.533    9.8540625     405    
31.6701   9.89690625    405    
31.8072   9.93975       405    
31.9443   9.98259375    405.5  
32.0814   10.0254375    406    
32.2185   10.06828125   405.5  
32.3556   10.111125     405    
32.4927   10.15396875   404    
32.6298   10.1968125    403.5  
32.7669   10.23965625   401.5  
32.904    10.2825       399.5  
33.0411   10.32534375   397.5  
33.1782   10.3681875    395    
33.3153   10.41103125   392.5  
33.4524   10.453875     390.5  
33.5895   10.49671875   387.5  
33.7266   10.5395625    385    
33.8637   10.58240625   383    
34.0008   10.62525      380.5  
34.1379   10.66809375   379    
34.275    10.7109375    377    
34.4121   10.75378125   375.5  
34.5492   10.796625     375    
