# z = 375 mm
# z/D = 117.1875 ~ 117
# r (mm)    r/D         OH (arb units)
-34.5492  -10.796625    375    
-34.4121  -10.75378125  375.5  
-34.275   -10.7109375   377    
-34.1379  -10.66809375  379    
-34.0008  -10.62525     380.5  
-33.8637  -10.58240625  383    
-33.7266  -10.5395625   385    
-33.5895  -10.49671875  387.5  
-33.4524  -10.453875    390.5  
-33.3153  -10.41103125  392.5  
-33.1782  -10.3681875   395    
-33.0411  -10.32534375  397.5  
-32.904   -10.2825      399.5  
-32.7669  -10.23965625  401.5  
-32.6298  -10.1968125   403.5  
-32.4927  -10.15396875  404    
-32.3556  -10.111125    405    
-32.2185  -10.06828125  405.5  
-32.0814  -10.0254375   406    
-31.9443  -9.98259375   405.5  
-31.8072  -9.93975      405    
-31.6701  -9.89690625   405    
-31.533   -9.8540625    405    
-31.3959  -9.81121875   405    
-31.2588  -9.768375     404    
-31.1217  -9.72553125   404.5  
-30.9846  -9.6826875    405    
-30.8475  -9.63984375   406.5  
-30.7104  -9.597        407.5  
-30.5733  -9.55415625   408.5  
-30.4362  -9.5113125    410.5  
-30.2991  -9.46846875   411.5  
-30.162   -9.425625     412.5  
-30.0249  -9.38278125   413.5  
-29.8878  -9.3399375    412.5  
-29.7507  -9.29709375   412    
-29.6136  -9.25425      411    
-29.4765  -9.21140625   410.5  
-29.3394  -9.1685625    409.5  
-29.2023  -9.12571875   410    
-29.0652  -9.082875     409.5  
-28.9281  -9.04003125   409.5  
-28.791   -8.9971875    410    
-28.6539  -8.95434375   410    
-28.5168  -8.9115       410    
-28.3797  -8.86865625   410.5  
-28.2426  -8.8258125    410    
-28.1055  -8.78296875   410    
-27.9684  -8.740125     410.5  
-27.8313  -8.69728125   410.5  
-27.6942  -8.6544375    411    
-27.5571  -8.61159375   410.5  
-27.42    -8.56875      409.5  
-27.2829  -8.52590625   409    
-27.1458  -8.4830625    408.5  
-27.0087  -8.44021875   407.5  
-26.8716  -8.397375     406    
-26.7345  -8.35453125   405.5  
-26.5974  -8.3116875    404    
-26.4603  -8.26884375   404    
-26.3232  -8.226        403.5  
-26.1861  -8.18315625   402    
-26.049   -8.1403125    401.5  
-25.9119  -8.09746875   400.5  
-25.7748  -8.054625     399.5  
-25.6377  -8.01178125   398.5  
-25.5006  -7.9689375    397.5  
-25.3635  -7.92609375   395    
-25.2264  -7.88325      392    
-25.0893  -7.84040625   389.5  
-24.9522  -7.7975625    387.5  
-24.8151  -7.75471875   384.5  
-24.678   -7.711875     381.5  
-24.5409  -7.66903125   379.5  
-24.4038  -7.6261875    378    
-24.2667  -7.58334375   377    
-24.1296  -7.5405       376    
-23.9925  -7.49765625   375    
-23.8554  -7.4548125    374    
