# z = 775 mm
# z/D = 242.1875 ~ 242
# r (mm)    r/D         OH (arb units)
-16.5891  -5.18409375   124    
-16.452   -5.14125      124.5  
-16.3149  -5.09840625   125    
-16.1778  -5.0555625    126    
-16.0407  -5.01271875   126    
-15.9036  -4.969875     126    
-15.7665  -4.92703125   126.5  
-15.6294  -4.8841875    126.5  
-15.4923  -4.84134375   127    
-15.3552  -4.7985       126.5  
-15.2181  -4.75565625   127    
-15.081   -4.7128125    127.5  
-14.9439  -4.66996875   128    
-14.8068  -4.627125     128.5  
-14.6697  -4.58428125   129    
-14.5326  -4.5414375    130    
-14.3955  -4.49859375   131    
-14.2584  -4.45575      132    
-14.1213  -4.41290625   132.5  
-13.9842  -4.3700625    133.5  
-13.8471  -4.32721875   134.5  
-13.71    -4.284375     135.5  
-13.5729  -4.24153125   137    
-13.4358  -4.1986875    137.5  
-13.2987  -4.15584375   138.5  
-13.1616  -4.113        139    
-13.0245  -4.07015625   140    
-12.8874  -4.0273125    140.5  
-12.7503  -3.98446875   140.5  
-12.6132  -3.941625     141    
-12.4761  -3.89878125   141    
-12.339   -3.8559375    141.5  
-12.2019  -3.81309375   141.5  
-12.0648  -3.77025      141.5  
-11.9277  -3.72740625   142    
-11.7906  -3.6845625    142    
-11.6535  -3.64171875   141.5  
-11.5164  -3.598875     142    
-11.3793  -3.55603125   142    
-11.2422  -3.5131875    142    
-11.1051  -3.47034375   142    
-10.968   -3.4275       142    
-10.8309  -3.38465625   142.5  
-10.6938  -3.3418125    142.5  
-10.5567  -3.29896875   143    
-10.4196  -3.256125     143    
-10.2825  -3.21328125   143    
-10.1454  -3.1704375    143    
-10.0083  -3.12759375   143    
-9.8712   -3.08475      142.5  
-9.7341   -3.04190625   143    
-9.597    -2.9990625    143.5  
-9.4599   -2.95621875   143.5  
-9.3228   -2.913375     143.5  
-9.1857   -2.87053125   143.5  
-9.0486   -2.8276875    144    
-8.9115   -2.78484375   143.5  
-8.7744   -2.742        144    
-8.6373   -2.69915625   144    
-8.5002   -2.6563125    144.5  
-8.3631   -2.61346875   144    
-8.226    -2.570625     144.5  
-8.0889   -2.52778125   145    
-7.9518   -2.4849375    145    
-7.8147   -2.44209375   145.5  
-7.6776   -2.39925      146    
-7.5405   -2.35640625   147    
-7.4034   -2.3135625    147    
-7.2663   -2.27071875   147.5  
-7.1292   -2.227875     148    
-6.9921   -2.18503125   148    
-6.855    -2.1421875    148.5  
-6.7179   -2.09934375   148.5  
-6.5808   -2.0565       148.5  
-6.4437   -2.01365625   148    
-6.3066   -1.9708125    147.5  
-6.1695   -1.92796875   147    
-6.0324   -1.885125     147    
-5.8953   -1.84228125   146    
-5.7582   -1.7994375    146    
-5.6211   -1.75659375   145.5  
-5.484    -1.71375      146    
-5.3469   -1.67090625   146    
-5.2098   -1.6280625    146    
-5.0727   -1.58521875   146    
-4.9356   -1.542375     146.5  
-4.7985   -1.49953125   147    
-4.6614   -1.4566875    147    
-4.5243   -1.41384375   146.5  
-4.3872   -1.371        147    
-4.2501   -1.32815625   147    
-4.113    -1.2853125    147.5  
-3.9759   -1.24246875   148.5  
-3.8388   -1.199625     148.5  
-3.7017   -1.15678125   149    
-3.5646   -1.1139375    150    
-3.4275   -1.07109375   150.5  
-3.2904   -1.02825      150.5  
-3.1533   -0.98540625   150.5  
-3.0162   -0.9425625    150    
-2.8791   -0.89971875   149.5  
-2.742    -0.856875     149    
-2.6049   -0.81403125   148.5  
-2.4678   -0.7711875    148    
-2.3307   -0.72834375   147.5  
-2.1936   -0.6855       147.5  
-2.0565   -0.64265625   147.5  
-1.9194   -0.5998125    147.5  
-1.7823   -0.55696875   147.5  
-1.6452   -0.514125     148    
-1.5081   -0.47128125   148    
-1.371    -0.4284375    148    
-1.2339   -0.38559375   148    
-1.0968   -0.34275      148    
-0.9597   -0.29990625   147.5  
-0.8226   -0.2570625    147.5  
-0.6855   -0.21421875   147.5  
-0.5484   -0.171375     148    
-0.4113   -0.12853125   148    
-0.2742   -0.0856875    148.5  
-0.1371   -0.04284375   148.5  
0         0             148    
0.1371    0.04284375    148.5  
0.2742    0.0856875     148.5  
0.4113    0.12853125    148    
0.5484    0.171375      148    
0.6855    0.21421875    147.5  
0.8226    0.2570625     147.5  
0.9597    0.29990625    147.5  
1.0968    0.34275       148    
1.2339    0.38559375    148    
1.371     0.4284375     148    
1.5081    0.47128125    148    
1.6452    0.514125      148    
1.7823    0.55696875    147.5  
1.9194    0.5998125     147.5  
2.0565    0.64265625    147.5  
2.1936    0.6855        147.5  
2.3307    0.72834375    147.5  
2.4678    0.7711875     148    
2.6049    0.81403125    148.5  
2.742     0.856875      149    
2.8791    0.89971875    149.5  
3.0162    0.9425625     150    
3.1533    0.98540625    150.5  
3.2904    1.02825       150.5  
3.4275    1.07109375    150.5  
3.5646    1.1139375     150    
3.7017    1.15678125    149    
3.8388    1.199625      148.5  
3.9759    1.24246875    148.5  
4.113     1.2853125     147.5  
4.2501    1.32815625    147    
4.3872    1.371         147    
4.5243    1.41384375    146.5  
4.6614    1.4566875     147    
4.7985    1.49953125    147    
4.9356    1.542375      146.5  
5.0727    1.58521875    146    
5.2098    1.6280625     146    
5.3469    1.67090625    146    
5.484     1.71375       146    
5.6211    1.75659375    145.5  
5.7582    1.7994375     146    
5.8953    1.84228125    146    
6.0324    1.885125      147    
6.1695    1.92796875    147    
6.3066    1.9708125     147.5  
6.4437    2.01365625    148    
6.5808    2.0565        148.5  
6.7179    2.09934375    148.5  
6.855     2.1421875     148.5  
6.9921    2.18503125    148    
7.1292    2.227875      148    
7.2663    2.27071875    147.5  
7.4034    2.3135625     147    
7.5405    2.35640625    147    
7.6776    2.39925       146    
7.8147    2.44209375    145.5  
7.9518    2.4849375     145    
8.0889    2.52778125    145    
8.226     2.570625      144.5  
8.3631    2.61346875    144    
8.5002    2.6563125     144.5  
8.6373    2.69915625    144    
8.7744    2.742         144    
8.9115    2.78484375    143.5  
9.0486    2.8276875     144    
9.1857    2.87053125    143.5  
9.3228    2.913375      143.5  
9.4599    2.95621875    143.5  
9.597     2.9990625     143.5  
9.7341    3.04190625    143    
9.8712    3.08475       142.5  
10.0083   3.12759375    143    
10.1454   3.1704375     143    
10.2825   3.21328125    143    
10.4196   3.256125      143    
10.5567   3.29896875    143    
10.6938   3.3418125     142.5  
10.8309   3.38465625    142.5  
10.968    3.4275        142    
11.1051   3.47034375    142    
11.2422   3.5131875     142    
11.3793   3.55603125    142    
11.5164   3.598875      142    
11.6535   3.64171875    141.5  
11.7906   3.6845625     142    
11.9277   3.72740625    142    
12.0648   3.77025       141.5  
12.2019   3.81309375    141.5  
12.339    3.8559375     141.5  
12.4761   3.89878125    141    
12.6132   3.941625      141    
12.7503   3.98446875    140.5  
12.8874   4.0273125     140.5  
13.0245   4.07015625    140    
13.1616   4.113         139    
13.2987   4.15584375    138.5  
13.4358   4.1986875     137.5  
13.5729   4.24153125    137    
13.71     4.284375      135.5  
13.8471   4.32721875    134.5  
13.9842   4.3700625     133.5  
14.1213   4.41290625    132.5  
14.2584   4.45575       132    
14.3955   4.49859375    131    
14.5326   4.5414375     130    
14.6697   4.58428125    129    
14.8068   4.627125      128.5  
14.9439   4.66996875    128    
15.081    4.7128125     127.5  
15.2181   4.75565625    127    
15.3552   4.7985        126.5  
15.4923   4.84134375    127    
15.6294   4.8841875     126.5  
15.7665   4.92703125    126.5  
15.9036   4.969875      126    
16.0407   5.01271875    126    
16.1778   5.0555625     126    
16.3149   5.09840625    125    
16.452    5.14125       124.5  
16.5891   5.18409375    124    
16.7262   5.2269375     123.5  
16.8633   5.26978125    122.5  
17.0004   5.312625      122    
17.1375   5.35546875    121    
17.2746   5.3983125     120.5  
17.4117   5.44115625    120.5  
17.5488   5.484         119.5  
17.6859   5.52684375    119    
17.823    5.5696875     118.5  
17.9601   5.61253125    118    
18.0972   5.655375      117.5  
18.2343   5.69821875    117    
18.3714   5.7410625     117    
18.5085   5.78390625    116    
18.6456   5.82675       116    
18.7827   5.86959375    115.5  
18.9198   5.9124375     115.5  
19.0569   5.95528125    115    
19.194    5.998125      114.5  
19.3311   6.04096875    114.5  
19.4682   6.0838125     115    
19.6053   6.12665625    115    
19.7424   6.1695        115.5  
19.8795   6.21234375    116    
20.0166   6.2551875     116.5  
20.1537   6.29803125    117    
20.2908   6.340875      118    
20.4279   6.38371875    118    
20.565    6.4265625     118.5  
20.7021   6.46940625    118    
20.8392   6.51225       118.5  
20.9763   6.55509375    118    
21.1134   6.5979375     117.5  
21.2505   6.64078125    117    
21.3876   6.683625      116.5  
21.5247   6.72646875    116.5  
21.6618   6.7693125     115.5  
21.7989   6.81215625    114.5  
21.936    6.855         114    
22.0731   6.89784375    113    
22.2102   6.9406875     112.5  
22.3473   6.98353125    111.5  
22.4844   7.026375      111    
22.6215   7.06921875    110.5  
22.7586   7.1120625     109.5  
22.8957   7.15490625    109.5  
23.0328   7.19775       109    
23.1699   7.24059375    108.5  
23.307    7.2834375     108    
23.4441   7.32628125    107.5  
23.5812   7.369125      107.5  
23.7183   7.41196875    106.5  
23.8554   7.4548125     105.5  
23.9925   7.49765625    105    
24.1296   7.5405        104    
24.2667   7.58334375    103.5  
24.4038   7.6261875     103.5  
24.5409   7.66903125    102.5  
24.678    7.711875      102    
24.8151   7.75471875    102    
24.9522   7.7975625     102    
25.0893   7.84040625    101.5  
25.2264   7.88325       101    
25.3635   7.92609375    100.5  
25.5006   7.9689375     100    
25.6377   8.01178125    99     
25.7748   8.054625      99     
25.9119   8.09746875    97.5   
26.049    8.1403125     97     
26.1861   8.18315625    96.5   
26.3232   8.226         96     
26.4603   8.26884375    95.5   
26.5974   8.3116875     94.5   
26.7345   8.35453125    94     
26.8716   8.397375      93.5   
27.0087   8.44021875    93     
27.1458   8.4830625     92.5   
27.2829   8.52590625    92     
27.42     8.56875       91.5   
27.5571   8.61159375    91.5   
27.6942   8.6544375     91.5   
27.8313   8.69728125    91     
27.9684   8.740125      90.5   
28.1055   8.78296875    89.5   
28.2426   8.8258125     89     
28.3797   8.86865625    88     
28.5168   8.9115        87.5   
28.6539   8.95434375    86.5   
28.791    8.9971875     86.5   
28.9281   9.04003125    86     
29.0652   9.082875      86     
29.2023   9.12571875    85     
29.3394   9.1685625     84.5   
29.4765   9.21140625    84.5   
29.6136   9.25425       83.5   
29.7507   9.29709375    83.5   
29.8878   9.3399375     83     
30.0249   9.38278125    83     
30.162    9.425625      83     
30.2991   9.46846875    82     
30.4362   9.5113125     81.5   
30.5733   9.55415625    80.5   
30.7104   9.597         80     
30.8475   9.63984375    79.5   
30.9846   9.6826875     78.5   
31.1217   9.72553125    77.5   
31.2588   9.768375      77.5   
31.3959   9.81121875    76.5   
31.533    9.8540625     76.5   
31.6701   9.89690625    75.5   
31.8072   9.93975       75.5   
31.9443   9.98259375    75     
32.0814   10.0254375    74.5   
32.2185   10.06828125   74.5   
32.3556   10.111125     73.5   
32.4927   10.15396875   73     
32.6298   10.1968125    72     
32.7669   10.23965625   72     
32.904    10.2825       71     
33.0411   10.32534375   70.5   
33.1782   10.3681875    70     
33.3153   10.41103125   69     
33.4524   10.453875     68.5   
33.5895   10.49671875   68     
33.7266   10.5395625    67     
33.8637   10.58240625   67     
34.0008   10.62525      66.5   
34.1379   10.66809375   66     
34.275    10.7109375    66     
34.4121   10.75378125   66     
34.5492   10.796625     66.5   
