# z = 275 mm
# z/D = 85.9375 ~ 86
# r (mm)    r/D         OH (arb units)
-34.5492  -10.796625    220    
-34.4121  -10.75378125  223    
-34.275   -10.7109375   227.5  
-34.1379  -10.66809375  232    
-34.0008  -10.62525     236    
-33.8637  -10.58240625  241    
-33.7266  -10.5395625   246.5  
-33.5895  -10.49671875  252    
-33.4524  -10.453875    258    
-33.3153  -10.41103125  263.5  
-33.1782  -10.3681875   270.5  
-33.0411  -10.32534375  276    
-32.904   -10.2825      282    
-32.7669  -10.23965625  288    
-32.6298  -10.1968125   294    
-32.4927  -10.15396875  299    
-32.3556  -10.111125    304    
-32.2185  -10.06828125  308.5  
-32.0814  -10.0254375   313    
-31.9443  -9.98259375   316.5  
-31.8072  -9.93975      320.5  
-31.6701  -9.89690625   324.5  
-31.533   -9.8540625    328    
-31.3959  -9.81121875   331    
-31.2588  -9.768375     334    
-31.1217  -9.72553125   338    
-30.9846  -9.6826875    342    
-30.8475  -9.63984375   346.5  
-30.7104  -9.597        351    
-30.5733  -9.55415625   355    
-30.4362  -9.5113125    360.5  
-30.2991  -9.46846875   364.5  
-30.162   -9.425625     369    
-30.0249  -9.38278125   372.5  
-29.8878  -9.3399375    375.5  
-29.7507  -9.29709375   377.5  
-29.6136  -9.25425      380    
-29.4765  -9.21140625   382    
-29.3394  -9.1685625    384.5  
-29.2023  -9.12571875   388    
-29.0652  -9.082875     391    
-28.9281  -9.04003125   394.5  
-28.791   -8.9971875    398.5  
-28.6539  -8.95434375   403    
-28.5168  -8.9115       408    
-28.3797  -8.86865625   414    
-28.2426  -8.8258125    419.5  
-28.1055  -8.78296875   426    
-27.9684  -8.740125     434    
-27.8313  -8.69728125   441.5  
-27.6942  -8.6544375    449    
-27.5571  -8.61159375   456    
-27.42    -8.56875      462.5  
-27.2829  -8.52590625   469.5  
-27.1458  -8.4830625    476.5  
-27.0087  -8.44021875   482.5  
-26.8716  -8.397375     488    
-26.7345  -8.35453125   493.5  
-26.5974  -8.3116875    499.5  
-26.4603  -8.26884375   505.5  
-26.3232  -8.226        511.5  
-26.1861  -8.18315625   516.5  
-26.049   -8.1403125    521.5  
-25.9119  -8.09746875   526    
-25.7748  -8.054625     531    
-25.6377  -8.01178125   535.5  
-25.5006  -7.9689375    539    
-25.3635  -7.92609375   539.5  
-25.2264  -7.88325      539.5  
-25.0893  -7.84040625   539.5  
-24.9522  -7.7975625    539.5  
-24.8151  -7.75471875   538    
-24.678   -7.711875     536.5  
-24.5409  -7.66903125   536.5  
-24.4038  -7.6261875    538    
-24.2667  -7.58334375   541    
-24.1296  -7.5405       543.5  
-23.9925  -7.49765625   547.5  
-23.8554  -7.4548125    552    
-23.7183  -7.41196875   558    
-23.5812  -7.369125     563    
-23.4441  -7.32628125   566.5  
-23.307   -7.2834375    570    
-23.1699  -7.24059375   573.5  
-23.0328  -7.19775      575.5  
-22.8957  -7.15490625   577    
-22.7586  -7.1120625    576.5  
-22.6215  -7.06921875   576    
-22.4844  -7.026375     574.5  
-22.3473  -6.98353125   572    
-22.2102  -6.9406875    569.5  
-22.0731  -6.89784375   566    
-21.936   -6.855        562.5  
-21.7989  -6.81215625   559    
-21.6618  -6.7693125    554.5  
-21.5247  -6.72646875   549.5  
-21.3876  -6.683625     544    
-21.2505  -6.64078125   538.5  
-21.1134  -6.5979375    533    
-20.9763  -6.55509375   527    
-20.8392  -6.51225      520    
-20.7021  -6.46940625   514.5  
-20.565   -6.4265625    510    
-20.4279  -6.38371875   504.5  
-20.2908  -6.340875     499    
-20.1537  -6.29803125   494    
-20.0166  -6.2551875    489    
-19.8795  -6.21234375   484    
-19.7424  -6.1695       479    
-19.6053  -6.12665625   474    
-19.4682  -6.0838125    470    
-19.3311  -6.04096875   465    
-19.194   -5.998125     460    
-19.0569  -5.95528125   454.5  
-18.9198  -5.9124375    450    
-18.7827  -5.86959375   445.5  
-18.6456  -5.82675      440.5  
-18.5085  -5.78390625   434.5  
-18.3714  -5.7410625    429.5  
-18.2343  -5.69821875   424.5  
-18.0972  -5.655375     418.5  
-17.9601  -5.61253125   413    
-17.823   -5.5696875    407    
-17.6859  -5.52684375   401    
-17.5488  -5.484        396.5  
-17.4117  -5.44115625   390.5  
-17.2746  -5.3983125    385    
-17.1375  -5.35546875   380    
-17.0004  -5.312625     375    
-16.8633  -5.26978125   369.5  
-16.7262  -5.2269375    364.5  
-16.5891  -5.18409375   358.5  
-16.452   -5.14125      353    
-16.3149  -5.09840625   347    
-16.1778  -5.0555625    340.5  
-16.0407  -5.01271875   333.5  
-15.9036  -4.969875     326.5  
-15.7665  -4.92703125   319.5  
-15.6294  -4.8841875    312    
-15.4923  -4.84134375   305    
-15.3552  -4.7985       297.5  
-15.2181  -4.75565625   290.5  
-15.081   -4.7128125    283.5  
-14.9439  -4.66996875   277    
-14.8068  -4.627125     270    
-14.6697  -4.58428125   264    
-14.5326  -4.5414375    258.5  
-14.3955  -4.49859375   253    
-14.2584  -4.45575      247    
-14.1213  -4.41290625   242    
-13.9842  -4.3700625    236.5  
-13.8471  -4.32721875   231    
-13.71    -4.284375     225.5  
-13.5729  -4.24153125   220.5  
-13.4358  -4.1986875    215.5  
-13.2987  -4.15584375   210.5  
-13.1616  -4.113        205.5  
-13.0245  -4.07015625   201    
-12.8874  -4.0273125    195.5  
-12.7503  -3.98446875   190    
-12.6132  -3.941625     185    
-12.4761  -3.89878125   179.5  
-12.339   -3.8559375    174.5  
-12.2019  -3.81309375   169.5  
-12.0648  -3.77025      164.5  
-11.9277  -3.72740625   160    
-11.7906  -3.6845625    156    
-11.6535  -3.64171875   151    
-11.5164  -3.598875     147    
-11.3793  -3.55603125   142.5  
-11.2422  -3.5131875    138    
-11.1051  -3.47034375   134    
-10.968   -3.4275       130    
-10.8309  -3.38465625   126.5  
-10.6938  -3.3418125    122.5  
-10.5567  -3.29896875   119    
-10.4196  -3.256125     115.5  
-10.2825  -3.21328125   112.5  
-10.1454  -3.1704375    110    
-10.0083  -3.12759375   106.5  
-9.8712   -3.08475      103.5  
-9.7341   -3.04190625   100.5  
-9.597    -2.9990625    98     
-9.4599   -2.95621875   95.5   
-9.3228   -2.913375     92.5   
-9.1857   -2.87053125   90     
-9.0486   -2.8276875    87.5   
-8.9115   -2.78484375   85.5   
-8.7744   -2.742        83.5   
-8.6373   -2.69915625   81     
-8.5002   -2.6563125    79     
-8.3631   -2.61346875   77.5   
-8.226    -2.570625     75     
-8.0889   -2.52778125   73.5   
