# z = 275 mm
# z/D = 85.9375 ~ 86
# r (mm)    r/D         OH (arb units)
-7.9518   -2.4849375    72     
-7.8147   -2.44209375   69.5   
-7.6776   -2.39925      68     
-7.5405   -2.35640625   66     
-7.4034   -2.3135625    65     
-7.2663   -2.27071875   62.5   
-7.1292   -2.227875     60.5   
-6.9921   -2.18503125   59     
-6.855    -2.1421875    57     
-6.7179   -2.09934375   55     
-6.5808   -2.0565       53     
-6.4437   -2.01365625   51     
-6.3066   -1.9708125    49.5   
-6.1695   -1.92796875   47.5   
-6.0324   -1.885125     46     
-5.8953   -1.84228125   44.5   
-5.7582   -1.7994375    43     
-5.6211   -1.75659375   42.5   
-5.484    -1.71375      41.5   
-5.3469   -1.67090625   41     
-5.2098   -1.6280625    40     
-5.0727   -1.58521875   39.5   
-4.9356   -1.542375     38.5   
-4.7985   -1.49953125   38     
-4.6614   -1.4566875    37.5   
-4.5243   -1.41384375   36.5   
-4.3872   -1.371        36     
-4.2501   -1.32815625   35.5   
-4.113    -1.2853125    34.5   
-3.9759   -1.24246875   34.5   
-3.8388   -1.199625     33.5   
-3.7017   -1.15678125   33.5   
-3.5646   -1.1139375    33     
-3.4275   -1.07109375   32.5   
-3.2904   -1.02825      32     
-3.1533   -0.98540625   31.5   
-3.0162   -0.9425625    31     
-2.8791   -0.89971875   30.5   
-2.742    -0.856875     30     
-2.6049   -0.81403125   29.5   
-2.4678   -0.7711875    29     
-2.3307   -0.72834375   28     
-2.1936   -0.6855       28     
-2.0565   -0.64265625   27.5   
-1.9194   -0.5998125    27.5   
-1.7823   -0.55696875   27.5   
-1.6452   -0.514125     27     
-1.5081   -0.47128125   27     
-1.371    -0.4284375    26.5   
-1.2339   -0.38559375   26.5   
-1.0968   -0.34275      26.5   
-0.9597   -0.29990625   26.5   
-0.8226   -0.2570625    26.5   
-0.6855   -0.21421875   26     
-0.5484   -0.171375     26     
-0.4113   -0.12853125   26     
-0.2742   -0.0856875    26.5   
-0.1371   -0.04284375   26.5   
0         0             26     
0.1371    0.04284375    26.5   
0.2742    0.0856875     26.5   
0.4113    0.12853125    26     
0.5484    0.171375      26     
0.6855    0.21421875    26     
0.8226    0.2570625     26.5   
0.9597    0.29990625    26.5   
1.0968    0.34275       26.5   
1.2339    0.38559375    26.5   
1.371     0.4284375     26.5   
1.5081    0.47128125    27     
1.6452    0.514125      27     
1.7823    0.55696875    27.5   
1.9194    0.5998125     27.5   
2.0565    0.64265625    27.5   
2.1936    0.6855        28     
2.3307    0.72834375    28     
2.4678    0.7711875     29     
2.6049    0.81403125    29.5   
2.742     0.856875      30     
2.8791    0.89971875    30.5   
3.0162    0.9425625     31     
3.1533    0.98540625    31.5   
3.2904    1.02825       32     
3.4275    1.07109375    32.5   
3.5646    1.1139375     33     
3.7017    1.15678125    33.5   
3.8388    1.199625      33.5   
3.9759    1.24246875    34.5   
4.113     1.2853125     34.5   
4.2501    1.32815625    35.5   
4.3872    1.371         36     
4.5243    1.41384375    36.5   
4.6614    1.4566875     37.5   
4.7985    1.49953125    38     
4.9356    1.542375      38.5   
5.0727    1.58521875    39.5   
5.2098    1.6280625     40     
5.3469    1.67090625    41     
5.484     1.71375       41.5   
5.6211    1.75659375    42.5   
5.7582    1.7994375     43     
5.8953    1.84228125    44.5   
6.0324    1.885125      46     
6.1695    1.92796875    47.5   
6.3066    1.9708125     49.5   
6.4437    2.01365625    51     
6.5808    2.0565        53     
6.7179    2.09934375    55     
6.855     2.1421875     57     
6.9921    2.18503125    59     
7.1292    2.227875      60.5   
7.2663    2.27071875    62.5   
7.4034    2.3135625     65     
7.5405    2.35640625    66     
7.6776    2.39925       68     
7.8147    2.44209375    69.5   
7.9518    2.4849375     72     
8.0889    2.52778125    73.5   
8.226     2.570625      75     
8.3631    2.61346875    77.5   
8.5002    2.6563125     79     
8.6373    2.69915625    81     
8.7744    2.742         83.5   
8.9115    2.78484375    85.5   
9.0486    2.8276875     87.5   
9.1857    2.87053125    90     
9.3228    2.913375      92.5   
9.4599    2.95621875    95.5   
9.597     2.9990625     98     
9.7341    3.04190625    100.5  
9.8712    3.08475       103.5  
10.0083   3.12759375    106.5  
10.1454   3.1704375     110    
10.2825   3.21328125    112.5  
10.4196   3.256125      115.5  
10.5567   3.29896875    119    
10.6938   3.3418125     122.5  
10.8309   3.38465625    126.5  
10.968    3.4275        130    
11.1051   3.47034375    134    
11.2422   3.5131875     138    
11.3793   3.55603125    142.5  
11.5164   3.598875      147    
11.6535   3.64171875    151    
11.7906   3.6845625     156    
11.9277   3.72740625    160    
12.0648   3.77025       164.5  
12.2019   3.81309375    169.5  
12.339    3.8559375     174.5  
12.4761   3.89878125    179.5  
12.6132   3.941625      185    
12.7503   3.98446875    190    
12.8874   4.0273125     195.5  
13.0245   4.07015625    201    
13.1616   4.113         205.5  
13.2987   4.15584375    210.5  
13.4358   4.1986875     215.5  
13.5729   4.24153125    220.5  
13.71     4.284375      225.5  
13.8471   4.32721875    231    
13.9842   4.3700625     236.5  
14.1213   4.41290625    242    
14.2584   4.45575       247    
14.3955   4.49859375    253    
14.5326   4.5414375     258.5  
14.6697   4.58428125    264    
14.8068   4.627125      270    
14.9439   4.66996875    277    
15.081    4.7128125     283.5  
15.2181   4.75565625    290.5  
15.3552   4.7985        297.5  
15.4923   4.84134375    305    
15.6294   4.8841875     312    
15.7665   4.92703125    319.5  
15.9036   4.969875      326.5  
16.0407   5.01271875    333.5  
16.1778   5.0555625     340.5  
16.3149   5.09840625    347    
16.452    5.14125       353    
16.5891   5.18409375    358.5  
16.7262   5.2269375     364.5  
16.8633   5.26978125    369.5  
17.0004   5.312625      375    
17.1375   5.35546875    380    
17.2746   5.3983125     385    
17.4117   5.44115625    390.5  
17.5488   5.484         396.5  
17.6859   5.52684375    401    
17.823    5.5696875     407    
17.9601   5.61253125    413    
18.0972   5.655375      418.5  
18.2343   5.69821875    424.5  
18.3714   5.7410625     429.5  
18.5085   5.78390625    434.5  
18.6456   5.82675       440.5  
18.7827   5.86959375    445.5  
18.9198   5.9124375     450    
19.0569   5.95528125    454.5  
19.194    5.998125      460    
19.3311   6.04096875    465    
19.4682   6.0838125     470    
19.6053   6.12665625    474    
19.7424   6.1695        479    
19.8795   6.21234375    484    
20.0166   6.2551875     489    
20.1537   6.29803125    494    
20.2908   6.340875      499    
20.4279   6.38371875    504.5  
20.565    6.4265625     510    
20.7021   6.46940625    514.5  
20.8392   6.51225       520    
20.9763   6.55509375    527    
21.1134   6.5979375     533    
21.2505   6.64078125    538.5  
21.3876   6.683625      544    
21.5247   6.72646875    549.5  
21.6618   6.7693125     554.5  
21.7989   6.81215625    559    
21.936    6.855         562.5  
22.0731   6.89784375    566    
22.2102   6.9406875     569.5  
22.3473   6.98353125    572    
22.4844   7.026375      574.5  
22.6215   7.06921875    576    
22.7586   7.1120625     576.5  
22.8957   7.15490625    577    
23.0328   7.19775       575.5  
23.1699   7.24059375    573.5  
23.307    7.2834375     570    
23.4441   7.32628125    566.5  
23.5812   7.369125      563    
23.7183   7.41196875    558    
23.8554   7.4548125     552    
23.9925   7.49765625    547.5  
24.1296   7.5405        543.5  
24.2667   7.58334375    541    
24.4038   7.6261875     538    
24.5409   7.66903125    536.5  
24.678    7.711875      536.5  
24.8151   7.75471875    538    
24.9522   7.7975625     539.5  
25.0893   7.84040625    539.5  
25.2264   7.88325       539.5  
25.3635   7.92609375    539.5  
25.5006   7.9689375     539    
25.6377   8.01178125    535.5  
25.7748   8.054625      531    
25.9119   8.09746875    526    
26.049    8.1403125     521.5  
26.1861   8.18315625    516.5  
26.3232   8.226         511.5  
26.4603   8.26884375    505.5  
26.5974   8.3116875     499.5  
26.7345   8.35453125    493.5  
26.8716   8.397375      488    
27.0087   8.44021875    482.5  
27.1458   8.4830625     476.5  
27.2829   8.52590625    469.5  
27.42     8.56875       462.5  
27.5571   8.61159375    456    
27.6942   8.6544375     449    
27.8313   8.69728125    441.5  
27.9684   8.740125      434    
28.1055   8.78296875    426    
28.2426   8.8258125     419.5  
28.3797   8.86865625    414    
28.5168   8.9115        408    
28.6539   8.95434375    403    
28.791    8.9971875     398.5  
28.9281   9.04003125    394.5  
29.0652   9.082875      391    
29.2023   9.12571875    388    
29.3394   9.1685625     384.5  
29.4765   9.21140625    382    
29.6136   9.25425       380    
29.7507   9.29709375    377.5  
29.8878   9.3399375     375.5  
30.0249   9.38278125    372.5  
30.162    9.425625      369    
30.2991   9.46846875    364.5  
30.4362   9.5113125     360.5  
30.5733   9.55415625    355    
30.7104   9.597         351    
30.8475   9.63984375    346.5  
30.9846   9.6826875     342    
31.1217   9.72553125    338    
31.2588   9.768375      334    
31.3959   9.81121875    331    
31.533    9.8540625     328    
31.6701   9.89690625    324.5  
31.8072   9.93975       320.5  
31.9443   9.98259375    316.5  
32.0814   10.0254375    313    
32.2185   10.06828125   308.5  
32.3556   10.111125     304    
32.4927   10.15396875   299    
32.6298   10.1968125    294    
32.7669   10.23965625   288    
32.904    10.2825       282    
33.0411   10.32534375   276    
33.1782   10.3681875    270.5  
33.3153   10.41103125   263.5  
33.4524   10.453875     258    
33.5895   10.49671875   252    
33.7266   10.5395625    246.5  
33.8637   10.58240625   241    
34.0008   10.62525      236    
34.1379   10.66809375   232    
34.275    10.7109375    227.5  
34.4121   10.75378125   223    
34.5492   10.796625     220    
