7.57E-03	0.06926	0.503	0.166	0.0161	0.0224	0.0321	0.00218	    0.0914
1.01E-02	0.1188	0.488	0.157	0.0131	0.0238	0.0321	0.000787	0.0914
1.25E-02	0.1192	0.488	0.157	0.012	0.0238	0.0312	0.000742	0.0887
1.50E-02	0.1179	0.503	0.157	0.012	0.0231	0.0293	0.000742	0.0836
1.75E-02	0	    0.488	0.161	0.0109	0.0231	0.0293	0.000742	0.0887
2.00E-02	0	    0.503	0.157	0.0109	0.0238	0.026	0.000764	0.0914
2.25E-02	0	    0.488	0.152	0.0106	0.0231	0.0253	0.000887	0.0942
2.50E-02	0	    0.488	0.152	0.0109	0.0231	0.0268	0.000942	0.0914
2.75E-02	0	    0.488	0.152	0.0109	0.0238	0.0276	0.00103	    0.0971
